,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
48,described,0.279,valuation,0.353,shcets,0.36,engravd,0.415,illuilrated,0.436,cmbellifhed,0.458,accurate,0.43,rpravels,0.469,wylds,0.621,hiandbook,0.607,appendices,0.607,topographical,0.401,abutting,0.364,land,0.327
49,pack,0.278,delineated,0.349,eutope,0.359,coloured,0.411,hillery,0.435,embellilbed,0.458,planl,0.428,quarto,0.467,topographic,0.621,topography,0.606,survey,0.607,thereaboute,0.4,strip,0.364,9—world,0.326
50,additions,0.278,handfomly,0.346,edtion,0.357,seaport,0.411,burder,0.433,embellilhcd,0.457,plap,0.425,pians,0.467,surveyof,0.619,topogra,0.606,mrap,0.606,contaming,0.399,britannica,0.363,layout,0.326
51,pm,0.278,exact,0.345,edifion,0.357,illuitrated,0.411,copperplatc,0.431,furveys,0.456,sketch,0.416,index,0.466,ylds,0.616,escriptive,0.605,oidnance,0.605,photograph,0.398,chronological,0.36,topographical,0.325
52,statutes,0.278,antiquities,0.345,sculptures,0.356,aftronomical,0.409,plan,0.431,shect,0.455,halfhound,0.413,plales,0.466,mapt,0.61,handbook,0.605,isurvey,0.602,18p,0.397,scheduling,0.36,arlingtondrive,0.325
53,bibles,0.277,copper,0.344,genealogy,0.355,mercators,0.408,perfpeaive,0.428,engravings,0.455,illultrated,0.408,plaies,0.466,flans,0.608,malps,0.603,index,0.602,numbered,0.396,plana,0.359,arable,0.325
54,reprinted,0.277,mao,0.344,piates,0.355,geography,0.408,corsica,0.427,perfpective,0.454,avels,0.405,charts,0.465,topography,0.607,rdnance,0.603,dnance,0.601,index,0.396,battlefields,0.359,frontispiece,0.324
55,rector,0.276,distances,0.342,foiio,0.355,illuilrated,0.407,dercription,0.425,frontifpiece,0.452,iplan,0.404,aplan,0.465,itinerary,0.606,bandbook,0.602,bandbook,0.601,plana,0.395,zoning,0.358,uapperley,0.324
56,observation,0.275,tables,0.341,illufirated,0.354,colourd,0.406,istory,0.423,embelliflied,0.451,plaiis,0.404,lithogra,0.464,containine,0.604,vohlme,0.602,apportionment,0.6,37p,0.395,placenames,0.358,deposited,0.323
57,riches,0.274,carious,0.34,defcriprion,0.353,hiftry,0.406,ngraved,0.423,mip,0.451,topogra,0.403,lithographic,0.464,bookof,0.603,tolume,0.602,sirvey,0.6,oensus,0.395,blackboard,0.358,plainsroad,0.321
58,size,0.274,america,0.34,olume,0.352,illustrated,0.406,geographical,0.422,fheet,0.451,genealogical,0.402,illustrated,0.464,plaus,0.601,survey,0.601,maap,0.6,19p,0.394,randum,0.358,strip,0.321
59,wonders,0.274,roads,0.339,largt,0.352,metzotinto,0.406,guthries,0.421,planof,0.45,outlined,0.4,fullcoloured,0.463,descriptive,0.6,timebill,0.598,cyclopiedia,0.599,29p,0.394,nance,0.358,illustra,0.32
60,o3,0.274,hiftorical,0.339,graphical,0.352,pian,0.405,aplan,0.421,iliuftrated,0.449,plati,0.4,plaa,0.463,letterpres,0.6,cadastral,0.598,woodcut,0.598,delineated,0.393,tabulated,0.357,pictorial,0.32
61,publilhed,0.273,asia,0.339,volumne,0.35,letterprefs,0.404,wale,0.421,embelliftied,0.447,sheet,0.398,balfbound,0.462,panoramic,0.598,volnme,0.597,mraps,0.598,areaof,0.393,document,0.357,plotted,0.32
62,adjacent,0.272,globe,0.336,geographers,0.35,correft,0.404,embellifled,0.419,antiquitics,0.447,geographical,0.397,ravels,0.462,mape,0.598,pocketcase,0.596,illustratons,0.596,containing,0.392,redrawn,0.356,watercourse,0.319
63,counties,0.272,cutts,0.335,effigies,0.35,embellilhed,0.402,iftory,0.419,lettcrprefs,0.446,phn,0.393,litho,0.461,meap,0.598,almanaek,0.595,lndex,0.595,contour,0.392,schedule,0.355,abutting,0.319
64,phe,0.272,indexes,0.334,ogilbys,0.349,walts,0.401,frontispiece,0.419,plaus,0.446,ilustrated,0.392,haltbound,0.459,dbook,0.597,quarto,0.595,handbook—,0.594,abouts,0.392,electoral,0.354,fieldcraft,0.319
65,bookfellers,0.272,longitude,0.332,urope,0.349,illuftratcd,0.4,hitlory,0.419,embellished,0.445,pilan,0.391,apian,0.458,groundplan,0.597,maips,0.592,khartoom,0.594,miap,0.392,alphabetically,0.354,lucknowavenue,0.319
66,book,0.271,syftem,0.329,citie,0.349,istory,0.398,voiume,0.417,illufrated,0.445,shect,0.391,kngravings,0.458,mnps,0.595,survev,0.592,clearlyprinted,0.593,26p,0.391,bridgehead,0.353,numbered,0.318
67,dependencies,0.271,fngland,0.329,voume,0.347,illuffrated,0.397,embelliihed,0.417,imap,0.445,sketched,0.391,pian,0.457,sarvey,0.593,mapb,0.592,detaild,0.591,compendious,0.391,plateau,0.353,scape,0.317
68,cuts,0.269,dependencies,0.328,editionj,0.347,cngraved,0.396,illuitrated,0.416,lolio,0.443,embellilbed,0.391,sketch,0.457,pians,0.593,icturesque,0.591,mdap,0.591,contaiuing,0.391,blots,0.352,caption,0.316
69,fortified,0.269,draughts,0.328,dooe,0.346,shcets,0.395,history,0.416,plites,0.442,plin,0.39,uncoloured,0.453,beautifullyprinted,0.593,voluma,0.591,msps,0.59,guidebooks,0.391,memoranda,0.352,graphed,0.316
70,roads,0.269,chili,0.327,volunme,0.346,seacharts,0.394,embelliflied,0.415,letterprels,0.441,plari,0.389,plaos,0.451,itineraries,0.589,delineated,0.588,appendi,0.588,populatio,0.39,ratebook,0.352,histories,0.316
71,blackswan,0.268,annexd,0.327,correft,0.346,copperplater,0.394,hiltory,0.414,tifpiece,0.441,embellifhed,0.388,vols4to,0.451,geologically,0.588,book,0.588,billwith,0.587,flans,0.39,acres—for,0.351,poring,0.316
72,synopsis,0.266,ngland,0.326,mao,0.346,graphical,0.394,crofsroads,0.414,history,0.44,plales,0.386,analecta,0.45,beautifullyillustrated,0.588,volumoe,0.587,ordnance,0.587,boundaries—,0.389,12085,0.351,diagram,0.315
73,blacks,0.266,geographus,0.325,volme,0.345,markettowns,0.393,adorned,0.414,fhcet,0.44,plns,0.386,engraviugs,0.45,lithographs,0.588,diagrama,0.587,pamphleto,0.586,2r,0.389,wellprinted,0.351,copv,0.315
74,affords,0.266,coloured,0.325,defcription,0.344,island,0.392,hiftory,0.413,illulirated,0.44,outlines,0.386,newedition,0.45,ofreference,0.587,volure,0.585,ilustrations,0.586,chronology,0.388,dotted,0.351,numerals,0.315
75,printedfor,0.265,addcd,0.322,cutts,0.344,geogra,0.392,decription,0.413,embellifhed,0.439,embelliflied,0.385,planof,0.449,aiap,0.586,compendious,0.585,malps,0.586,photographs,0.388,papercovered,0.351,reclamation,0.314
76,fairs,0.265,accurately,0.322,larg,0.343,curiouly,0.392,dcfcription,0.413,letterprefs,0.438,platn,0.385,maip,0.448,planss,0.585,foolseap,0.585,appeudix,0.585,21p,0.388,hieroglyphics,0.351,abouts,0.314
77,rifingsun,0.265,empires,0.321,mdap,0.343,illulrated,0.392,engraving,0.413,llluftrated,0.438,plah,0.383,diagram,0.447,masp,0.585,handhook,0.585,concise,0.584,oontaining,0.384,appendices,0.351,aforesaid,0.314
78,gazettes,0.264,capitals,0.321,largo,0.341,editicn,0.391,fheet,0.413,corrcd,0.438,plats,0.383,lithographed,0.446,survoy,0.584,volum,0.585,lmaps,0.584,25inch,0.384,inafter,0.35,digbyavenue,0.314
79,addition,0.264,strated,0.321,frontifpiece,0.341,correced,0.391,embellifhed,0.413,frontispiece,0.437,piates,0.383,mape,0.445,admeasurements,0.584,descriptiv,0.584,illastrations,0.58,textbook,0.382,2—about,0.35,sampler,0.313
80,copper,0.264,ogilby,0.32,ogilby,0.339,ditionary,0.39,hiftary,0.412,synopsis,0.437,specification,0.381,drawings,0.445,geological,0.584,foiio,0.584,appendix,0.58,14p,0.381,reconnaissance,0.35,bounded,0.313
81,anb,0.263,chronology,0.32,plan,0.338,iftory,0.389,deicription,0.412,emhellifhed,0.437,embellished,0.379,coloured,0.445,geographical,0.583,monograph,0.584,sinaitic,0.578,30p,0.38,acreage,0.35,ulwell,0.313
82,buttons,0.262,diameter,0.32,neaty,0.338,eman,0.389,embellithed,0.412,embcllifhed,0.436,outline,0.378,halfhound,0.445,contatning,0.582,chronolo,0.584,imap,0.578,contaiaing,0.379,townplanning,0.349,stanleyroad,0.312
83,languages,0.262,tras,0.317,betical,0.338,folin,0.387,hilory,0.412,editioti,0.435,statistical,0.378,specification,0.444,maop,0.579,pecimen,0.582,illustrationa,0.577,pagos,0.379,copj,0.349,66981,0.312
84,amended,0.262,liger,0.317,corret,0.338,shets,0.386,engravd,0.411,frontifpiecc,0.435,illuftratcd,0.377,atlas,0.444,chronological,0.578,largescale,0.582,binebook,0.577,strip,0.379,arablo,0.349,maoperley,0.311
85,mode,0.262,hifory,0.317,corre,0.337,smollets,0.386,editian,0.411,plans,0.435,engr,0.377,survev,0.443,woodcut,0.578,apublished,0.582,cadastral,0.576,appendix,0.379,historical,0.348,mark,0.311
86,memoirs,0.26,genealogical,0.317,toatf,0.337,hifiory,0.386,illufrated,0.41,perplates,0.434,pln,0.376,woodeuts,0.443,chronolo,0.577,andbook,0.582,encyclopiedia,0.576,droveway,0.379,album,0.347,headstone,0.311
87,ftt,0.26,chronicle,0.315,prefixd,0.337,beautifuly,0.384,editon,0.409,platcs,0.433,index,0.375,plau,0.443,orinted,0.575,appendix,0.582,pases,0.576,17p,0.378,frontis,0.347,domesday,0.31
88,universities,0.26,cards,0.315,tbio,0.336,sheeti,0.384,embelliffied,0.409,portrait,0.433,plsn,0.374,lineated,0.442,piaus,0.575,ptolemys,0.582,maips,0.575,titlepage,0.378,specifica,0.346,signpost,0.31
89,written,0.26,graved,0.314,curiouily,0.335,shee,0.383,enraved,0.409,ravels,0.432,msp,0.374,elevations,0.442,lithographic,0.575,voume,0.581,25inch,0.575,reprint,0.378,frontispiece,0.346,epitome,0.31
90,8cc,0.26,neatly,0.312,efigies,0.335,mps,0.383,hifory,0.409,embellilhed,0.432,plao,0.373,platee,0.442,upplement,0.575,concise,0.581,pamphlete,0.575,lands,0.377,census,0.346,osm,0.31
91,historians,0.26,anchoring,0.312,dcfcription,0.335,cuti,0.382,correft,0.407,iistory,0.43,illuftrated,0.373,platen,0.442,fullcoloured,0.574,geologically,0.58,matp,0.575,i4p,0.377,etymological,0.346,highlyproductive,0.309
92,tbo,0.26,engra,0.312,greece,0.334,perplates,0.382,finely,0.407,quaro,0.43,engravings,0.373,prospectus,0.441,prospectns,0.573,survoy,0.58,yika,0.574,cyclopedia,0.376,eightpage,0.346,wouaton,0.309
93,improved,0.259,round,0.312,accurately,0.334,hiftoryof,0.381,volunie,0.407,poitrait,0.43,citics,0.372,engraving,0.441,ppendix,0.573,ireland—see,0.58,topographical,0.574,surve,0.376,promontory,0.346,wollston,0.309
94,edition,0.259,9d,0.311,frontispieces,0.334,citics,0.381,geogra,0.407,frontirpiece,0.429,fcen,0.37,price7s,0.441,speciflcations,0.572,triangulation,0.58,pamphlots,0.574,22p,0.375,comprehensive,0.345,woodthorpc,0.308
95,curiosities,0.259,atlas,0.311,hiaory,0.334,embellifhed,0.378,hifltory,0.407,topography,0.428,plars,0.37,platesi,0.44,plansof,0.571,folio,0.58,hadbook,0.574,arablo,0.375,handbook,0.344,bramoote,0.308
96,randal,0.258,paintings,0.31,description,0.333,citie,0.378,engrived,0.406,hlstory,0.426,neated,0.37,plattes,0.44,decriptive,0.571,anderssons,0.579,ormauon,0.573,pagee,0.375,minutebook,0.344,postmarks,0.308
97,cities,0.258,difcoveries,0.31,shets,0.332,difionary,0.378,southamerica,0.405,price7s,0.425,survey,0.37,4to,0.439,eurvey,0.571,oetavo,0.579,pimphlets,0.573,9p,0.375,indexes,0.344,arabic,0.307
98,rof,0.257,aps,0.31,illuffrated,0.332,corredt,0.378,correct,0.405,platis,0.425,hilory,0.369,statistical,0.436,seotions,0.57,snrvey,0.578,bluebook,0.573,oontaine,0.375,guidebooks,0.344,os,0.307
99,bind,0.257,alphabetical,0.31,deficription,0.331,didionary,0.377,furvey,0.405,engravedby,0.425,engrav,0.369,platis,0.435,topo,0.57,gnomon,0.578,encyclo,0.572,27p,0.374,rightsofway,0.343,plan,0.306
