,en_1620,en_1620_d,en_1640,en_1640_d,en_1660,en_1660_d,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
31,without,0.389,governour,0.357,poor,0.415,gistrates,0.402,bayliffs,0.436,rishes,0.442,fortrefs,0.447,pariflies,0.493,inhabiants,0.641,environs,0.53,inhabitaints,0.668,iihabitants,0.81,inhabilants,0.825,nhabitants,0.789,neople,0.546,munities,0.548,peope,0.497
32,ordnance,0.386,city,0.357,officers,0.414,county,0.401,province,0.435,territory,0.441,populace,0.447,parifhcs,0.491,inhlabitants,0.64,villages,0.526,inhabiiants,0.667,inba,0.81,inlabitants,0.812,inhabitints,0.789,oeople,0.545,churchpeople,0.548,islanders,0.497
33,money,0.385,ofthat,0.355,corn,0.41,ficers,0.4,neighbouring,0.431,protestants,0.441,confternation,0.447,fettlers,0.49,inhabitnts,0.638,inba,0.526,iniabitants,0.666,theinhabitants,0.805,inhabitents,0.809,residents,0.789,habitant,0.543,ratepayers,0.542,authorities,0.496
34,diucrs,0.384,gallant,0.354,joy,0.402,plundered,0.395,risons,0.427,mountaineers,0.44,bourhood,0.442,diftricts,0.489,hitants,0.637,householders,0.525,inhlabitants,0.664,inhlabitants,0.804,inhabiants,0.809,inhsbitants,0.788,okhrida,0.535,villages,0.54,popu,0.494
35,meanes,0.384,officers,0.348,used,0.4,militia,0.391,convents,0.426,germans,0.44,civilized,0.442,parishes,0.487,inhabitans,0.636,bourhood,0.52,inhabitints,0.663,ihabitants,0.8,inhsbitants,0.805,inhabtants,0.788,inhabitants—,0.535,churchgoers,0.539,spaniards,0.489
36,kept,0.376,ships,0.347,river,0.398,island,0.39,capital,0.424,soldiers,0.44,towns,0.44,eledtors,0.484,inlhabitants,0.635,neighbouring,0.519,itants,0.66,inlhabitants,0.799,inhabl,0.805,inhabiants,0.784,citisens,0.534,ipeople,0.536,syrians,0.487
37,fight,0.375,others,0.346,chosen,0.398,devon,0.389,districts,0.423,janisaries,0.439,aullrians,0.436,diftrict,0.479,inhabitanis,0.629,people,0.516,inlabitants,0.66,inabitants,0.799,inhabtants,0.804,inhabitanits,0.783,fugees,0.531,poople,0.535,peonle,0.484
38,thcir,0.373,abroad,0.344,number,0.395,bailiffs,0.388,boors,0.423,strates,0.438,suburbs,0.436,bitant,0.479,inhabitats,0.627,natives,0.513,inabitants,0.655,inhabitan,0.796,iuhabi,0.803,inbabitanta,0.782,poople,0.53,pleasureseekers,0.534,habitant,0.484
39,places,0.37,plunder,0.343,suedes,0.393,soldiers,0.388,burgesses,0.421,magistracy,0.437,adjacent,0.436,neighbourhood,0.479,inhahi,0.625,ihabitants,0.513,itihabitants,0.652,inhahi,0.796,inbabitauts,0.801,inhab,0.782,copulation,0.529,peopl,0.533,evacuees,0.484
40,while,0.37,falfe,0.342,eminent,0.392,churchwardens,0.388,catalonians,0.42,garison,0.436,arabs,0.435,niolo,0.478,inlabitants,0.623,hamburghers,0.511,inhalitants,0.649,inlabitants,0.795,inhabitaits,0.801,inhahi,0.781,towns,0.527,inhabited,0.532,victims,0.484
41,kingdome,0.369,obedience,0.341,designs,0.392,habitations,0.387,hospodar,0.418,burgesses,0.435,citizens,0.433,pariffies,0.477,inhabitatits,0.611,itants,0.504,ishabitants,0.645,inihabitants,0.795,abitants,0.8,inlabitants,0.777,populaton,0.526,pooplo,0.531,bourhood,0.484
42,likewife,0.368,countrey,0.34,defence,0.39,nobility,0.386,magifirates,0.417,malcontents,0.431,cityand,0.432,eleftors,0.474,inhabitaints,0.611,tauts,0.501,lnhabitants,0.641,inhabitanti,0.791,inliabi,0.8,inhabitaits,0.769,ponulation,0.525,pepple,0.527,peoplo,0.483
43,gotten,0.367,caftle,0.338,place,0.388,castles,0.386,cicy,0.416,suburbs,0.431,garifon,0.432,communities,0.47,inhab,0.61,suburbs,0.499,inhabita,0.64,hitants,0.79,inhabitanto,0.799,inbabitauts,0.769,malissori,0.525,eople,0.526,berliners,0.481
44,enemies,0.366,fiege,0.338,trade,0.387,aloft,0.385,cities,0.415,annoyance,0.431,peo,0.432,inba,0.47,inhalbitants,0.604,neighbourhood,0.496,iahabitants,0.634,inhalbitants,0.79,iinhabitants,0.796,inlhabitants,0.763,jieople,0.522,habitant,0.526,townsmen,0.479
45,tion,0.365,eftates,0.336,marched,0.386,borough,0.383,holders,0.414,city,0.43,opulent,0.429,settlers,0.469,inhalitants,0.597,neigh,0.495,ihabitants,0.63,irhabitants,0.788,inhabitantsi,0.792,abitants,0.763,zens,0.522,peopla,0.525,tants,0.476
46,want,0.364,taking,0.336,fort,0.385,neighborhood,0.378,officers,0.41,cities,0.428,overflowed,0.428,foldiers,0.469,itihabitants,0.593,landholders,0.494,inhabitanu,0.629,inhibitants,0.782,inihabitants,0.792,inhabitanlts,0.759,oitizens,0.521,lawabiding,0.523,peasants,0.476
47,fouldiers,0.36,molt,0.332,preparations,0.385,tenants,0.377,sicilians,0.409,parishes,0.426,auttrians,0.428,manufacturers,0.468,inhabitan,0.585,freemen,0.49,inhaibitants,0.629,inhabitanu,0.781,inhabita,0.791,ithabitants,0.759,village®,0.518,community,0.523,industrialised,0.476
48,companies,0.36,goods,0.331,belonging,0.385,parishes,0.376,seaport,0.403,neigh,0.424,iflanders,0.427,freeholders,0.467,itants,0.575,peaceable,0.488,inlhabitants,0.625,inhabilants,0.781,labitants,0.791,inhabit,0.755,citiaens,0.518,peasants,0.522,moslems,0.475
49,company,0.359,caft,0.33,view,0.385,dutchy,0.376,bailiffs,0.403,strangers,0.422,contributions,0.427,lavages,0.465,freemen,0.562,vicinity,0.487,inhabiants,0.621,inhabitatits,0.781,inhaoitants,0.791,inhlabitants,0.753,peope,0.517,parishioners,0.52,needy,0.475
50,feare,0.359,fafety,0.328,passed,0.384,citadel,0.375,colony,0.402,provinces,0.42,territory,0.426,soldiery,0.464,natives,0.562,feaports,0.482,inhalbitants,0.618,abitants,0.777,inhahi,0.79,townspeople,0.752,fugitives,0.516,pcoplo,0.519,italians,0.475
51,di,0.359,colours,0.328,provided,0.382,bailiff,0.371,magi,0.398,feople,0.42,locufts,0.425,villages,0.464,inhabit,0.561,individuals,0.482,inhabitanis,0.616,inhabitsnts,0.776,lnhabitants,0.789,inhabitanis,0.75,community,0.516,peasantry,0.517,jews,0.474
52,marquis,0.355,beare,0.327,affairs,0.381,colony,0.37,corporations,0.398,urbs,0.419,militia,0.425,ifland,0.461,inba,0.544,neighborhood,0.481,inhabitante,0.615,inhsbitants,0.775,babitants,0.787,itants,0.743,peonle,0.516,papulation,0.513,parishioners,0.473
53,taking,0.355,fave,0.326,county,0.381,strasburgh,0.37,countrey,0.398,vaudois,0.419,auflrians,0.424,facturers,0.461,burgeffes,0.523,welldisposed,0.479,habitant,0.613,inhabitats,0.772,inhiabitants,0.786,inhabilants,0.738,citiiens,0.516,lages,0.513,neighbourhoods,0.473
54,forth,0.353,coun,0.326,children,0.38,provost,0.369,pillage,0.397,clothiers,0.418,fiorenzo,0.424,people,0.459,houfeholders,0.515,magistracy,0.477,iiihabitants,0.612,inhabitints,0.771,inhlabitants,0.785,inhabitarts,0.734,communities,0.514,jeople,0.51,inmates,0.473
55,withall,0.351,plundered,0.324,pieces,0.38,chiefest,0.368,tadel,0.397,burgeffes,0.417,hardfhips,0.424,traders,0.458,citizens,0.514,tillages,0.476,inhabitan,0.611,iinhabitants,0.77,inhabitanis,0.784,inhabl,0.733,inhabiting,0.511,spaniards,0.509,terrorised,0.473
56,campe,0.351,date,0.324,necessary,0.38,stants,0.367,citizens,0.397,overflown,0.417,provinces,0.423,diftrefles,0.457,commonalty,0.509,communes,0.474,abitants,0.607,inhabiunts,0.77,inhabltants,0.777,habitauts,0.732,poulation,0.51,inhabiting,0.509,peoole,0.473
57,city,0.351,citizens,0.322,oc,0.377,bur,0.367,dutchy,0.395,officers,0.417,ravaged,0.423,caribbs,0.456,traders,0.508,frecholders,0.473,ithabitants,0.604,residents,0.767,inhabitan,0.777,inhabitans,0.73,lages,0.51,evacuated,0.508,foreigners,0.472
58,times,0.35,cavaliers,0.32,ons,0.373,corporation,0.367,governour,0.395,magiflrates,0.416,giftrates,0.421,illand,0.456,habitant,0.505,peoplc,0.47,inhabitans,0.596,inliabi,0.766,irhabitants,0.773,iniabitants,0.73,fellowcitizens,0.508,worshippers,0.508,householders,0.471
59,old,0.349,exeter,0.318,liberty,0.373,luxemburgh,0.366,citv,0.395,calvinists,0.414,proteftants,0.421,landholders,0.456,diltria,0.504,adjacent,0.468,inhabitanlts,0.591,ilhabitants,0.764,inhabitanu,0.773,inhbitants,0.729,parishioners,0.508,excursionists,0.507,denselypopulated,0.471
60,whereof,0.347,efpecially,0.315,ob,0.37,souldiers,0.365,district,0.394,magifirates,0.414,ravages,0.42,parifhes,0.455,householders,0.498,volunteers,0.466,inhabitants—,0.582,iniabitants,0.763,residents,0.771,ilhabitants,0.728,municipality,0.508,catholics,0.505,frenchmen,0.47
61,vp,0.347,rebells,0.315,advantage,0.368,province,0.364,spaniards,0.393,neighbourhood,0.413,indians,0.419,canadians,0.455,landholders,0.497,poorof,0.465,bitant,0.576,inhebitants,0.763,inhabitanits,0.77,inhiabitants,0.727,peopie,0.507,tradespeople,0.504,devastated,0.469
62,amongft,0.347,fort,0.314,empire,0.366,aldermen,0.363,meurs,0.393,mountains,0.413,frontier,0.419,garrilbn,0.455,villages,0.493,zens,0.463,citizens,0.574,bitanta,0.763,bitauts,0.77,iinhabitants,0.725,inhabited,0.506,itants,0.504,authori,0.469
63,country,0.345,defend,0.311,troops,0.365,strangers,0.362,disarmed,0.393,bothnia,0.412,ifiand,0.419,ifiand,0.454,people,0.49,municipality,0.462,initabitants,0.573,inhabitanlts,0.761,inhabitans,0.769,resideuts,0.724,noncombatants,0.504,refugees,0.503,germans,0.468
64,faid,0.345,fignified,0.311,toward,0.364,corporations,0.361,garrison,0.392,rioters,0.411,mohawks,0.419,iflands,0.453,magiftrates,0.486,argovia,0.461,householders,0.568,tauts,0.761,iihabitants,0.766,babitants,0.724,invaders,0.504,ieople,0.503,garrisoning,0.468
65,rhe,0.342,oxford,0.311,air,0.363,moors,0.361,overflowed,0.392,garrisons,0.41,corficans,0.419,tradelmen,0.452,burghers,0.485,neighbouthood,0.46,inhal,0.564,inhabitanis,0.759,ishabitants,0.761,inhabitaints,0.722,moslems,0.503,denizens,0.502,norwegians,0.468
66,red,0.342,divers,0.309,clergy,0.363,privi,0.359,butions,0.392,manufacturers,0.41,cattle,0.419,magistrates,0.451,fettlers,0.484,tizens,0.456,inhabitantts,0.562,inhabitarts,0.749,tantsof,0.758,inhabitnts,0.722,jeople,0.503,poeple,0.502,inhospitable,0.467
67,befides,0.339,dif,0.308,veral,0.362,indians,0.359,portroyal,0.391,lages,0.41,defencelefs,0.418,frontier,0.451,fuburbs,0.481,freeholders,0.455,inthabitants,0.561,iuhabi,0.742,inhalitants,0.756,inihabitants,0.721,nopulation,0.503,environs,0.501,londoners,0.467
68,lands,0.338,souldiers,0.308,through,0.361,vernor,0.358,disadvantages,0.39,parithes,0.41,garrifion,0.418,depopulated,0.451,burgefles,0.477,peasantry,0.455,residents,0.557,ithabitants,0.735,inbabitanta,0.755,inhabitant,0.717,europeans,0.503,zens,0.501,britons,0.467
69,houfe,0.337,defence,0.307,appeared,0.36,mayor,0.357,peafants,0.39,glaris,0.409,neigh,0.418,burgefles,0.451,incorporations,0.474,peo,0.455,inhsabitants,0.551,inhabitantsi,0.732,inhalbitants,0.755,ishabitants,0.711,peasantry,0.501,countryfolk,0.5,peopie,0.466
70,themfelues,0.337,courage,0.306,deputies,0.36,capital,0.356,seaports,0.39,incursions,0.409,cherokees,0.417,manufaaurers,0.45,burgelles,0.472,popu,0.453,tauts,0.544,inhabiiants,0.732,inhabit,0.754,iihabitants,0.71,denizens,0.499,towndwellers,0.5,burgesses,0.465
71,feuerall,0.337,daily,0.305,principal,0.36,jects,0.354,subjects,0.39,electors,0.409,ventimiglia,0.416,jfland,0.45,refugees,0.469,parishioners,0.453,ratepayers,0.533,inhabit,0.731,tauts,0.749,inhabitants—,0.709,pecple,0.499,unfortified,0.499,evacuate,0.463
72,matters,0.336,churches,0.303,confiderable,0.359,garrison,0.353,russians,0.387,spaniards,0.409,inundations,0.414,ncighbouring,0.449,inhal,0.468,burgesses,0.452,townspeople,0.532,inhabiunu,0.73,inhabitaints,0.749,inhalbitants,0.708,lawabiding,0.498,neonle,0.499,neighbouring,0.462
73,werc,0.336,6f,0.301,condition,0.358,recorder,0.352,bouring,0.387,parilbes,0.408,europeans,0.414,parilhcs,0.449,negroes,0.467,burgeffes,0.452,freeholders,0.531,inhabitaints,0.73,townspeople,0.749,populations,0.704,koreans,0.498,bourhood,0.499,fisherfolk,0.462
74,other,0.335,london,0.3,perfons,0.357,magi,0.349,provisions,0.386,merchants,0.408,exceffes,0.413,environs,0.448,province,0.464,electors,0.452,inhtabitants,0.53,inhabitnts,0.729,inhabitarts,0.747,villages,0.695,■people,0.498,hinterland,0.498,streets,0.462
75,turkes,0.335,rich,0.3,guard,0.357,depu,0.349,consuls,0.386,magiftrares,0.408,malecontents,0.413,corficans,0.447,magiflrates,0.463,tovns,0.451,population,0.529,inhabl,0.726,inhbitants,0.746,inhabitanto,0.694,deople,0.498,burgesses,0.497,europeans,0.461
76,lo,0.333,certified,0.298,concerned,0.355,retiring,0.347,malecontents,0.386,massacred,0.407,soldiery,0.412,fortifications,0.446,diftrefted,0.462,neighbouihood,0.45,neigbourhood,0.52,tantsof,0.725,inbabitante,0.746,townsfolk,0.694,tillages,0.497,countryside,0.497,excursionists,0.46
77,armes,0.333,petition,0.298,gentlemen,0.355,consternation,0.347,village,0.385,imperialists,0.407,dependencies,0.412,garriion,0.445,inhabiting,0.462,landowners,0.45,landholders,0.52,iiihabitants,0.721,inhabitnts,0.745,population,0.688,pleasureseekers,0.497,•people,0.496,localities,0.459
78,taken,0.332,prifoners,0.298,themfelves,0.353,assistants,0.346,island,0.385,fortifications,0.406,spaniards,0.41,suburb,0.445,vicinities,0.461,populace,0.45,villages,0.519,inhablitants,0.721,ilhabitants,0.744,citizans,0.687,peodle,0.497,trippers,0.495,antifascists,0.458
79,tooke,0.331,fomc,0.297,their,0.353,governor,0.344,monasteries,0.385,desolation,0.406,traders,0.41,parifhioners,0.444,hufbandmen,0.46,woolgrowers,0.449,parishioners,0.518,inhabitanto,0.719,habitanta,0.737,inhbabitants,0.686,macedonians,0.497,peopio,0.494,rumanians,0.458
80,gouernour,0.326,parts,0.297,those,0.35,governour,0.343,ringleaders,0.385,ritory,0.405,magiflrates,0.41,suburbs,0.444,foldiery,0.459,fellowcitizens,0.449,burgesses,0.514,intabitants,0.717,inhabitanlts,0.734,inhaibitants,0.686,peoole,0.495,mascali,0.494,massacred,0.457
81,made,0.326,note,0.292,neighbours,0.348,commanders,0.343,castles,0.384,defenceless,0.405,poorer,0.41,artizans,0.444,diftrefled,0.457,unrepresented,0.448,ralepayers,0.505,inhabitantst,0.713,inhaitants,0.731,populationof,0.686,coreligionists,0.494,colonists,0.494,patriots,0.457
82,thcy,0.323,fich,0.292,proper,0.347,infest,0.343,durchy,0.384,ciries,0.404,fhocks,0.41,iflandi,0.443,populace,0.457,fuburbs,0.448,vicinity,0.505,inhalitants,0.706,inhabitant,0.73,inhabita,0.682,mussulmans,0.494,islanders,0.492,environs,0.457
83,got,0.323,north,0.291,denmark,0.346,ruined,0.343,bombardment,0.381,cossacks,0.404,pillaged,0.409,fuburb,0.442,population,0.456,eleaors,0.448,commonalty,0.504,inhabltants,0.705,hitants,0.729,habitant,0.681,soldiery,0.493,holidaymakers,0.491,locali,0.456
84,ces,0.322,except,0.29,took,0.346,fortifications,0.343,mountains,0.381,cafiles,0.403,neighbouring,0.409,negroes,0.442,emigrations,0.456,townspeople,0.447,citiaens,0.499,inhbabitants,0.705,inhaibitants,0.723,villagers,0.676,belgians,0.493,neighbourhood,0.49,holidaymakers,0.455
85,thereupon,0.319,along,0.289,aldermen,0.346,prisons,0.341,governor,0.381,giftrates,0.403,cities,0.408,spaniards,0.442,fugees,0.456,neighbour,0.446,neighbourhood,0.498,itihabitants,0.705,bitanta,0.722,reidents,0.675,itants,0.493,copulation,0.49,ratepayers,0.454
86,vpon,0.318,gentleman,0.288,laden,0.345,cittadel,0.341,fortifications,0.381,russians,0.403,clergy,0.406,dependencies,0.441,fubjecls,0.456,cities,0.446,suburbs,0.497,inhabita,0.703,inhebitants,0.722,dwellers,0.674,peasants,0.492,mohammedans,0.488,munities,0.454
87,ground,0.317,names,0.288,intelligence,0.345,ashes,0.341,communities,0.38,testants,0.403,fummond,0.405,parilhes,0.441,communities,0.456,eleors,0.445,frecholders,0.496,inhabitantsand,0.703,inhbabitants,0.716,inha,0.668,jews,0.492,armenians,0.488,peopled,0.454
88,caufed,0.317,raife,0.287,names,0.344,subjects,0.341,plundered,0.38,parishioners,0.402,approach,0.405,diftrit,0.441,magidrates,0.455,bourbood,0.445,electors,0.496,inhsabitants,0.7,iniabitants,0.709,reeidents,0.666,bnrghers,0.491,municipality,0.487,township,0.454
89,many,0.317,leaving,0.286,appearance,0.344,cities,0.34,freeholders,0.38,arabs,0.402,inhabit,0.405,parihes,0.44,bitant,0.454,cinity,0.441,citisens,0.493,inhabitaiits,0.699,citizens,0.706,citizens,0.665,bourhood,0.491,devastated,0.486,eople,0.453
90,found,0.317,fecurity,0.285,brandenburg,0.341,cornwall,0.34,sown,0.379,magifirares,0.402,peafants,0.405,iffand,0.44,magiltrates,0.453,clergy,0.441,payers,0.493,inhabitant,0.692,iahabi,0.706,inhabitantsi,0.664,worshippers,0.49,hostelries,0.484,ethiopians,0.452
91,particulars,0.317,witb,0.284,together,0.341,seamen,0.337,plunderd,0.378,fifhermen,0.401,clothiers,0.405,ftreets,0.439,proteltants,0.453,grandees,0.441,viciuity,0.491,inhatbitants,0.692,citiaens,0.703,reaidenta,0.661,citizcns,0.49,payers,0.483,voters,0.451
