,en_1700,en_1700_d,en_1720,en_1720_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
51,gazetteer,0.38,pomponius,0.403,disciple,0.434,logical,0.48,tacitus,0.502,namesake,0.693,legislator,0.696,annalists,0.707,notability,0.547,novelists,0.527,parliamentarian,0.5
52,terence,0.379,priest,0.403,classical,0.433,moralists,0.479,raynal,0.501,chroniclers,0.692,homeric,0.696,thinker,0.707,strategist,0.546,torians,0.527,contemporaries,0.499
53,performances,0.378,philosophers,0.402,connoisseur,0.433,politician,0.478,sopher,0.5,laureate,0.691,suetonius,0.696,reformer,0.707,history,0.545,chroniclers,0.526,critic,0.494
54,virgil,0.378,discernment,0.4,hiftory,0.432,writings,0.478,geologist,0.5,schlegel,0.69,landmark,0.696,strategist,0.706,mythology,0.544,writings,0.526,topographical,0.492
55,amusement,0.377,virgil,0.4,classicks,0.432,antiqua,0.477,legislator,0.499,genealogy,0.69,cmsar,0.696,expounder,0.704,orientalist,0.543,musician,0.526,philoso,0.492
56,occurrence,0.377,astrologer,0.4,orator,0.431,controversy,0.477,biographers,0.499,caricaturist,0.689,cresar,0.694,chroniclers,0.704,dramatists,0.542,folklore,0.525,relativity,0.492
57,atheist,0.376,poets,0.399,machiavel,0.43,genius,0.477,histoi,0.497,homeric,0.689,pamphleteer,0.694,statesman,0.703,reformer,0.542,historical,0.523,physicist,0.491
58,insipid,0.376,siculus,0.399,masterpiece,0.43,livy,0.477,hitory,0.496,orator,0.688,boethius,0.694,biograpby,0.703,ecclesiastic,0.542,genius,0.523,authors,0.49
59,nonsense,0.376,prediction,0.399,apostrophe,0.429,spectator,0.475,torical,0.496,fabulist,0.687,novelists,0.693,historin,0.702,sociologist,0.541,legendary,0.523,erudite,0.488
60,raillery,0.375,hillorians,0.399,writeri,0.429,ticism,0.474,historyand,0.494,romancer,0.687,apollonius,0.692,translator,0.701,historv,0.541,biologist,0.521,edited,0.487
61,nious,0.374,cambden,0.399,iistory,0.429,biblical,0.474,mathematician,0.494,romancists,0.686,disciple,0.692,philosopher,0.698,lucretius,0.54,contemporary,0.521,diplomat,0.487
62,imposture,0.373,livy,0.399,naturalift,0.428,demosthenes,0.474,biographical,0.494,suetonius,0.686,prophecy,0.69,jurist,0.698,tradition,0.539,orator,0.519,scholarly,0.486
63,newswriters,0.372,hiflorians,0.398,disinterestedness,0.427,poets,0.473,philosophic,0.494,bistorv,0.685,fabulist,0.69,oontemporary,0.698,poetlaureate,0.539,antiquity,0.519,guidebook,0.485
64,adversary,0.371,eufebius,0.398,tiquity,0.427,observes,0.473,illustrator,0.493,poets,0.685,achievement,0.69,topographer,0.697,economist,0.539,biographers,0.519,epitaph,0.485
65,transaction,0.37,histories,0.396,hiftoiy,0.427,josephus,0.472,niebuhr,0.492,diarist,0.683,student,0.689,ornithologist,0.696,theologians,0.537,naturalist,0.518,archivist,0.481
66,impostor,0.37,animadversions,0.396,produflions,0.424,mathematician,0.472,smollet,0.492,writer,0.682,literateur,0.689,lifework,0.696,logian,0.536,tertullian,0.517,rediscovered,0.48
67,observation,0.369,institution,0.396,writers,0.423,narrative,0.47,statesmen,0.491,cambrensis,0.682,iconoclast,0.689,journalist,0.696,geologist,0.536,archaeology,0.514,subtitle,0.48
68,nonjuror,0.369,reasoning,0.396,poetr,0.423,hisory,0.47,losopher,0.491,machiavel,0.682,chroniclers,0.689,egyptologist,0.695,strabo,0.535,pentateuch,0.514,archaeologists,0.479
69,incendiary,0.368,adept,0.395,biographers,0.423,criticisms,0.47,journalist,0.491,philanthropist,0.682,alcuin,0.689,hebraist,0.695,histories,0.534,erasmus,0.514,monktonian,0.479
70,challenge,0.368,herodotus,0.395,observer,0.422,disciple,0.469,histories,0.489,poem,0.682,torians,0.688,cartographer,0.695,critio,0.534,criminologist,0.512,inventor,0.477
71,heroes,0.368,demosthenes,0.393,quotes,0.422,hittory,0.469,tradition,0.489,nistory,0.681,martyr,0.688,histories,0.692,ologist,0.534,hegel,0.512,cricketer,0.476
72,apparition,0.367,deserves,0.393,descendant,0.421,observer,0.469,machiavel,0.488,romancist,0.681,satirist,0.687,hymnwriter,0.692,criminologist,0.533,actor,0.51,historical,0.476
73,controversy,0.366,inspired,0.393,statesmen,0.419,essayists,0.469,narrator,0.487,alcuin,0.68,etymologist,0.687,epochmaking,0.691,schopenhauer,0.533,legend,0.509,reminiscences,0.475
74,praise,0.366,masterly,0.393,biogra,0.419,preface,0.468,writer,0.487,reviewers,0.68,patriot,0.686,chessplayer,0.691,humanist,0.532,rabelais,0.508,agriculturist,0.475
75,republican,0.365,hijlory,0.393,histori,0.419,parnassus,0.468,linguist,0.487,petrarch,0.68,orientalist,0.686,antiquity,0.691,educationalist,0.53,genealogy,0.507,linguist,0.475
76,abel,0.365,transtation,0.392,hypothesis,0.418,rhapsody,0.468,antiquarian,0.487,illustrator,0.68,tatesman,0.685,contemporaries,0.69,matician,0.53,archeology,0.505,expounded,0.475
77,readers,0.365,hiftorians,0.392,manuscripts,0.418,nuscript,0.467,epic,0.486,statistician,0.678,publicist,0.685,astronomer,0.69,biography,0.527,philosophers,0.505,nansen,0.475
78,lucubrations,0.363,instance,0.391,histo,0.418,desprit,0.466,writer—,0.486,gildas,0.678,macchiavelli,0.683,froudo,0.69,patriot,0.527,authoress,0.504,preface,0.475
79,quotations,0.363,”,0.391,hisiory,0.417,sophocles,0.466,contemporary,0.485,compiler,0.678,geographer,0.683,progenitor,0.689,writings,0.526,parliamentarian,0.503,rothenstein,0.474
80,plutarch,0.362,rians,0.391,narratives,0.417,memoir,0.466,imagines,0.484,thinker,0.677,statesman—,0.681,schopenhauer,0.689,physicist,0.526,lecky,0.502,philosophers,0.473
81,story,0.362,sense,0.39,antiquary,0.416,listory,0.465,hislory,0.484,immortalised,0.676,metaphysician,0.681,autobio,0.689,eucken,0.525,erudite,0.501,publicists,0.473
82,graph,0.362,praise,0.389,iiftory,0.415,classic,0.465,hisiory,0.483,torical,0.676,spectator,0.68,akhb,0.689,authoress,0.524,laureate,0.5,personalities,0.471
83,assertions,0.361,regum,0.389,unpublished,0.415,fditor,0.465,froissart,0.483,historic,0.675,biographers,0.678,theologian,0.689,pamphleteer,0.524,prosody,0.5,contempor,0.471
84,scriblers,0.361,ecclesi,0.388,classics,0.415,tradition,0.465,antiquities,0.483,genius—,0.675,csesar,0.678,thucydides,0.689,compiler,0.523,ornithologist,0.498,entomologist,0.471
85,authorities,0.36,thorities,0.388,pericles,0.414,traditions,0.464,grammarian,0.483,historv,0.674,michelet,0.678,hißtory,0.688,nalist,0.523,industrialist,0.497,academician,0.471
86,examiners,0.36,conquest,0.388,logician,0.413,journalists,0.464,histoty,0.482,anecdote,0.674,dunciad,0.678,niebuhr,0.688,arminius,0.523,philo,0.497,agnostic,0.47
87,moderns,0.36,stract,0.387,critics,0.413,blackstone,0.464,commentators,0.482,biographies,0.673,thinker,0.678,apothegm,0.688,evolutionist,0.523,idealist,0.497,notabilities,0.469
88,socrates,0.359,apostate,0.387,atalantis,0.413,tician,0.463,divines,0.482,logician,0.673,archeologist,0.678,novelists,0.687,expositor,0.523,divines,0.496,annals,0.468
89,falsly,0.359,hifforians,0.387,histor,0.413,socrates,0.463,sculptor,0.482,annotator,0.672,casar,0.678,politician,0.687,chroniclers,0.522,contemporaries,0.495,ventor,0.467
90,character,0.358,socrates,0.386,ostentation,0.412,composers,0.463,tiquities,0.481,geologist,0.672,prototype,0.677,commentators,0.686,archaeology,0.522,history,0.493,founder,0.466
91,jest,0.357,illustrate,0.386,hiflories,0.412,history—,0.462,entomologist,0.48,historiographer,0.672,reformer,0.675,leopardi,0.686,shakspere,0.521,topography,0.493,frontispiece,0.465
92,phrase,0.357,quintus,0.386,muse,0.412,dramatists,0.462,playwright,0.479,history—,0.671,hadrian,0.674,veracious,0.686,stateman,0.521,illustrator,0.493,lawyer,0.465
93,epistle,0.357,suetonius,0.385,memoirs,0.411,kditor,0.462,portrays,0.479,goethe,0.67,romancer,0.674,writer,0.686,historical,0.521,machiavelli,0.491,epitaphs,0.465
94,invidious,0.357,juvenal,0.385,systemof,0.411,artist,0.46,publicist,0.479,dramatist,0.67,sophocles,0.673,sopher,0.685,lawyer,0.52,virgil,0.491,professor,0.464
95,veracity,0.356,kettlewell,0.385,astronomer,0.41,hiitory,0.46,classic,0.478,beranger,0.67,courtier,0.673,uovelist,0.685,histori,0.519,boece,0.491,newspaperman,0.464
96,quoted,0.355,hstory,0.384,hiitory,0.41,herodotus,0.46,dramatist,0.478,legend,0.669,cxsar,0.672,etymologist,0.685,nietzsche,0.519,benefactor,0.491,laureate,0.464
97,dissenter,0.355,camden,0.384,allusions,0.41,literature,0.458,hesiod,0.478,histery,0.669,arminius,0.672,lifestory,0.684,controversialist,0.518,worthies,0.49,maurois,0.463
98,orators,0.353,bridgment,0.384,voltaire,0.41,translation,0.458,dramatists,0.477,genius,0.669,gavarni,0.672,matician,0.683,diarist,0.518,alienist,0.49,einstein,0.463
99,assumed,0.353,eachard,0.383,tasso,0.41,editor,0.458,philosophers,0.477,geometrician,0.668,niebuhr,0.672,arthurian,0.683,biologist,0.517,heretic,0.489,cliftonian,0.463
