,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
64,poffeflion,0.426,provinces,0.481,dependencies,0.498,sumatra,0.481,principality,0.547,helvetia,0.566,caucasus,0.532,lombardy,0.706,fronier,0.755,wadai,0.722,invasion,0.563,protectorates,0.513,greece,0.505
65,volhinia,0.424,juliets,0.481,incurfion,0.498,acquifition,0.481,romagna,0.546,saxony,0.566,archipelago,0.532,fronitier,0.705,dominious,0.755,khanate,0.722,czecho,0.563,spartacists,0.513,bessarabia,0.505
66,mecklemberg,0.424,luxem,0.48,rcpublick,0.498,holltein,0.48,fovcreignty,0.545,servia,0.564,venloo,0.531,momund,0.704,rontier,0.754,zultikar,0.721,subjugated,0.562,ruthenian,0.513,albania,0.503
67,franche,0.423,transilvania,0.479,rroops,0.497,philippine,0.48,republie,0.544,saltzburgh,0.563,bessarabia,0.53,wallaohia,0.704,karennee,0.753,alichur,0.721,adrianopie,0.56,abvssinians,0.512,outposts,0.502
68,novi,0.422,citadel,0.478,milanefe,0.497,settlements,0.479,sovereignty,0.544,indemnifications,0.561,natolia,0.529,doninions,0.703,tectorate,0.752,boussa,0.719,aggression,0.56,demilitarisation,0.512,naissances,0.5
69,moldavia,0.421,tinate,0.477,aultrian,0.496,terior,0.478,walachia,0.544,tufcany,0.557,bastan,0.528,amoor,0.702,annexations,0.752,shignan,0.719,ritories,0.56,troops,0.512,balkans,0.5
70,incursion,0.421,adige,0.476,placentia,0.495,emnpire,0.478,gallicia,0.543,reignty,0.557,trcops,0.528,prineipalities,0.702,domiuions,0.752,harrar,0.718,austriahungary,0.559,resht,0.51,abyssinia,0.5
71,bosnia,0.42,budziack,0.476,auftrian,0.494,peninfula,0.478,fovercignty,0.543,guzerat,0.556,rumelia,0.528,bessarabia,0.701,badakshan,0.752,tchad,0.718,bessarabia,0.558,transcaucasia,0.51,continent,0.5
72,franconia,0.419,fiefs,0.476,winterquarters,0.494,illand,0.478,sendomir,0.543,confederation,0.556,domninions,0.527,balkh,0.7,provinces,0.751,seistan,0.718,republic,0.557,vasion,0.509,somaliland,0.5
73,caftel,0.419,garifon,0.475,maeftricht,0.493,minions,0.477,repiblic,0.542,netherlands,0.556,servia,0.526,lomnbardy,0.7,janina,0.75,sultanate,0.717,monaetir,0.556,ajdir,0.509,battlefront,0.499
74,cantoned,0.419,principality,0.474,allies,0.492,coafts,0.477,tyrolefe,0.541,ofitaly,0.556,army,0.525,irontier,0.699,khanates,0.75,battambang,0.716,conquests,0.556,sinians,0.508,patrols,0.498
75,garda,0.418,carelia,0.474,konigfgratz,0.492,prerogatives,0.477,therhine,0.541,empirc,0.556,isthmus,0.525,trontier,0.699,isonzo,0.75,hinterland,0.715,czechoslovaks,0.556,dependency,0.508,dutchgerman,0.498
76,narva,0.418,baku,0.474,palatinate,0.492,troops,0.476,doninions,0.541,duchies,0.555,maestricht,0.523,wallachia,0.699,bulgaria,0.749,darwaz,0.714,kiaochow,0.554,comitadjis,0.507,slavia,0.498
77,brescia,0.417,tyroleze,0.474,fortreffes,0.491,acquilition,0.476,repubtic,0.541,vistula,0.554,cracow,0.523,kafraria,0.699,theesaly,0.749,bahrelghazel,0.713,vaders,0.554,pirmasens,0.506,iegean,0.498
78,abruzzo,0.417,parmesan,0.473,maefe,0.49,treatv,0.475,fortreffes,0.539,lugano,0.553,invading,0.523,jurjura,0.698,invasion,0.748,irontier,0.712,wallachia,0.554,jubaland,0.506,mainland,0.497
79,trentin,0.417,livonia,0.472,lroops,0.49,pruifia,0.474,bofnia,0.539,bayreuth,0.552,conquests,0.522,syria,0.697,rouniania,0.748,archipelago,0.712,monarchy,0.553,minorities,0.506,mozambique,0.497
80,empire,0.417,dutchics,0.472,cantoned,0.49,extention,0.474,provincei,0.538,ceded,0.551,troope,0.522,provinee,0.696,yenetia,0.747,tanganyika,0.711,frontie,0.553,ogaden,0.505,zones,0.497
81,garrifond,0.416,goito,0.472,villages,0.489,cellion,0.473,repubic,0.538,passau,0.551,seaboard,0.522,prutli,0.696,attreck,0.747,senegambia,0.71,kavalla,0.552,diredawa,0.505,—germany,0.497
82,mecklen,0.415,courland,0.472,franconia,0.489,garrifons,0.473,piovince,0.537,lauenburgh,0.551,tribes,0.521,suzerainty,0.696,venotia,0.747,sokoto,0.709,delimiting,0.551,coastline,0.505,manchukuo,0.497
83,pillagd,0.415,hamadan,0.471,auxiliaries,0.489,boundaries,0.472,repubiic,0.537,rhine,0.55,adrianople,0.52,moldavia,0.695,seaboard,0.747,darfur,0.708,figuig,0.551,danakil,0.504,albanian,0.495
84,bergues,0.414,inroad,0.471,barrier,0.488,acquifi,0.472,repuhlic,0.537,troops,0.55,armny,0.518,einpire,0.695,sleavig,0.747,iroutier,0.707,suvalki,0.551,colonies,0.503,peninsula,0.495
85,ausburg,0.413,fronticrs,0.47,nieuport,0.488,corfica,0.471,therepublic,0.537,salzburg,0.549,tamega,0.517,caspian,0.695,semiindependent,0.746,kafiristan,0.706,republics,0.55,regions,0.503,pelago,0.494
86,transilvania,0.413,bulgaria,0.47,stiria,0.488,wallachia,0.471,cleves,0.536,valais,0.548,kurnoul,0.517,moldo,0.694,confederacy,0.746,invading,0.706,czechoslovakia,0.55,anatolia,0.503,peloponnesus,0.494
87,ancona,0.413,governorgeneral,0.469,pyrna,0.488,treaty,0.471,republicand,0.536,indemnities,0.548,capitulations,0.517,invaders,0.694,reconquer,0.745,mongsin,0.705,austrohungary,0.55,tribes,0.502,coasts,0.494
88,doria,0.413,coflacks,0.468,ofnabrug,0.487,conquelt,0.47,auffrian,0.535,allies,0.548,khiva,0.516,wallacliia,0.693,suzerainty,0.745,frontierline,0.705,adrianople,0.549,gondar,0.502,allies,0.494
89,gelderland,0.413,trentin,0.467,fiefs,0.486,diftricts,0.47,valteline,0.535,republics,0.548,pruth,0.515,kuban,0.693,terriory,0.742,venezuelans,0.704,azerbaijan,0.549,ruhrort,0.501,germanitalian,0.493
90,deuxponts,0.412,pomerania,0.467,republicks,0.486,viftula,0.47,aurrian,0.534,aimies,0.547,catalonia,0.515,emnpire,0.693,jutland,0.742,annexing,0.704,egean,0.548,jarama,0.501,japaneseoccupied,0.493
91,kehl,0.411,trentine,0.467,liege,0.486,stipulation,0.469,principalities,0.534,trality,0.546,cabul,0.514,ormuz,0.693,fronitier,0.742,peneios,0.704,transyl,0.547,reconquest,0.5,isthmus,0.492
92,winterquarters,0.411,transylvania,0.466,bochetta,0.486,uncultivated,0.468,eletorate,0.534,carniola,0.546,troolps,0.514,turkistan,0.692,sovereignty,0.742,kunar,0.704,regions,0.547,sanjak,0.5,neutrality,0.491
93,provinces,0.41,republick,0.466,aufirian,0.485,electorate,0.468,palatinates,0.533,neutrality,0.546,gallicia,0.512,tribes,0.691,dobrudsha,0.741,yunnan,0.704,ruseia,0.547,kiangsi,0.5,incursions,0.491
94,mecklenbourg,0.41,orbitello,0.464,league,0.485,fubfidies,0.468,theempire,0.533,minions,0.545,dependencies,0.512,oregon,0.691,fronticr,0.741,thesealy,0.703,benadir,0.546,seaboards,0.499,germanheld,0.491
95,lucern,0.41,modeneze,0.464,ventimiglia,0.485,incurfions,0.467,armies,0.533,baden,0.545,afghan,0.511,texa,0.691,legations,0.741,frontiei,0.703,autonomy,0.546,inviolability,0.499,protectorate,0.491
96,principalities,0.407,barrier,0.464,aufrian,0.484,coafls,0.467,auttrian,0.532,ligurian,0.545,archipe,0.511,mosquitia,0.691,afghanistan,0.741,territorie,0.703,thracian,0.545,unmapped,0.498,reconnaissances,0.49
97,merania,0.406,derbenr,0.462,rbine,0.484,iffand,0.467,itepublic,0.532,brixen,0.544,cauca,0.511,priucipalities,0.691,dobrudcha,0.74,paropamisus,0.701,invading,0.545,francospanish,0.498,baijan,0.489
98,montferrat,0.405,domains,0.462,citadel,0.483,pruflia,0.467,carniola,0.532,torate,0.544,confedera,0.51,persia,0.69,thessaly,0.74,ubanghi,0.7,incursion,0.545,fengtien,0.497,metemma,0.488
99,morava,0.405,silefia,0.46,sluys,0.482,evacuate,0.466,dominion,0.532,adige,0.543,empire,0.509,karrak,0.69,dependency,0.74,saraks,0.698,dobrudja,0.544,antarctica,0.497,canese,0.488
