,en_1660,en_1660_d,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
57,passed,0.414,wednesday,0.308,lecters,0.372,50th,0.401,parrt,0.382,jart,0.399,patt,0.525,nast,0.434,balfpast,0.476,durins,0.63,pxst,0.706,aduring,0.7,duririg,0.467,previous,0.444,eventful,0.381
58,continued,0.414,monday,0.306,paf,0.372,31st,0.398,pai,0.379,partl,0.396,seveo,0.523,prist,0.432,hallfpast,0.475,weather—for,0.628,dluring,0.706,pnast,0.7,durinjr,0.466,ago—and,0.443,raged,0.38
59,received,0.414,palled,0.306,jjth,0.37,19th,0.398,aimwell,0.379,parrof,0.396,sixto,0.522,halfpait,0.431,hill—at,0.474,pmast,0.626,tduring,0.705,pasbt,0.699,duriog,0.466,preced,0.442,continuously,0.38
60,lent,0.413,22d,0.305,august,0.368,occasion,0.396,lavinia,0.376,intha,0.387,halfpalt,0.522,hnlf,0.431,lfpast,0.474,mpast,0.625,dhring,0.705,auring,0.699,enduing,0.464,dur,0.441,languished,0.38
61,sum,0.413,september,0.305,of,0.368,vessel,0.394,cliv,0.375,bubos,0.386,pall,0.519,plst,0.431,halftpast,0.473,duripg,0.624,dnuring,0.705,pastsix,0.698,auring,0.464,dufing,0.441,although,0.38
62,monday,0.412,19th,0.305,since,0.367,success,0.392,elvira,0.375,paift,0.386,begip,0.517,seven—,0.428,hilfpast,0.473,durinc,0.622,luring,0.705,duringthat,0.697,durinsr,0.462,iuring,0.438,duiing,0.38
63,account,0.412,highwaymen,0.303,month,0.367,provision,0.391,altamont,0.374,pati,0.377,pft,0.517,begn,0.427,lalfpast,0.472,durmg,0.621,dauring,0.704,eduring,0.697,dur,0.462,la6t,0.438,achievements,0.38
64,13,0.411,oftober,0.302,2yth,0.367,perusing,0.391,fainall,0.374,treehold,0.376,begiti,0.517,isdoors,0.423,halfpan,0.471,durinp,0.618,durinug,0.704,pasit,0.697,durinj,0.461,years—it,0.437,—during,0.379
65,hamburg,0.408,november,0.301,import,0.365,©f,0.39,sciolto,0.374,palt,0.375,pali,0.516,halfpail,0.421,pastl,0.471,epast,0.618,durhig,0.703,durisg,0.697,years—hear,0.46,durinc,0.437,grimmest,0.379
66,friday,0.408,dresden,0.3,etters,0.364,christmasday,0.389,pats,0.373,prtof,0.375,opeised,0.515,minntes,0.421,baitpast,0.471,puast,0.618,forthelast,0.703,cduring,0.697,pnst,0.46,duridg,0.436,recalling,0.376
67,21,0.406,august,0.299,2jth,0.363,ontuesday,0.389,irishman,0.372,pai,0.375,paff,0.515,begil,0.418,halfpiast,0.471,pastl,0.618,liuring,0.703,uuring,0.696,years—it,0.459,ended,0.435,inactivity,0.376
68,11,0.406,sunday,0.299,assaults,0.363,staid,0.389,mr5,0.372,parlt,0.373,beghi,0.514,elapsed,0.414,halfpast,0.47,durinj,0.617,thelast,0.703,durhig,0.695,paot,0.458,encouragements,0.435,memberships,0.376
69,nine,0.405,14th,0.298,lass,0.363,zist,0.388,foppington,0.371,padt,0.37,opetted,0.514,hallf,0.414,halfpact,0.469,durfng,0.616,durinp,0.702,durinrg,0.695,forseveral,0.456,•luring,0.434,saverne,0.376
70,worth,0.404,that,0.298,stantinople,0.363,reason,0.387,mrryan,0.37,patl,0.369,paa,0.513,successive,0.412,llalfpast,0.468,durino,0.613,duridg,0.701,3past,0.695,duiing,0.455,duriig,0.434,multiplied,0.375
71,died,0.404,voted,0.297,advice,0.362,moscow,0.387,lappet,0.37,resa,0.367,rpened,0.513,patt,0.409,ilalfpast,0.467,duriii,0.611,ptast,0.701,paist,0.694,■during,0.455,durinpr,0.433,uninterruptedly,0.375
72,seen,0.403,lintz,0.296,constantinople,0.362,elapsed,0.386,unmaskd,0.367,piat,0.365,pest,0.512,hsalf,0.408,halipast,0.467,paot,0.611,durinn,0.701,eluring,0.694,ended,0.455,uuring,0.433,had,0.375
73,evening,0.402,aug,0.296,j2th,0.361,besiegers,0.385,parrs,0.366,paitl,0.359,piecisely,0.511,hslf,0.408,hailfpast,0.467,past—,0.61,dutring,0.7,durihg,0.693,lialfyear,0.452,peiiod,0.432,gressed,0.373
74,20,0.401,jth,0.295,vittoria,0.36,suffered,0.385,larts,0.366,pirf,0.357,pa4,0.51,precisely,0.407,halfpaist,0.466,duting,0.61,daringthe,0.7,dauring,0.692,tluring,0.451,dunng,0.432,measureless,0.373
75,23,0.399,harwich,0.295,notwithstanding,0.359,prisoner,0.385,mrsvincent,0.365,rcmainder,0.356,halfpail,0.508,half,0.407,prst,0.466,dunng,0.61,durink,0.7,duriur,0.692,duriny,0.451,duripg,0.431,have,0.373
76,instant,0.398,15th,0.294,there,0.358,alonths,0.385,lothario,0.364,pah,0.354,paht,0.508,halfprice,0.407,halfnast,0.466,dnriog,0.607,duringl,0.699,luring,0.692,jiast,0.451,ensuin,0.431,meanwhile,0.372
77,10,0.398,february,0.293,jsth,0.358,paf,0.385,indiana,0.363,pprt,0.354,pafll,0.507,halfp,0.406,wood—at,0.464,duriog,0.607,panst,0.699,tiuring,0.692,ago—was,0.45,months—and,0.43,campaigns,0.372
78,yesterday,0.396,th,0.293,15th,0.357,‘,0.384,thse,0.359,frrehold,0.353,ltalf,0.506,yearspast,0.405,ferryarrives,0.464,panst,0.606,dulring,0.699,duriun,0.691,years—and,0.45,troublous,0.428,existed,0.371
79,almost,0.394,5th,0.292,octob,0.356,transacted,0.384,rhodope,0.359,pa4,0.352,psft,0.506,haltf,0.404,arnves,0.463,dtring,0.606,duaing,0.698,duringthepast,0.691,dvring,0.449,decade,0.428,worst,0.37
80,cologne,0.392,dantzick,0.292,these,0.355,wednesday,0.383,townly,0.358,parini,0.351,paat,0.504,precisel,0.404,halfpat,0.463,ppast,0.606,durinig,0.698,duringtbe,0.69,durirg,0.449,jast,0.428,istence,0.369
81,twenty,0.391,sterday,0.291,estremadura,0.355,indisposed,0.383,falftaff,0.358,carriagefree,0.35,peast,0.501,pallt,0.404,—halfpast,0.463,durinsr,0.606,durinrg,0.697,durin2,0.69,dairing,0.448,thelast,0.427,fighting,0.369
82,7,0.389,stormy,0.29,iyth,0.355,th®,0.382,iarts,0.357,paitt,0.35,psst,0.501,lapse,0.404,hairpast,0.462,iduring,0.606,durjng,0.695,diuring,0.689,ago—and,0.448,ihiring,0.426,already,0.368
83,usual,0.388,left,0.29,getters,0.355,■were,0.382,woffincton,0.355,copyliold,0.348,preciscly,0.499,oast,0.401,halfpaet,0.46,dmring,0.605,duriag,0.694,durinz,0.688,durng,0.447,dtiring,0.426,intermittently,0.368
84,seized,0.387,tempestuous,0.29,transports,0.354,brussels,0.382,phillida,0.355,whtole,0.347,opetied,0.499,pust,0.399,quarterbefore,0.46,ptst,0.605,doring,0.694,duringr,0.688,eneuing,0.447,past—the,0.423,critical,0.368
85,germany,0.387,rated,0.289,febr,0.354,gust,0.382,monimia,0.355,puat,0.346,halfpaft,0.499,haif,0.398,iialfpast,0.46,duringi,0.604,duaring,0.694,duoing,0.686,durinz,0.444,years—but,0.422,seme,0.368
86,town,0.384,space,0.288,intermission,0.352,constan,0.382,dunstall,0.354,paits,0.345,plst,0.498,ocluek,0.397,lhalfpast,0.459,durim,0.603,andduring,0.693,prast,0.686,hajfyear,0.444,aunng,0.422,fiercest,0.367
87,sons,0.382,falmouth,0.287,victoria,0.352,some,0.381,performcd,0.354,pift,0.345,openet,0.498,fialf,0.397,halfafter,0.458,durinir,0.601,dunring,0.693,durimg,0.686,jpast,0.442,duriiig,0.421,strenuous,0.367
88,here,0.381,deserters,0.287,i6rh,0.351,same,0.381,ptt,0.354,trwn,0.345,athalf,0.498,preciscly,0.397,hallpast,0.458,durinjr,0.601,rpast,0.693,balfcentury,0.685,—daring,0.442,lajst,0.421,ahead,0.367
89,5,0.38,ghent,0.287,the,0.348,paji,0.38,peachum,0.353,partil,0.344,fivej,0.497,ialf,0.397,italfpast,0.458,eduring,0.599,3during,0.693,duringthelast,0.684,duriug,0.442,ago—when,0.421,withstood,0.367
90,election,0.38,rested,0.285,lasted,0.348,istand,0.38,pacts,0.35,else,0.344,psat,0.496,hajf,0.397,everymorning,0.457,aunng,0.598,pist,0.693,duriisg,0.683,la6t,0.442,ago—he,0.42,within,0.366
91,ward,0.379,10th,0.284,receivm,0.347,persons,0.38,piat,0.35,paa,0.343,furture,0.495,pait,0.397,halfpost,0.457,tduring,0.598,duirng,0.693,fduring,0.682,ensiling,0.441,durirg,0.42,these,0.366
92,per,0.379,leghorne,0.284,purpose,0.347,tuesday,0.38,clarinda,0.349,pail,0.343,begiri,0.494,sevel,0.396,vclock,0.457,dqring,0.598,duringr,0.692,durinr,0.682,£578000,0.441,vioua,0.419,history,0.365
93,from,0.378,jamaica,0.284,suntavern,0.346,beside,0.379,prts,0.349,leire,0.342,seveu,0.494,ago—,0.396,halfoast,0.456,paset,0.598,luriug,0.692,paast,0.682,ending,0.44,jiast,0.418,succeeding,0.365
94,six,0.378,december,0.283,farthest,0.346,constantinople,0.379,mrsclive,0.348,conliling,0.341,seveit,0.494,peast,0.394,apast,0.456,durinn,0.596,pasbt,0.69,4uring,0.681,£595000,0.439,strides,0.417,mortaring,0.364
95,whitehall,0.377,cadi,0.283,write,0.346,bristol,0.379,pyrrhus,0.347,pailt,0.341,halfpafl,0.494,lasted,0.392,mlornings,0.456,durirg,0.596,duming,0.69,uduring,0.681,ensaing,0.439,durihg,0.415,auring,0.363
96,extraordinary,0.373,nth,0.283,jyth,0.345,dresden,0.379,lurewell,0.346,ireehold,0.341,halfpall,0.494,siuce,0.391,passt,0.456,pasi,0.596,thejast,0.69,durirn,0.679,years—but,0.439,jieriod,0.415,deteriorated,0.363
97,14,0.373,thence,0.283,decamped,0.345,11st,0.378,jart,0.346,purchafemoney,0.34,openat,0.494,lalf,0.391,lialfpast,0.455,crops—during,0.595,diuring,0.69,durieg,0.678,la3t,0.439,courseof,0.415,captivity,0.362
98,been,0.372,dalmatia,0.282,having,0.345,slept,0.377,shylock,0.346,pst,0.34,pad,0.494,pall,0.391,pastand,0.454,paast,0.595,pastthree,0.688,yearsthey,0.678,duridg,0.438,elapsed,0.414,successive,0.361
99,forty,0.372,septemb,0.282,iast,0.345,said,0.377,carriagefree,0.345,thoroughfares,0.34,panf,0.493,ihalf,0.39,halfipast,0.453,duritg,0.594,dmring,0.688,pxast,0.678,durjng,0.438,ago—ib3i,0.413,turningpoint,0.361
