,en_1720,en_1720_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
49,consistency,0.345,fyftems,0.463,metaphyfical,0.469,creative,0.497,morals,0.517,acquirements,0.719,selfcontrol,0.758,selfdiscipline,0.751,histrionic,0.609,imagination,0.608,irresponsibility,0.547
50,system,0.345,amulement,0.462,thehuman,0.468,instinctive,0.496,intellects,0.517,soclal,0.715,humanising,0.758,inventiveness,0.75,acquisitive,0.608,instinctive,0.608,ethical,0.547
51,consistently,0.345,dilates,0.462,inventive,0.468,faculties,0.495,advancement,0.513,perfectibility,0.713,intellects,0.757,selfknowledge,0.749,intellects,0.608,sensitiveness,0.607,scholarly,0.546
52,sylem,0.345,refults,0.462,faculties,0.467,enjoyments,0.494,mural,0.513,rational,0.712,inteuect,0.756,geniu3,0.748,pedagogic,0.605,secular,0.607,lucidity,0.546
53,substances,0.344,difpenfations,0.461,undemanding,0.466,exalts,0.494,development,0.513,selfeducation,0.712,greatness,0.755,usefulness,0.748,willpower,0.604,temperament,0.607,morality,0.545
54,speculative,0.343,inftruftion,0.46,modulation,0.466,unenlightened,0.494,metaphysical,0.511,soeial,0.712,inborn,0.755,selfadvancement,0.747,religion,0.604,degrades,0.605,mindedness,0.544
55,fellowcreatures,0.343,captivate,0.46,mindand,0.465,edification,0.494,industrial,0.511,nobling,0.712,stinctive,0.755,strenuousness,0.746,instincts,0.602,selfeducation,0.605,originality,0.544
56,fitness,0.343,comprehenfion,0.46,worldly,0.464,literature,0.494,sensual,0.51,morul,0.712,philosophic,0.754,manysided,0.746,impulses,0.602,political,0.605,stature,0.543
57,systems,0.343,genius,0.46,ofhuman,0.464,mind,0.494,wealth,0.509,aocial,0.712,intelect,0.753,discernment,0.745,personality,0.601,asceticism,0.605,sense,0.542
58,uprightness,0.342,tranfitory,0.459,facultics,0.463,exalting,0.493,enjoyments,0.507,reflective,0.711,exalting,0.753,selfsacrifice,0.745,subjective,0.6,saintliness,0.605,enlightened,0.542
59,oeconomy,0.342,amule,0.459,fublunary,0.463,imagination,0.492,morality,0.507,nobler,0.711,perceptions,0.753,intellectually,0.744,inspiration,0.598,acquisitiveness,0.604,virility,0.542
60,darkness,0.342,conficious,0.459,fenlibility,0.463,nioral,0.49,scieuce,0.506,attainments,0.71,mcral,0.753,selfabnegation,0.742,greatness,0.598,esthetic,0.604,intelligentsia,0.541
61,sensible,0.342,geniufes,0.459,refinements,0.463,philo,0.489,exalted,0.506,faculties,0.71,humanizing,0.753,comprehensiveness,0.742,imagination,0.598,uplifting,0.604,atheism,0.541
62,analysis,0.342,delicacies,0.458,fcicnce,0.463,perceptions,0.489,energies,0.505,selfcultivation,0.708,cultured,0.752,spiritnal,0.742,transcendental,0.597,athleticism,0.604,rectitude,0.541
63,siders,0.342,fentiment,0.458,noblenefs,0.463,happiness,0.489,oratorical,0.503,inteuect,0.707,piety,0.752,selfconfidence,0.742,aptitudes,0.595,conception,0.603,typify,0.54
64,industry,0.341,pofiefs,0.458,noblell,0.462,metaphysics,0.488,political,0.501,hightoned,0.706,soeial,0.752,genins,0.742,oonoeption,0.595,interpretative,0.603,civilising,0.54
65,wheatenbread,0.341,refine,0.458,attractions,0.462,philosophy,0.488,contemplative,0.5,nmoral,0.706,physique,0.751,transcendant,0.741,thinker,0.595,dialectics,0.603,creative,0.54
66,clearness,0.339,adepts,0.457,spheres,0.461,understandings,0.487,artistical,0.5,aptness,0.703,imoral,0.751,aptitudes,0.741,physioal,0.595,inherent,0.603,uprightness,0.538
67,nomy,0.339,fpheres,0.457,wealth,0.461,piety,0.486,morai,0.498,socisl,0.703,mnoral,0.751,wealth,0.74,emotional,0.593,intuition,0.602,atheistic,0.537
68,affections,0.339,oratorical,0.456,iknowledge,0.46,religion,0.486,profundity,0.498,muoral,0.702,unselfishness,0.751,perfectibility,0.74,acumen,0.592,receptivity,0.601,democracy,0.536
69,impulse,0.338,focial,0.456,human,0.46,energies,0.484,philoso,0.497,aptitudes,0.701,muoral,0.75,perceptive,0.74,intuitive,0.592,profounder,0.601,idealistic,0.536
70,fulness,0.338,vifdom,0.456,charms,0.46,perfections,0.484,themind,0.496,physical,0.701,instinct,0.75,selfrepression,0.74,educative,0.591,awareness,0.601,racial,0.535
71,hydrostaticks,0.338,enthu,0.456,refinement,0.46,human,0.484,genins,0.495,development,0.701,eocial,0.749,congeniality,0.739,physical,0.591,stincts,0.6,selflessness,0.535
72,existence,0.338,palfion,0.456,rational,0.459,fcience,0.484,perceptive,0.495,instincts,0.7,profundity,0.748,perceptions,0.737,emotionalism,0.591,enlightenment,0.599,diversity,0.534
73,occonomy,0.337,adorable,0.455,angularity,0.459,disquisitions,0.483,mloral,0.494,sical,0.7,brainpower,0.748,selfrespect,0.737,irreligious,0.591,patriotism,0.599,statesmanship,0.534
74,reasoning,0.337,pafflons,0.454,rationality,0.458,passions,0.483,taleuts,0.494,philosophic,0.7,esthetic,0.748,transcendent,0.736,interpretative,0.59,subjective,0.598,heredity,0.534
75,natuie,0.336,noblelt,0.454,fphere,0.457,noblest,0.483,geuius,0.493,eocial,0.7,instinctive,0.748,highlydeveloped,0.736,inventive,0.59,introspective,0.598,individualism,0.534
76,sensual,0.336,confanguinity,0.454,attraffive,0.457,ennoble,0.483,nobleness,0.493,knowledgeand,0.699,instinot,0.747,greatness,0.736,manysidedness,0.59,humanitarianism,0.597,sensibility,0.533
77,human,0.336,happinefs,0.453,purfuits,0.457,contemplative,0.482,piety,0.491,socal,0.699,selfrespect,0.747,selfsuppression,0.735,evolutionist,0.59,perverted,0.597,eloquence,0.533
78,principles,0.336,philofophic,0.453,lofophy,0.456,poetic,0.482,ofscience,0.491,intellects,0.699,moraland,0.747,nobler,0.735,literary,0.59,educative,0.597,imaginative,0.533
79,morality,0.335,attract,0.453,fubtile,0.456,versatility,0.482,faculities,0.491,scholarly,0.698,instincts,0.746,retentiveness,0.735,uncritical,0.589,selfdiscipline,0.596,philosophy,0.533
80,thinking,0.335,celebrity,0.452,eloquence,0.456,ethical,0.48,accomplishments,0.49,perceptive,0.698,selfadvancement,0.746,innate,0.735,subtlety,0.589,uncritical,0.596,frailty,0.533
81,sense,0.335,inftruion,0.452,captivates,0.456,social,0.48,scienee,0.49,selfculture,0.698,attainments,0.746,highmindedness,0.735,virile,0.588,democracy,0.595,inarticulate,0.532
82,cudworths,0.335,senfibility,0.451,metaphysical,0.456,conceptions,0.479,acquirement,0.489,civilization,0.697,progressiveness,0.745,lectually,0.735,mentality,0.588,selfinterest,0.594,snobbery,0.532
83,taciturnity,0.334,paffions,0.451,fplcndor,0.456,humian,0.478,conceptions,0.486,selfdiscipline,0.696,nioral,0.745,spirtual,0.734,evolutionary,0.588,egoism,0.594,inventive,0.532
84,understandings,0.333,fyfiem,0.45,rhetorick,0.455,gentleness,0.478,philo,0.485,exaltation,0.696,philanthropy,0.745,selfdevelopment,0.734,devoutness,0.587,humanitv,0.592,emotionalism,0.531
85,diffuses,0.333,eloquence,0.45,ethics,0.455,mioral,0.478,chastened,0.485,geniu,0.695,educative,0.744,practicality,0.733,religious,0.587,selfishness,0.592,transcends,0.53
86,virtues,0.332,fpontaneous,0.45,knowledge,0.454,expand,0.477,gifted,0.484,greatness,0.694,socisl,0.744,athleticism,0.733,unselfishness,0.587,psychological,0.591,humanitarian,0.53
87,discerning,0.331,solidity,0.45,imagina,0.454,losophy,0.476,acuteness,0.484,hterature,0.694,intellectually,0.744,refinement,0.733,sensual,0.587,acquisitive,0.591,synthesis,0.53
88,machiavel,0.331,delights,0.449,fruition,0.454,chastened,0.475,undeveloped,0.484,scholarlike,0.694,aesthetical,0.743,inborn,0.733,selfcontrol,0.587,sexual,0.591,antichristian,0.529
89,fections,0.331,underflanding,0.449,reflection,0.454,poesy,0.475,mnental,0.484,innate,0.693,selfcommand,0.743,earnestuess,0.732,cultured,0.586,sense,0.591,selfdiscipline,0.528
90,expressive,0.331,cadence,0.449,paffions,0.454,boundless,0.475,facul,0.484,inventive,0.692,selfdenial,0.743,imitativeness,0.732,intellectu,0.585,bookish,0.591,irreconcilable,0.528
91,focial,0.33,enlighten,0.449,brightens,0.453,ousness,0.475,histrionic,0.483,mloral,0.692,niceness,0.743,selfhelping,0.732,broadmindedness,0.585,aesthetics,0.59,affinities,0.528
92,diffusive,0.33,ripening,0.448,accomplishments,0.453,natuial,0.474,nobler,0.482,erudition,0.692,acuteness,0.742,universality,0.731,humanistic,0.585,selfcentred,0.588,spiritual,0.528
93,humin,0.33,obfcured,0.448,expanded,0.453,manhood,0.474,talenta,0.482,utilitarian,0.691,oratorical,0.742,acuteness,0.731,egoistic,0.585,snobbery,0.588,insight,0.527
94,lusts,0.33,fenfibility,0.447,diftinctions,0.453,huiman,0.473,generalization,0.482,enjoyments,0.691,ntellectual,0.741,epiritual,0.731,instinctive,0.584,metaphysical,0.588,spiritually,0.526
95,honesty,0.33,difcernment,0.447,cenius,0.452,gratifications,0.472,develop,0.482,learniug,0.691,nmoral,0.741,idealism,0.731,introspective,0.584,evolutionary,0.588,indolence,0.526
96,deity,0.33,refledt,0.447,lofophical,0.452,fallibility,0.472,enlightened,0.482,mioral,0.69,social,0.741,altruism,0.73,tolerance,0.584,manliness,0.587,proletarian,0.526
97,universe,0.329,blends,0.447,workings,0.451,charms,0.472,greatness,0.482,exalting,0.69,refinements,0.741,enlightment,0.73,humanism,0.583,ligion,0.586,godfearing,0.526
98,casuist,0.329,conftituent,0.447,expanfion,0.451,hunian,0.471,imagination,0.481,selfimprove,0.69,imaginative,0.741,selfimprovement,0.729,reasoning,0.583,worldly,0.586,virtuosity,0.526
99,courage,0.329,ideas,0.446,electricity,0.451,sublimity,0.471,capabilities,0.48,educationand,0.69,elevating,0.741,apiritual,0.728,godlike,0.582,reality,0.586,poverty,0.526
