,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
63,expositions,0.301,ftates,0.323,purely,0.38,nattre,0.38,embodying,0.408,jointstock,0.385,chial,0.584,ltcal,0.731,loeai,0.751,locel,0.521,lical,0.451,representative—,0.357
64,discuss,0.301,impediments,0.323,formable,0.38,ternporary,0.38,subdivisions,0.407,ticdoloureux,0.385,metropo,0.582,loral,0.728,bocal,0.751,tiocal,0.519,—local,0.446,agents—j,0.356
65,trearife,0.3,difcafes,0.323,compaints,0.38,confederations,0.379,regiment,0.405,controol,0.385,loial,0.581,lomal,0.727,lomal,0.75,locad,0.518,westcountry,0.445,museumst,0.354
66,docrine,0.299,fubjet,0.323,confonant,0.38,efientially,0.378,militiaman,0.403,parliamentarv,0.384,paro,0.581,iiocal,0.725,locial,0.749,lxal,0.516,authorties,0.439,write—local,0.354
67,mecha,0.299,inculcated,0.322,problematical,0.38,advanitages,0.378,enrolled,0.4,pecuniary,0.384,locad,0.58,loca1,0.725,ltcal,0.749,ioca,0.513,authorites,0.437,localised,0.353
68,romanists,0.297,quillity,0.322,corporeal,0.379,conformation,0.377,olunteers,0.398,locality,0.384,iional,0.58,leeal,0.72,lrcal,0.748,joeal,0.508,municipali,0.436,superannua,0.352
69,venerel,0.297,exemption,0.322,appellations,0.378,modifica,0.377,legiment,0.398,utilitv,0.383,hocal,0.58,locatl,0.72,rlocal,0.748,loeil,0.507,ioral,0.434,district,0.352
70,treatire,0.297,abfurd,0.322,jurifdidtion,0.378,insular,0.377,fupplementary,0.397,archidiaconal,0.383,tocal,0.574,locml,0.713,•local,0.744,ltcal,0.502,locally,0.433,disrict,0.352
71,probation,0.296,incon,0.322,inconfiltent,0.377,disadvan,0.377,disembodying,0.395,magistracy,0.383,manicipal,0.573,ioeal,0.711,locatl,0.742,ocai,0.502,authoiities,0.429,reputable,0.348
72,thelaw,0.295,conceiving,0.322,imprudent,0.377,commiercial,0.377,mitia,0.394,existirg,0.382,leeal,0.572,rlocal,0.705,loesl,0.739,loonl,0.501,authoritie,0.429,sations,0.348
73,infinity,0.295,eafes,0.321,circumrtances,0.377,whimfical,0.376,milit,0.392,national,0.381,dinate,0.571,laical,0.704,locail,0.738,loosl,0.499,authonty,0.429,superannu,0.347
74,physicks,0.294,utility,0.32,conllitutional,0.376,intcrests,0.376,enlist,0.391,paro,0.38,constitational,0.57,localt,0.703,loqal,0.736,loal,0.492,locau,0.427,county,0.346
75,hydrostaticks,0.294,predominant,0.32,imperfections,0.376,teniporary,0.375,tocal,0.389,secular,0.38,iscal,0.57,iocai,0.702,loial,0.735,jocai,0.487,loci,0.426,ernment,0.346
76,confidered,0.294,mations,0.32,affecled,0.376,purely,0.375,reginent,0.387,suppressed,0.379,noncorporate,0.568,lpcal,0.702,looaj,0.734,authorities,0.484,organisations,0.422,eritish,0.345
77,concretions,0.294,productive,0.32,incompatible,0.376,religious,0.375,noncommiflioned,0.387,dinate,0.379,tary,0.568,iccal,0.7,loenl,0.734,locl,0.483,ageata,0.42,circularised,0.344
78,qucftion,0.293,prevalence,0.32,arile,0.375,perfonal,0.374,advantages,0.387,cxisting,0.379,munioipal,0.567,locasl,0.695,iiocal,0.734,loenl,0.477,looil,0.418,decentralisation,0.344
79,rcmedies,0.293,premature,0.32,ofperfons,0.375,cifential,0.374,exemptions,0.386,mittees,0.379,eonstitutional,0.567,locid,0.695,elocal,0.732,looel,0.473,tovernment,0.417,provincial,0.344
80,natue,0.292,fecrets,0.319,fubverfive,0.375,analagous,0.373,claro,0.386,agrieultural,0.379,municipal,0.566,locala,0.693,ldcal,0.732,themilitary,0.467,kcal,0.417,towns,0.343
81,fumptions,0.292,fimilar,0.319,infeparable,0.375,militaty,0.373,district,0.385,forniation,0.379,departmental,0.566,leocal,0.692,iooal,0.73,lncal,0.466,hubcombe,0.415,municipalities,0.343
82,thevenereal,0.291,fufpedted,0.318,inftitutions,0.374,circumfiances,0.373,balloted,0.385,objccts,0.378,constitutional,0.565,lobal,0.692,iocai,0.728,ocaj,0.466,auth,0.414,provin,0.343
83,naturt,0.291,excluded,0.318,ideas,0.374,affecl,0.372,enlistment,0.384,siastical,0.377,ional,0.565,loual,0.691,thelooal,0.727,locax,0.463,joca,0.412,looa,0.342
84,revealed,0.291,fubjedl,0.318,fluenced,0.373,militarv,0.372,associations,0.383,connccted,0.377,tional,0.565,locoal,0.69,locall,0.727,executive,0.462,nontrading,0.411,society—apply,0.342
85,prattical,0.291,whethcr,0.318,confiderd,0.373,circumfitances,0.371,counities,0.381,ioca,0.377,rlocal,0.564,board,0.69,locvl,0.725,tooal,0.461,veto,0.41,tative,0.34
86,morion,0.291,communities,0.318,circumllances,0.373,knowlege,0.371,olunteer,0.38,scies,0.377,parlianien,0.564,xocal,0.689,tocal,0.725,loual,0.46,associations,0.406,govern,0.339
87,treati,0.29,fciences,0.318,arifes,0.373,parative,0.37,augmenting,0.38,muuicipal,0.376,affeeting,0.559,locdl,0.689,locad,0.725,authority,0.459,locu,0.405,existing,0.339
88,veneteal,0.29,perverfe,0.318,weakens,0.373,extentof,0.37,regiments,0.38,enlargements,0.376,lomal,0.559,tocal,0.688,lcoal,0.722,lwal,0.459,authority,0.403,36619,0.339
89,kind,0.29,advantages,0.318,individu,0.372,temnporary,0.37,talion,0.379,coniroul,0.375,constitutlonal,0.559,loqal,0.686,lxcal,0.719,authorities—the,0.459,orities,0.402,governmen,0.339
90,concerning,0.29,acquiring,0.318,idea,0.372,unconnected,0.37,tokens,0.378,sectional,0.375,provincial,0.558,1local,0.682,governmentboard,0.719,committees,0.457,tradespeople,0.4,reorganisation,0.338
91,preliminaries,0.289,effential,0.318,redrcfs,0.371,overbalance,0.37,fencible,0.378,paiochial,0.375,administratioi,0.557,elocal,0.681,ljoal,0.718,locial,0.453,looa,0.397,haltemprice,0.338
92,worla,0.289,aggravation,0.317,wcaknefs,0.371,speculative,0.37,risbridge,0.377,controul,0.375,censtitutional,0.556,boardsof,0.679,loocal,0.715,autho,0.452,lxans,0.394,regularised,0.338
93,pendix,0.289,underftood,0.317,compatible,0.371,mnerely,0.37,ounties,0.376,sources,0.374,tutional,0.555,eoard,0.679,lxal,0.713,regional,0.451,locj,0.394,vincial,0.338
94,bellinian,0.289,malignity,0.317,monarchical,0.371,ituations,0.369,advanitages,0.376,interestsand,0.374,sanatary,0.555,lrcal,0.678,loc3l,0.711,district,0.45,precepting,0.393,corporations,0.335
95,particulai,0.288,founded,0.317,felfilh,0.37,requires,0.369,milia,0.376,possesing,0.374,deraugement,0.554,locab,0.677,locsi,0.711,tribunals,0.446,maiuly,0.392,britih,0.335
96,appearances,0.287,negleded,0.317,confequently,0.37,parochial,0.368,difembodied,0.375,pendiary,0.374,sanitory,0.553,leical,0.677,ltocal,0.709,locaii,0.445,societies,0.392,representative,0.334
97,divi,0.287,complicated,0.316,circuin,0.37,affeing,0.368,supplemen,0.374,pracical,0.373,institutional,0.553,loal,0.675,locml,0.707,supervisory,0.445,ijoans,0.391,petent,0.334
98,hypothesis,0.286,difieafe,0.316,implies,0.37,intcrells,0.367,lieutenancy,0.374,concernment,0.373,associations,0.552,poorla,0.675,ioeal,0.706,authority—a,0.443,authoiity,0.39,homebuying,0.334
99,disquisition,0.286,argues,0.316,fuggelted,0.37,profeffional,0.367,gulars,0.374,judicature,0.373,syphil,0.551,lowal,0.674,eoard,0.704,leeal,0.443,eleemosynary,0.39,rationalising,0.333
