,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
24,gärning,0.669,rikedom,0.604,wälgerningar,0.551,rättskänsla,0.503,vältänkande,0.496,jemnlikheten,0.49,okristen,0.5,amerikanisera,0.495
25,rättsint,0.669,tankesätt,0.603,undersätares,0.55,mildring,0.5,råttigheter,0.495,embetsman,0.488,broderfolk,0.5,medborgarskap,0.494
26,kännare,0.668,undersätares,0.603,känstor,0.55,menniskokärlek,0.5,samhällighet,0.494,oförytterlig,0.488,undersåte,0.496,vältänkande,0.494
27,undersåtare,0.667,fölgd,0.602,ämbetsman,0.55,upprigtig,0.5,tankefrihet,0.491,rättänkandes,0.487,folk,0.496,tuktig,0.493
28,redlig,0.666,nedrig,0.601,sedlighet,0.55,sträfwa,0.499,älskadt,0.491,publicist,0.484,traktatsenliga,0.493,arbetssamme,0.493
29,christen,0.666,kunstaper,0.601,hugna,0.549,upmuntra,0.499,förkastelse,0.491,välsinnad,0.484,elsassarne,0.491,landtdagsman,0.492
30,förskaffa,0.665,gärning,0.6,ädelmod,0.549,wälgerningar,0.498,undersätare,0.491,wilseförda,0.484,unionsvän,0.491,frisinnad,0.489
31,wäre,0.665,romare,0.599,slägte,0.548,männi,0.498,välsinnad,0.49,fosterlandsälskande,0.483,partihänsyn,0.491,andeligen,0.488
32,förman,0.665,christeliga,0.598,menighet,0.548,utwidgande,0.498,bandlat,0.49,domarekår,0.482,hjerlan,0.49,karaktärsfast,0.487
33,inbyggare,0.664,uplifwa,0.598,inplanta,0.548,oädel,0.497,oförtröttad,0.49,jemnlike,0.482,skattdragare,0.489,dfet,0.487
34,patriot,0.662,uplysta,0.597,magter,0.547,frisinnad,0.497,folk,0.49,sjelfbestämningsrätt,0.481,konfession,0.486,hjälpreda,0.485
35,lärdom,0.662,täflan,0.597,medlem,0.547,vehikel,0.495,tigheter,0.489,rättskaffens,0.481,andeligen,0.485,christeligt,0.485
36,uplyst,0.662,välgörande,0.596,behjerta,0.546,förströelse,0.495,likta,0.489,hedradt,0.481,moderloge,0.485,medborg,0.483
37,flit,0.66,warelser,0.595,förswarare,0.546,undersäter,0.494,förkämpe,0.489,ordningsälskande,0.481,undersåt,0.483,samvetsöm,0.483
38,tjänstehjon,0.66,aktning,0.595,högaktning,0.546,medborgerlig,0.494,nitälska,0.488,christne,0.479,högkyrkan,0.482,högkyrkan,0.481
39,åstadkomma,0.659,lätom,0.594,verksam,0.546,förhatlig,0.494,nationalkarakter,0.488,antirepublikansk,0.477,rösträttslös,0.482,människa,0.48
40,bota,0.658,förfader,0.593,uplifwa,0.545,samverkan,0.494,lojal,0.488,vällärd,0.477,schartauansk,0.48,okränkbar,0.48
41,redelig,0.658,patriot,0.592,folkflag,0.545,åtlöje,0.493,yttranderätt,0.487,konfession,0.476,rättänkandes,0.48,skattdragare,0.48
42,efterdöme,0.658,ädelmod,0.592,förnedra,0.544,wälfärd,0.493,folklynne,0.487,pligttrogen,0.476,familjfar,0.48,embetspligter,0.479
43,sörja,0.657,oreda,0.591,upmuntra,0.544,välgång,0.493,sympalhier,0.487,menniskovän,0.476,folkrepresentant,0.479,moderloge,0.479
44,osanning,0.657,allman,0.591,lärjunge,0.543,bewisade,0.493,lifsprincip,0.487,tidningsredaktör,0.476,medborgarinna,0.477,wälsrejdad,0.479
45,åtminstone,0.656,inplanta,0.591,redeliga,0.543,belåtenhet,0.493,syftemäl,0.487,frejdadt,0.475,värnande,0.477,höfves,0.478
46,manga,0.656,bispringa,0.59,erkännande,0.542,bevekelsegrund,0.492,upphofvet,0.485,lefnadsmål,0.475,bundsförvandters,0.476,kunskapssökande,0.478
47,föröka,0.656,krigsman,0.59,religiös,0.542,betryckt,0.492,företrädesrättighet,0.485,samvetsöm,0.475,förekasta,0.475,elsassarne,0.478
48,förfader,0.656,förtroende,0.59,förräderi,0.542,uplifwa,0.492,fosterlandsvän,0.485,folk,0.474,framätstridandets,0.475,viljekraftig,0.478
49,förhoppning,0.656,arbetsamhet,0.59,konungahus,0.541,gudsfruktan,0.492,oförfärad,0.484,oförvitlig,0.474,konge,0.475,tjenstemannaklassen,0.477
50,synd,0.654,fördom,0.588,täflan,0.541,båtnad,0.492,flärdfri,0.484,muselman,0.473,rätttänkande,0.475,rättänkande,0.476
51,lidande,0.653,mänsklighet,0.588,bödel,0.54,fortsatt,0.492,stånds,0.484,styfsinthet,0.473,fanatici,0.475,bildningsståndpunkt,0.476
52,lydnad,0.653,slägte,0.587,undersäte,0.54,behjerta,0.492,faktion,0.484,rökoffer,0.473,wälsrejdad,0.475,lekmanna,0.475
53,utkomst,0.653,hugna,0.587,sjelswe,0.54,tillknyta,0.491,tillbakawisa,0.483,pligttrogna,0.473,friboren,0.474,väljare,0.475
54,ypperst,0.653,osi,0.586,uppoffra,0.54,undersätares,0.49,kommittent,0.483,härförare,0.472,samvetsöm,0.474,undersåte,0.474
55,furste,0.652,samfund,0.586,omtanka,0.54,sonlig,0.49,undersätares,0.483,landtmannapartister,0.472,företrädesrättighet,0.474,tramtid,0.474
56,christelig,0.652,lärare,0.586,gifwaren,0.54,lagstiftare,0.49,christeligt,0.483,sjelsständig,0.472,bestatta,0.474,lagskipare,0.473
57,lärare,0.652,stridig,0.586,förhallande,0.539,upoffra,0.49,tilgifwenhet,0.483,karaktersfasthet,0.471,hällsklass,0.472,religionslärare,0.472
58,elak,0.652,beständ,0.585,fölgd,0.539,skräck,0.49,folkfrihet,0.482,embelsmän,0.471,embetsmäns,0.472,embetsmannaklassen,0.472
59,förbättra,0.651,förnämlig,0.584,älderdom,0.539,beswarades,0.49,samhällsklass,0.482,satiriker,0.47,jemnlikheten,0.472,förljenta,0.472
60,moral,0.65,hiertan,0.584,undersåte,0.539,undersäte,0.489,förtjänst,0.482,gudsdyrkan,0.47,skribler,0.472,diskussionsklubb,0.472
61,utsprida,0.65,förnuftig,0.583,beundran,0.538,kräfwer,0.489,okränkt,0.482,mensklighet,0.47,lagskipare,0.472,sanningsälskande,0.472
62,förbinda,0.65,väcka,0.582,wishet,0.537,mensklighet,0.488,lagbunden,0.482,organisatör,0.47,sjelfbestämmelserätt,0.472,hällsklass,0.471
63,anwända,0.649,wälgäng,0.582,gudomlig,0.537,högaktning,0.487,gudsfruktan,0.482,muhamedanerne,0.47,domrarne,0.471,broderfolk,0.471
64,ädelmod,0.648,förföljelse,0.582,erkänfla,0.536,framlocka,0.487,ädelsinnad,0.481,framtidsmål,0.47,sekterist,0.471,trädgårdsman,0.471
65,lida,0.648,samtid,0.581,skick,0.536,uppväxa,0.487,legitimitet,0.481,familjefar,0.47,samvetstvång,0.47,akademici,0.47
66,wärdet,0.648,magter,0.581,wälfärd,0.535,auctorer,0.487,jemlik,0.481,christeligt,0.47,landtdagsman,0.47,sjelfskrifvet,0.47
67,yppighet,0.648,benägenhet,0.581,billighet,0.535,lidelse,0.487,werldslig,0.481,undersätar,0.469,politikus,0.47,konfession,0.47
68,kraftig,0.647,almant,0.581,tänkesätt,0.535,konungahus,0.486,lifwas,0.48,sympalhier,0.469,embetspligter,0.47,embetsmäns,0.47
69,fägnad,0.647,syfta,0.581,ridderstapet,0.534,välmenande,0.486,vederfares,0.48,undersåt,0.469,demokrati,0.469,medborgarnes,0.47
70,gemensam,0.647,tänkande,0.58,enig,0.534,beroende,0.486,enskiltes,0.48,majlagarne,0.469,christeligt,0.469,jemnlikheten,0.47
71,bemödande,0.647,upmuntran,0.58,uppriktighet,0.533,folkflag,0.486,familjfader,0.48,presien,0.469,fritänkande,0.468,unionsvän,0.47
72,drift,0.647,wälmening,0.58,förseelse,0.532,elektor,0.485,laglydnad,0.48,wälbergade,0.467,konfessionslös,0.467,fritänkande,0.469
73,gagnelig,0.646,stiftare,0.58,undersåtare,0.532,skriftställare,0.485,menniskovän,0.48,undervisningsfrihet,0.466,rättänkande,0.467,arbetsgifvares,0.469
74,hjelp,0.646,kränka,0.579,utweckla,0.532,uppsåt,0.485,upprigtig,0.479,fritänkeri,0.466,menniskorätt,0.467,samvetstvång,0.468
75,förleda,0.646,umgänge,0.579,utwägar,0.531,upwäcka,0.484,försvarare,0.479,nationaläran,0.466,rättslös,0.467,bondeklass,0.468
76,exempel,0.646,föremal,0.579,gärning,0.531,föresyn,0.484,fosterländsta,0.479,lifsfrägor,0.465,lifssak,0.467,anständighetskänsla,0.468
77,borgerlig,0.645,förtjänst,0.578,trolös,0.531,sörswara,0.484,frammana,0.479,subjekt,0.465,vapenför,0.466,blåbandister,0.468
78,sällsam,0.645,lärdom,0.578,upmuntran,0.53,inflytelserik,0.484,mägtige,0.479,vapenför,0.465,embetsmannaklassen,0.466,välfrejdad,0.468
79,mistning,0.644,bitterhet,0.578,mennistors,0.53,omtankan,0.484,samhällslif,0.479,stollärarne,0.465,anständighetskänsla,0.466,bygnadsverksamhet,0.467
80,inbördes,0.644,inrotad,0.578,oegennyttig,0.53,skandal,0.484,wäsen,0.479,embetsmann,0.464,tjenstemannaklassen,0.466,invandrare,0.467
81,bedragare,0.644,religion,0.578,samwete,0.529,betrygga,0.484,fosterlandskänsla,0.478,företrädesrättighet,0.463,honam,0.466,frihetssinne,0.467
82,tyngd,0.644,wäre,0.578,tilgifwenhet,0.529,edia,0.484,statsklokhet,0.478,polilist,0.463,rättflaffens,0.465,småborgare,0.466
83,olaglig,0.644,ömsint,0.577,männistjor,0.529,lifwas,0.484,oförställd,0.478,vältänkande,0.463,kroppsarbetarne,0.465,medborgarinna,0.466
84,tjenare,0.643,sjelfständighet,0.576,myndighet,0.529,associera,0.483,folkombud,0.478,aktning,0.463,christne,0.465,rätttänkande,0.466
85,förbindelse,0.643,ägna,0.576,deff,0.529,tilgifwenhet,0.483,undersåtare,0.478,nationerne,0.463,tuktig,0.465,språkman,0.465
86,mätto,0.643,medbroder,0.576,ädelmodig,0.529,folkbildning,0.483,fördragsamhet,0.478,medborgarrätt,0.463,lisssräga,0.464,framätstridandets,0.465
87,botemedel,0.642,sparsam,0.574,klädnad,0.529,låghet,0.483,insigtsfull,0.478,erkånsla,0.462,försvarsbörda,0.464,vidtberest,0.465
88,gagna,0.642,undergång,0.574,egennytta,0.528,timlig,0.483,hängifvenhet,0.477,samhälle,0.462,medborgarerätt,0.464,kroppsarbetarne,0.465
89,öka,0.641,stickelighet,0.573,förpligta,0.528,olycksbådande,0.482,usurpera,0.477,soldat,0.462,fackföreningsmedlem,0.464,domrarne,0.464
90,förmögen,0.641,patriotism,0.573,trygghet,0.528,förespråkare,0.482,agtning,0.477,misskänd,0.462,rigtigare,0.463,fanatici,0.464
91,männistor,0.641,hjertan,0.573,christeliga,0.527,hindu,0.482,mensklighet,0.477,andeligen,0.461,oantastlig,0.463,valkorporation,0.464
92,otidig,0.64,försyn,0.573,rättskaffens,0.527,perser,0.481,representerande,0.477,domrarne,0.461,bildningsståndpunkt,0.463,rättrådig,0.464
93,frälsa,0.64,gudsfruktan,0.572,upwäcka,0.527,konungamakt,0.481,brödrakärlek,0.476,yrkesman,0.461,frihetssinne,0.462,nationerne,0.464
94,tulle,0.639,wänstap,0.572,rättwis,0.527,kortsynt,0.481,efterwerlden,0.476,inedlem,0.461,medbo,0.462,gudsförnekare,0.464
95,grunda,0.639,öfwerflöd,0.572,uplysa,0.527,rekrytera,0.481,samhällsförbättring,0.476,embelsmännen,0.461,valkorporation,0.462,nationalkyrka,0.463
96,härröra,0.639,dcras,0.571,träldom,0.527,efterföljd,0.481,medborgarne,0.475,fabriksnäring,0.461,vällärd,0.461,handelskåren,0.463
97,wandel,0.638,utbredande,0.571,tankesätt,0.526,rådgifvande,0.48,mägtiga,0.475,hushållare,0.461,öfwertygclse,0.461,wälfrejdad,0.463
98,taxa,0.638,ospard,0.571,lätom,0.526,hjeltemodig,0.48,ömsesidighet,0.475,presbyterian,0.461,blåbandister,0.461,förekasta,0.463
99,gagn,0.638,bibringa,0.571,wärdiga,0.526,männistjor,0.48,interesset,0.475,besynnerligen,0.461,gudsförnekare,0.461,absolutist,0.463
