,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
66,speja,0.703,vigtigasle,0.648,decentralisation,0.607,socialism,0.566,enkammarsystem,0.565
67,oförfärad,0.703,bålverk,0.647,frigörelse,0.606,enkammarsystem,0.565,styrelseform,0.565
68,skakning,0.703,subordination,0.647,demagogi,0.606,styrelseform,0.565,mellanstaterna,0.565
69,suveränitet,0.703,krigsparti,0.647,terrorism,0.604,mellanstaterna,0.565,bondevän,0.565
70,temligt,0.703,katholikerne,0.646,häfdvunnet,0.604,bondevän,0.565,broderfolk,0.565
71,ledsamhet,0.703,skipa,0.646,gyckelspel,0.604,broderfolk,0.565,napoleonsta,0.565
72,toide,0.703,ståndsprincipen,0.646,anhang,0.604,napoleonsta,0.565,militärpartiet,0.565
73,liek,0.702,afväpning,0.645,hierarki,0.603,militärpartiet,0.565,unionsfiendtliga,0.565
74,vallag,0.702,medborgarne,0.645,fältrop,0.603,ultramontanernas,0.565,ultramontanernas,0.565
75,sammantränga,0.702,konstitutionel,0.645,samhälls,0.603,reformparti,0.564,socialisterne,0.564
76,prägtig,0.702,prestvälde,0.644,realunion,0.603,socialisterne,0.564,partiförhållanden,0.564
77,betänksam,0.702,broderlighet,0.644,folkvilja,0.602,partiförhållanden,0.564,demo,0.564
78,ideell,0.702,öfverflygla,0.644,mägtigare,0.602,demo,0.564,ungrarnes,0.564
79,vestern,0.702,fåvitsk,0.644,förbrödra,0.601,ungrarnes,0.564,nationallynne,0.564
80,pånyttfödelse,0.701,enstämmighet,0.644,dynastisk,0.601,nationallynne,0.564,socialism,0.563
81,kontinent,0.701,abstraktion,0.643,fyrdelning,0.601,agrarierna,0.563,agrarierna,0.563
82,vågskål,0.701,folkopinion,0.643,underlägsenhet,0.599,demokratisk,0.563,bundsförvandterna,0.563
83,sväfvande,0.701,eventuel,0.643,feodal,0.599,verldsfredens,0.563,högerparti,0.563
84,afbrutet,0.701,undergräfva,0.643,krigslystnad,0.599,bundsförvandterna,0.563,socialisternes,0.562
85,ändarne,0.701,regeringssätt,0.643,barbarism,0.598,samhällsordning,0.562,autokratisk,0.562
86,inveckla,0.7,prerogativ,0.643,koryfeer,0.598,socialisternes,0.562,samhällsordning,0.562
87,association,0.7,fraktion,0.643,stabilitet,0.598,politikerne,0.562,politikerne,0.562
88,nationalitet,0.7,framst,0.643,samhällsskick,0.598,statsinrättning,0.562,statsinrättning,0.562
89,svalg,0.699,kosmopolitisk,0.642,materialism,0.598,statsenhet,0.561,statsenhet,0.561
90,berra,0.699,tyrannisk,0.642,nationalhat,0.598,obskurantism,0.561,obskurantism,0.561
91,dväljas,0.699,grundvilkor,0.642,ruttenhet,0.597,konungsk,0.561,konungsk,0.561
92,betydelsefull,0.698,familje,0.642,otjenst,0.597,folksuveränitet,0.561,ultrakonservativ,0.56
93,stationär,0.698,representativ,0.642,doktrinär,0.597,ultrakonservativ,0.56,antidynastiska,0.56
94,bundsförvandter,0.698,hjernspöke,0.642,författningspartiet,0.597,antidynastiska,0.56,nationalkaraktär,0.56
95,skimmer,0.698,rättsgrund,0.641,broderskap,0.597,politik,0.56,demokratist,0.559
96,intervenera,0.698,conservative,0.641,folksuveränitet,0.596,demokratist,0.559,medkämpe,0.559
97,organisering,0.698,samvetsfrihet,0.641,sjelfständighetskänsla,0.596,medkämpe,0.559,lassalle,0.559
98,sedvana,0.698,mysticism,0.64,romanisk,0.596,lassalle,0.559,repu,0.559
99,social,0.698,inkräktning,0.64,legitimitet,0.595,demokrat,0.559,religionshat,0.559
