,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
41,inkräkta,0.736,uppvexande,0.632,slägtes,0.536,nedärfda,0.528,kulturarbete,0.558
42,moralitet,0.735,sträfvat,0.631,daning,0.536,litteratur,0.527,petrificera,0.556
43,jemnlikhet,0.735,förbrödra,0.63,häfstänger,0.535,alkemi,0.526,världshandel,0.556
44,fosterlandskärlek,0.734,civilisation,0.63,trädgårdsodling,0.534,numismatik,0.526,folkfamilj,0.555
45,storartad,0.734,humanistisk,0.63,uppblomstring,0.534,nationalanda,0.526,alkemi,0.555
46,invertes,0.734,samhällslif,0.63,materiela,0.533,utweckliug,0.525,almänhet,0.554
47,religiositet,0.733,organism,0.63,specialstudium,0.533,hufvudgren,0.525,wetenskaper,0.553
48,konungamakt,0.732,ckonomista,0.63,arkeologi,0.533,romarnes,0.525,romandiktning,0.552
49,näringsflit,0.732,uplysningen,0.629,jernindustri,0.532,språkvetenskap,0.524,hufvudgren,0.552
50,redighet,0.732,frihandel,0.629,slöjdskicklighet,0.532,människoslägtets,0.524,menniskosnillet,0.551
51,begränsning,0.731,erfarenhetsrön,0.629,naturenlig,0.531,fornkunskap,0.523,byggder,0.551
52,tankans,0.731,framåtskridande,0.629,nutida,0.531,växtform,0.523,historieskrifning,0.549
53,industriell,0.731,utbredning,0.628,diktkonst,0.531,uttveckling,0.523,utvecklingsskede,0.548
54,förmur,0.73,ideel,0.628,almänhet,0.531,sagotid,0.521,naturtillstånd,0.548
55,vördnadsbjudande,0.73,hierarkisk,0.628,utvecklingshistoria,0.53,ratur,0.521,literator,0.548
56,protestantism,0.73,karaktersfasthet,0.628,arisk,0.53,jordbruksbefolkning,0.521,människoslägtets,0.548
57,konstlad,0.73,jordbruksnäring,0.628,folkfamilj,0.53,statslifvets,0.521,nedärfda,0.547
58,mägtig,0.73,vehikel,0.626,fornforskning,0.529,bibeltolkning,0.521,samfunds,0.546
59,eftersträfva,0.729,materie,0.626,witterhet,0.529,naturalhistorisk,0.52,kommunikationsväsen,0.546
60,inveckla,0.729,moralifla,0.626,wetandets,0.529,gödselkraft,0.52,nivellera,0.546
61,stammare,0.729,omstörtning,0.625,framskridande,0.529,almänhet,0.52,uplysningen,0.546
62,välstånd,0.727,näringsflit,0.624,samhällslifvet,0.527,nationalrikedom,0.52,jordbruksbefolkning,0.546
63,förhållanderna,0.727,blomstring,0.623,nationallynne,0.527,utveckling,0.519,österländingarne,0.546
64,rättstillstånd,0.727,försoffning,0.623,konstindustri,0.526,själslifvets,0.519,uttveckling,0.545
65,samhällsförhållande,0.727,fullkomlighet,0.623,uplysningen,0.526,banbrytare,0.519,genomsyra,0.545
66,mannamod,0.726,daning,0.623,häfstång,0.526,folkanda,0.519,gödselkraft,0.545
67,åtlöje,0.726,sammanknyta,0.622,lifsvilkor,0.526,semitisk,0.518,lifsvillkor,0.545
68,oförvillad,0.726,nationalförsvar,0.622,folkuppfostran,0.526,kreatursafveln,0.518,skeppsbyggnadskonst,0.544
69,subordination,0.726,älskadt,0.622,konsthistoria,0.526,folkkarakteren,0.517,lifsvilkor,0.544
70,bevekelsegrund,0.726,klimatisk,0.622,dustri,0.526,samhällstillstånd,0.517,dilettantism,0.544
71,estetisk,0.725,tankeförmåga,0.621,vexternas,0.525,folkfamilj,0.517,kulturståndpunkt,0.544
72,exaltation,0.725,grundpelare,0.621,skadeinsekt,0.524,näringsflit,0.517,folkbildning,0.544
73,oegennytta,0.725,tidehvarfvets,0.621,keramik,0.524,frihets,0.516,kulturförhållanden,0.544
74,individuell,0.725,interesset,0.621,utweckling,0.524,esthetiska,0.516,föryngring,0.544
75,högsint,0.725,kommerciella,0.621,framåtskridande,0.524,insjöfiske,0.516,uppspirande,0.543
76,omstörta,0.725,grundvilkor,0.621,utvecklingsgång,0.524,naturfolk,0.515,förbrödra,0.543
77,ädelhet,0.724,samhällsform,0.62,samhällstillstånd,0.523,utvecklingsskede,0.515,bundenhet,0.543
78,lifskraft,0.724,vidtomfattande,0.62,alstringsförmåga,0.523,vetenskap,0.515,samfundsförhållandena,0.543
79,medborgerlighet,0.723,ntweckling,0.619,byggnadskonst,0.523,modernäring,0.515,banérförare,0.542
80,slägtets,0.723,statsstick,0.619,grässlag,0.522,hemsed,0.515,esthetiska,0.542
81,nyans,0.723,uppblomstra,0.619,naturhistoria,0.522,fruktbarhet,0.514,mejerihandteringens,0.541
82,styrelseform,0.723,produktivitet,0.619,folkbildning,0.521,genomsyra,0.514,bibeltolkning,0.541
83,uppvexande,0.723,religiositet,0.618,beflägtade,0.521,samfunds,0.514,såpass,0.541
84,tillknyta,0.722,uppblomstrande,0.618,nationalkarakter,0.521,novellistik,0.514,qvarnindustriens,0.541
85,sympathier,0.722,broderlighet,0.618,språkvetenskap,0.521,kraftmedel,0.514,verldsåskådningen,0.54
86,statsrätt,0.722,tidsålder,0.618,hörnsten,0.52,uplysningen,0.514,depravation,0.54
87,fosterlandskänsla,0.722,tolerans,0.618,gestaltning,0.52,konstindustri,0.513,literaturs,0.54
88,passionerad,0.722,proletariat,0.618,hedendom,0.52,lifsvilkor,0.513,täflingskampen,0.539
89,egennyttig,0.722,tankefrihet,0.617,framätstridande,0.519,nationalkarakter,0.513,utweckliug,0.539
90,humanistisk,0.721,menniskoslägte,0.616,skogsbruk,0.519,banbrytande,0.513,näjder,0.539
91,rangordning,0.721,föreningsband,0.616,dualism,0.519,physiska,0.512,lifsintressen,0.539
92,stabilitet,0.721,hvilkets,0.616,föreställningssätt,0.518,romandiktning,0.512,nationalitetskänsla,0.539
93,intellektuel,0.721,kommunikationsmedel,0.616,cirkulationsmedel,0.518,wetenstap,0.511,naturfolk,0.538
94,obeskriflig,0.72,katolicism,0.616,intellektuell,0.518,folkbildning,0.511,verldsalltet,0.538
95,hjeltemod,0.72,följdriktig,0.616,trädgårdskonst,0.518,själsutveckling,0.511,symbolism,0.538
96,förgätenhet,0.719,statssystem,0.615,hyfsning,0.517,slägtes,0.511,fruktbarhet,0.538
97,väckelse,0.719,oförderfvad,0.615,landsfader,0.517,folkstam,0.511,krigsförfattning,0.538
98,hjälte,0.719,wetandets,0.614,meteorologi,0.517,riksspråk,0.511,undervisningssystem,0.538
99,organisk,0.719,tidsenlig,0.614,yrkesskicklighet,0.516,ideel,0.51,sjelfviskheten,0.537
