,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
44,restriktion,0.855,ärftlighet,0.728,författningspartiet,0.661,förnuftsskäl,0.591,förnuftsskäl,0.591
45,toide,0.855,fullkomning,0.727,regeridgen,0.661,valsystem,0.591,skyddstullsystem,0.591
46,afskudda,0.855,kannstöpare,0.727,samhällstillstånd,0.66,skyddstullsystem,0.591,författningsstrid,0.591
47,inskärpa,0.855,wadliga,0.727,decentralisation,0.66,författningsstrid,0.591,nationalitetsprincip,0.59
48,rättsbegrepp,0.855,nationalförsvar,0.727,suveränetet,0.659,nationalitetsprincip,0.59,ministére,0.59
49,hegel,0.855,lagstiftningsåtgärd,0.727,eganderättens,0.658,ministére,0.59,broderriket,0.589
50,retrograd,0.854,stabilitet,0.726,okränkt,0.658,broderriket,0.589,militärdespotism,0.589
51,03,0.854,dödsfiende,0.726,trosfrihet,0.657,militärdespotism,0.589,doktrin,0.589
52,uppnående,0.854,omskapning,0.726,constitutionella,0.657,regeringsprogram,0.589,återupprättelse,0.589
53,hänryckning,0.853,styrelseform,0.726,lagreform,0.656,öfvergångsform,0.589,kongressförslag,0.588
54,böjlighet,0.853,antecedentia,0.726,frihandelsprincip,0.655,doktrin,0.589,öfvergångsform,0.588
55,falskhet,0.853,oansvarig,0.725,kongressförslag,0.655,kongressförslag,0.588,helstatsförfattning,0.588
56,uttydning,0.853,federativ,0.725,legitimitet,0.654,helstatsförfattning,0.588,entente,0.588
57,djerfvaste,0.853,folkopinion,0.725,slutsten,0.653,återupprättelse,0.588,socialis,0.588
58,täthet,0.853,finaneiella,0.725,samhällsmakt,0.653,entente,0.588,representantförsamling,0.587
59,opåräknad,0.853,månggifte,0.725,prestvälde,0.653,monarkisk,0.588,individualistisk,0.587
60,jernhandteringen,0.852,statsklokhet,0.724,kammarmajoritet,0.652,socialis,0.588,kungamakt,0.586
61,envisas,0.852,samhällslifvet,0.724,statsinstitution,0.651,representantförsamling,0.587,arrondissementsval,0.586
62,inkonseqvens,0.852,fåvitsk,0.724,ästädningssätt,0.651,individualistisk,0.587,förvärkliga,0.585
63,frigöra,0.852,sälväl,0.724,entente,0.651,kungamakt,0.586,afgjordaste,0.584
64,undvara,0.852,samhällslif,0.724,kyrkofråga,0.65,regeringssätt,0.586,statsmannaklokhet,0.584
65,projekter,0.851,naturtillstånd,0.723,pariserpressen,0.65,arrondissementsval,0.586,regeringssätt,0.584
66,bravorop,0.851,eganderätten,0.723,panslavism,0.65,förvärkliga,0.585,domstolsorganisation,0.584
67,ernående,0.851,eftersträfvar,0.723,ministöre,0.65,statsmannaklokhet,0.584,vensterparti,0.583
68,mindr,0.851,odisputabel,0.723,återinföra,0.649,domstolsorganisation,0.584,yrkespolitiker,0.583
69,påstodo,0.851,sjelftagna,0.723,trekejsarförbundet,0.649,vensterparti,0.583,exklusivitet,0.583
70,skogshushållning,0.851,stadeständ,0.723,frihandelssystem,0.649,yrkespolitiker,0.583,regeringsprogram,0.582
71,funné,0.851,samhällighet,0.723,författningsstrid,0.648,exklusivitet,0.583,jesuitism,0.582
72,sjellva,0.851,afsvärja,0.722,förhållanderne,0.648,inkonstitutionelt,0.582,inkonstitutionelt,0.582
73,representationssätt,0.851,krisi,0.722,öfverändakasta,0.647,riksrepresentation,0.582,riksrepresentation,0.582
74,kammarråd,0.851,förslappa,0.721,dödshugg,0.647,oppositionel,0.582,oppositionel,0.582
75,statsförvaltning,0.85,helvetista,0.721,successionsordning,0.647,chimär,0.581,maktfråga,0.581
76,försvarsmedel,0.85,delegation,0.721,realunion,0.647,maktfråga,0.581,börsskatt,0.581
77,vanart,0.85,helgelse,0.721,likaberättigande,0.647,börsskatt,0.581,likaberättigande,0.581
78,profetisk,0.85,maktmissbruk,0.721,armélag,0.647,jesuitism,0.58,valsystem,0.58
79,smälek,0.85,eludera,0.72,kyrkoförfattning,0.646,ministeransvarighet,0.58,eftersträfvar,0.58
80,appell,0.85,prohibition,0.72,folkvilja,0.646,samhällsmakt,0.58,ministeransvarighet,0.58
81,qvarstår,0.85,existence,0.72,tullreform,0.645,partiregering,0.579,samhällsmakt,0.58
82,subordination,0.85,kungsord,0.72,previlegier,0.645,statsväsende,0.579,partiregering,0.579
83,vanhederlig,0.85,doktrin,0.72,statsskick,0.645,ministérs,0.579,statsväsende,0.579
84,omflyttning,0.849,männistjan,0.72,folkmakt,0.645,signatärmakt,0.579,ministérs,0.579
85,detri,0.849,handelsintresse,0.719,ärftlighet,0.645,kommunalfrihet,0.579,signatärmakt,0.579
86,obetänksamhet,0.849,uppblandning,0.719,septemberkonventionen,0.645,ministöre,0.578,kommunalfrihet,0.579
87,motiverne,0.849,biafsigt,0.719,monarkista,0.644,eftersträfvar,0.577,ministöre,0.578
88,genant,0.849,regeringssätt,0.719,statsbildning,0.644,stéren,0.577,stéren,0.577
89,hsns,0.849,hjernspöke,0.719,skyddstullsystem,0.644,återupprättadt,0.577,återupprättadt,0.577
90,afväga,0.849,ifrat,0.719,ståndsprincipen,0.644,bimetallism,0.577,bimetallism,0.577
91,oskälig,0.849,handelsbalans,0.719,regeringssätt,0.644,verldsdelens,0.577,autokratisk,0.577
92,visligen,0.849,uplysa,0.718,regeringssystem,0.644,landsdelarnes,0.577,verldsdelens,0.577
93,nyssnämda,0.849,vigligaste,0.718,frigörelse,0.644,kollektivism,0.576,landsdelarnes,0.577
94,vedervilja,0.849,exceptionell,0.718,pacifikation,0.644,idée,0.576,kollektivism,0.576
95,theori,0.849,interess,0.718,kyrkopolitisk,0.643,valreform,0.575,idée,0.576
96,pruta,0.849,tilräckeligen,0.718,ministére,0.643,handelslagstiftning,0.575,valreform,0.575
97,synagoga,0.848,tjänstefolk,0.718,protektor,0.643,häfdandet,0.575,handelslagstiftning,0.575
98,prohibitiv,0.848,losen,0.717,tvehågsen,0.642,arfsföljden,0.575,häfdandet,0.575
99,helsås,0.848,frihetskänsla,0.717,legislativ,0.642,frihandelsprincip,0.575,arfsföljden,0.575
