,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
17,wärdiga,0.854,gudomlig,0.683,status,0.582,anslutning,0.519,krigspolitik,0.582,neutralitetspolitik,0.601,partikamp,0.603
18,förtjente,0.854,upfinning,0.683,social,0.581,kaukasien,0.516,intention,0.581,arfsföljden,0.6,trekejsarförbundet,0.603
19,arghet,0.854,enfaldighet,0.68,kommerciella,0.581,maktägande,0.516,polilik,0.579,tremaktsförbundets,0.6,partiledning,0.602
20,galenskap,0.853,skadlig,0.68,constitutionella,0.58,tullsystem,0.514,pariserpressen,0.577,aggressiv,0.599,partiförhållanden,0.602
21,wärsta,0.853,philosophie,0.68,kris,0.58,allians,0.513,panslavism,0.577,agressiv,0.596,balkanfolk,0.601
22,hämnd,0.852,skandinavien,0.68,maktägande,0.579,reaktion,0.513,eröfringskrig,0.576,omhvälfningen,0.592,politikerne,0.601
23,dikt,0.852,poesi,0.68,syfte,0.579,kombination,0.513,mazzinistiska,0.576,giskra,0.59,ultramontanism,0.6
24,princip,0.851,samtid,0.679,faction,0.577,ideerna,0.513,folkopinion,0.576,vensterparti,0.59,pasic,0.6
25,sivärt,0.851,patriotism,0.678,åtrå,0.577,angelägenheterne,0.511,eyssland,0.575,nationalitetsprincip,0.59,statsaffär,0.6
26,förföljelse,0.85,guds,0.678,intervenera,0.575,unionell,0.51,långmodighet,0.574,cavallotti,0.59,fredspolitik,0.598
27,tilfredsställelse,0.85,sedolära,0.676,teori,0.575,sträfwande,0.509,pacifikation,0.573,styrelsesystem,0.59,handelspolitik,0.598
28,lira,0.85,uplyste,0.675,förmer,0.575,crisis,0.509,stridsfråga,0.573,kalnokys,0.589,partilidelser,0.598
29,sinlig,0.849,ideal,0.675,orient,0.575,samhällsförhållande,0.509,medeltida,0.572,mönsterland,0.589,agressiv,0.598
30,födsel,0.849,upgifter,0.674,regeringssystem,0.572,medgifwanden,0.508,trågan,0.572,socialdemo,0.588,författningsstrid,0.597
31,hjertås,0.848,kallsinnig,0.674,association,0.572,rikstag,0.508,nationalparti,0.571,pariserpressen,0.587,omhvälfningen,0.596
32,föremal,0.848,enfald,0.674,sträfwande,0.572,doktrin,0.508,partiställning,0.57,alliansfördrag,0.585,reformpolitik,0.596
33,wäsende,0.848,lagstiftning,0.674,jemnvigt,0.572,intervenera,0.507,oppositionspress,0.57,hufvudorgan,0.584,finanspolitik,0.595
34,bödel,0.848,liderlig,0.672,bevekelsegrund,0.571,egoistisk,0.507,nationalitetsprincip,0.569,opportunisterne,0.584,turkvänlig,0.594
35,hjertelig,0.848,bedräglig,0.672,dödsstöt,0.571,affärs,0.507,ultramontanism,0.569,pasic,0.583,bundsförvandtskap,0.593
36,chur,0.847,upmarksamhet,0.671,beherrska,0.569,vital,0.507,decentralisation,0.569,balkanfrågan,0.582,nationalitetsprincip,0.593
37,frälsning,0.847,motsäga,0.671,byssland,0.569,polilik,0.506,arfsföljden,0.568,zeitg,0.582,klasskamp,0.593
38,väcka,0.847,forntid,0.671,samhällsskick,0.568,asigter,0.506,imperialistisk,0.567,reformparti,0.581,regeringssystem,0.592
39,girighet,0.847,onaturlig,0.671,personifiera,0.568,allenastyrande,0.505,samhällslifvets,0.567,liberalism,0.58,tremaktsförbundet,0.591
40,onaturlig,0.847,upwäcka,0.671,förgätenhet,0.568,handelsbalans,0.505,rationalistisk,0.566,trekejsarförbundet,0.58,rudinis,0.591
41,tadel,0.846,wigtigare,0.67,insäg,0.567,opolitisk,0.505,sönderstyckning,0.565,banerförare,0.58,unionsfiendtliga,0.59
42,välgörande,0.846,litteratur,0.67,tendens,0.567,ministeriel,0.505,borgarklass,0.565,oppositionspress,0.58,författningsfråga,0.589
43,mänsklig,0.846,ordspråk,0.668,abstrakt,0.567,samhällig,0.505,foulds,0.565,parlamentarism,0.579,giskra,0.589
44,mognad,0.846,samhet,0.667,kabinetter,0.567,deciderad,0.504,statsenhet,0.564,miuistéren,0.579,banerförare,0.589
45,fokt,0.845,grundsats,0.667,absolutistisk,0.566,utrotande,0.504,ryssvänlig,0.564,verldsfreden,0.578,högerpress,0.589
46,tryckfel,0.845,oförnuftig,0.667,crisis,0.566,fredsförslag,0.504,maktställning,0.563,furstemord,0.578,handlingspartiet,0.589
47,wälmäga,0.845,moral,0.666,hyfsning,0.566,undfallenhet,0.504,miuistéren,0.563,högkonservativa,0.576,miuistéren,0.588
48,politista,0.844,åtlöje,0.666,praxis,0.566,helstat,0.504,kronland,0.563,militärvälde,0.575,socialdemo,0.588
49,mell,0.844,mänsklig,0.665,propaganda,0.565,eftergifvenhet,0.503,rhengränsen,0.563,mazzinistiska,0.575,statsinrättning,0.588
50,fördunkla,0.844,värdig,0.664,driffjäder,0.565,jesuitism,0.503,opolitisk,0.562,turkvänlig,0.575,nettet,0.588
51,wäckte,0.844,hjeltemod,0.664,föredöme,0.565,basis,0.502,dimhöljd,0.562,tyskvänlig,0.575,styrelsesystem,0.588
52,bemärkelse,0.844,odygd,0.664,angelägenheterne,0.564,maritim,0.502,mellanstaterna,0.562,äfventyrspolitik,0.575,fredsverk,0.587
53,högfärd,0.843,auctors,0.664,energisk,0.564,dödsfiende,0.502,doktrin,0.562,kongressförslag,0.575,unionsvänlig,0.586
54,bätre,0.843,hjertelig,0.664,upprätthållande,0.564,interess,0.501,förbundsstat,0.561,finanspolitik,0.574,opportunisterne,0.586
55,bwars,0.842,moralista,0.663,wanstap,0.564,styrelsesystem,0.501,tullreform,0.561,rudinis,0.574,fackföreningsrörelse,0.586
56,helgedom,0.842,ädraga,0.663,regim,0.563,påfvedöme,0.501,hofsamma,0.56,vensterpressens,0.573,angelägenheterne,0.586
57,obegriplig,0.842,princip,0.662,öfwertygelsen,0.563,underlägsenhet,0.5,pessimism,0.56,militärorganisation,0.573,reformfråga,0.585
58,alr,0.841,missbruk,0.661,fredsslut,0.563,skiljedomare,0.5,partiregering,0.56,utjemningen,0.572,enkammarsystem,0.585
59,eter,0.841,klädnad,0.661,tullsystem,0.563,inkonseqvent,0.5,hugadt,0.559,irredenta,0.572,vtr,0.584
60,klokhet,0.841,stiftare,0.661,misshällighet,0.563,statssystem,0.5,maktutvidgning,0.559,venstem,0.572,regeringspress,0.584
61,wäcker,0.841,reflexion,0.659,tillgifna,0.563,erfarenhetsrön,0.499,regeridgen,0.559,fredsförsäkringar,0.572,arméreform,0.584
62,mägtiga,0.841,sjels,0.659,despotisk,0.563,vankelmod,0.499,debatte,0.558,regeringsorgan,0.571,beskattningsväsende,0.583
63,liflig,0.841,öfwertygade,0.659,kufva,0.562,neutralitetsförklaring,0.499,giskra,0.558,berlintraktaten,0.571,venstem,0.582
64,uste,0.84,talesätt,0.659,koalition,0.562,abstraktion,0.499,meningsyttring,0.558,vtr,0.571,militärvälde,0.581
65,uplysta,0.84,wacklande,0.659,aristokrati,0.562,öfverflygla,0.498,eröfringspolitik,0.557,fredskärlek,0.571,arfsföljden,0.581
66,ärelystnad,0.84,enkelhet,0.659,utrotande,0.562,ministére,0.498,författningsfråga,0.557,bismarok,0.57,mäkling,0.581
67,blix,0.84,werksamt,0.659,rigta,0.562,folkrepresentation,0.498,österrikeungern,0.557,ytterlighetsparti,0.57,mazzinistiska,0.58
68,rättwist,0.84,tillbörlig,0.659,hafna,0.562,vänning,0.498,lonyay,0.557,partikamp,0.57,fredsförsäkringar,0.58
69,kansta,0.84,hoswet,0.658,statsrätt,0.561,insigler,0.498,enande,0.557,finanssystem,0.57,partipolitik,0.58
70,ffrifwit,0.839,hämnd,0.658,alltifrån,0.561,otillfredsställande,0.498,samhällsmakt,0.557,judefråga,0.57,utrikesrepresentation,0.58
71,brottslig,0.839,nordisk,0.658,anarki,0.561,skandinavism,0.498,statsform,0.557,partiförhållandena,0.57,ultramontanerna,0.58
72,inrotad,0.839,orimlighet,0.658,felsteg,0.561,stallning,0.497,partiledare,0.556,partiväsen,0.569,pariserpressen,0.579
73,prata,0.839,citera,0.658,eftersträfva,0.561,försvagande,0.497,ricasolis,0.556,tullparlamentet,0.569,regoringen,0.579
74,wälsigna,0.839,smäda,0.657,faktion,0.561,arlikel,0.497,luxemburgsk,0.556,författningsfråga,0.569,samhällsmakt,0.579
75,niell,0.838,mennistors,0.655,representativ,0.561,byråkratisk,0.497,kammarmajoritet,0.556,grashdanin,0.569,hufvudfråga,0.578
76,recensent,0.838,tryckfel,0.655,republikansk,0.561,regeringssätt,0.496,militärvälde,0.556,stéren,0.568,estrupska,0.577
77,gudomlig,0.838,mägtiga,0.655,ärftlighet,0.56,interessen,0.496,inrikespolitik,0.555,nettet,0.568,elsassarne,0.577
78,häfva,0.838,helgedom,0.655,ingifver,0.56,afskudda,0.496,septemberkonventionen,0.554,venstermajoriteten,0.568,verldsfreden,0.577
79,syndig,0.838,ständaktighet,0.655,oaflåtligen,0.559,traditionell,0.496,besegradt,0.554,kyrkofråga,0.568,gränsfråga,0.577
80,rättwis,0.838,wärdiga,0.655,orientalisk,0.559,tulltariff,0.496,riksförfattning,0.554,mellanstaterna,0.568,gambettisterna,0.577
81,afböja,0.837,plister,0.655,öfvervälde,0.559,folkopinion,0.496,kyrkofråga,0.554,utrikespolitisk,0.568,oppositionspress,0.577
82,almän,0.837,hörk,0.655,bundsförvandt,0.559,tullreform,0.495,turinerkabinettet,0.554,statsskäl,0.568,ultrakonservativ,0.577
83,lillg,0.837,föraktlig,0.655,medborgarnes,0.559,inblandning,0.495,indifferent,0.553,örebladet,0.567,maktutvidgning,0.577
84,tilta,0.837,ensidig,0.654,försvarsmedel,0.559,westmakterne,0.495,premierministern,0.553,högerpress,0.567,klassintresse,0.576
85,rättskaffens,0.837,visa,0.654,mägtiga,0.559,omstörtning,0.495,statskonst,0.553,premierministerns,0.567,kyrkofråga,0.576
86,söndring,0.837,olyckelige,0.654,illusion,0.558,styrelsesätt,0.495,statsordning,0.553,gränsfråga,0.567,vensterpressens,0.575
87,swedenborg,0.837,projekt,0.654,oafhängighet,0.557,samhällsmakt,0.495,afslutna,0.553,arméfråga,0.567,ftedrelandet,0.575
88,uttyda,0.836,frägas,0.653,energie,0.557,prestvälde,0.494,krigsplan,0.552,wienkorrespondent,0.566,utrikesministerfrågan,0.575
89,ödla,0.836,gudomlighet,0.653,invertes,0.557,regeringssystem,0.494,stangska,0.552,ftedrelandet,0.566,centrumparti,0.575
90,oförnuftig,0.836,moralisk,0.653,öppenhet,0.557,grundsattser,0.494,statsinrättning,0.552,helstatsförfattning,0.566,turinerkabinettet,0.575
91,förtrolig,0.836,angä,0.653,chaos,0.557,intervention,0.494,österrikistt,0.552,gränsregleringsfrågan,0.566,rikskanslärens,0.574
92,förmäten,0.836,derutaf,0.652,mosaisk,0.557,styrdt,0.494,handlingspartiet,0.552,tremaktsförbundet,0.566,radika,0.574
93,rösta,0.835,öfwertygelse,0.652,uppstätt,0.557,diktatorisk,0.493,betraktelsesätt,0.552,estrupska,0.566,kysslands,0.574
94,pröfwa,0.835,tribunal,0.652,inveckla,0.557,stabilitet,0.493,partianda,0.551,verldsdelens,0.566,verldsdelens,0.574
95,åtanka,0.835,astronom,0.652,fueros,0.556,antipod,0.493,prenssens,0.551,politikerne,0.566,unionssaken,0.574
96,werksamhet,0.835,sedlighet,0.652,oförtäckt,0.556,wanstap,0.493,strategi,0.551,rikskanslären,0.566,tullparlamentet,0.574
97,förhastad,0.835,passion,0.651,tidehvarfvets,0.556,krigsparti,0.493,czecherna,0.55,maktutvidgning,0.565,fredskärlek,0.574
98,offenteligen,0.835,falsk,0.651,karakterisera,0.556,sturle,0.492,meningsbrytning,0.55,neutralitetsförklaring,0.565,mellanstaterna,0.574
99,liderlig,0.835,antik,0.651,tystlands,0.556,byssland,0.492,jesuitism,0.55,författningstrogna,0.565,neutralitetspolitik,0.574
