,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
47,halmhatt,0.83,border,0.801,parfymeri,0.624,underlägg,0.497,griffeltafla,0.436,ritmaterialier,0.437
48,åkerbär,0.83,klöfverfrö,0.801,krås,0.623,väggpapp,0.495,sockeromslags,0.435,valstyrelse,0.437
49,adlig,0.83,rödkrita,0.801,parfym,0.623,bruksbok,0.494,ritmaterialier,0.435,protokollerna,0.437
50,kontrollör,0.829,linneband,0.8,fotografisk,0.622,elasticum,0.494,räkenskapsbok,0.435,förhörsprotokoll,0.436
51,kryddpeppar,0.829,sirup,0.8,tusch,0.622,skrifböcker,0.493,protokollerna,0.434,detaljuppgift,0.436
52,orange,0.828,imperial,0.8,kanister,0.622,genomögnat,0.492,valstyrelse,0.433,fullskrifvet,0.436
53,fierdingar,0.828,lakrits,0.8,drälla,0.622,blyertspenna,0.492,bläckhorn,0.433,brefbok,0.435
54,joy,0.828,arrak,0.799,ridpiska,0.621,silkespapper,0.491,skritvit,0.433,gulnadt,0.435
55,sturen,0.827,sagogryn,0.799,gåspenna,0.621,wäggpapp,0.49,pennskaft,0.432,biljettpapper,0.434
56,smalands,0.827,synål,0.799,papperspress,0.621,ljusbit,0.49,fullskrifvet,0.432,papperskorg,0.434
57,kanister,0.827,kardborre,0.799,fuska,0.621,presspapp,0.488,biljettpapper,0.432,musikportföljer,0.433
58,geographien,0.827,victriol,0.798,maggördel,0.62,rita,0.487,musikportföljer,0.431,manuflript,0.432
59,kutting,0.827,kryddpeppar,0.798,stråhatt,0.62,marmorera,0.486,manuflript,0.431,skrifpapper,0.432
60,polsk,0.827,genever,0.798,glacerade,0.62,blyerts,0.486,skrifpapper,0.43,portmonnäen,0.432
61,commitzion,0.827,lucca,0.798,sedelvalör,0.62,ritsaker,0.486,frimärka,0.43,skritvit,0.431
62,utsökt,0.827,stålpenna,0.798,portemonaier,0.619,borver,0.485,krafbref,0.428,räkenskapsbok,0.431
63,skrifpapper,0.826,soya,0.798,blyertspenna,0.619,alfabet,0.484,konseptpapper,0.428,afskrifna,0.43
64,spana,0.826,blyhvitt,0.797,raktvål,0.619,silfverpapper,0.484,inflika,0.427,konseptpapper,0.429
65,lavett,0.826,bwitt,0.797,maroquin,0.619,skrifportföljer,0.483,bruksbok,0.427,papyrus,0.428
66,zs,0.826,kammarduk,0.797,svettrem,0.618,skrifetuier,0.483,gulnadt,0.427,frimärka,0.428
67,ungersk,0.825,insyltad,0.796,pressning,0.618,brefväska,0.482,kasserande,0.427,notes,0.428
68,siit,0.825,krapp,0.796,manshandskar,0.618,elddon,0.482,protokollsbok,0.427,bläck,0.428
69,bomullsstrumpa,0.825,bordservis,0.796,glansa,0.618,marmoreradt,0.481,räkningsblanketter,0.427,garnpapp,0.427
70,couleurer,0.825,blångarn,0.796,fnöske,0.617,fjäderpenna,0.48,innehållaude,0.426,oskrifvet,0.427
71,gehäng,0.825,carol,0.795,essencer,0.617,eldstål,0.479,originalbetyg,0.426,filigraneradt,0.427
72,viktriol,0.824,fenkol,0.795,bordsalt,0.617,papeteri,0.479,afskrifna,0.426,hemlandsvännen,0.426
73,canel,0.823,gingham,0.795,tryckpapper,0.617,guldborder,0.478,notes,0.426,vensterhänd,0.426
74,duett,0.822,qvicksilfver,0.794,chocolade,0.616,linneväfnad,0.478,tryokta,0.425,penna,0.426
75,servett,0.822,caffebönor,0.794,pappers,0.616,raspa,0.478,sörsegladt,0.425,diktamen,0.426
76,wilt,0.822,muskött,0.794,nerad,0.616,melanchtons,0.478,intygande,0.425,genomögnat,0.426
77,block,0.822,ljusgarn,0.793,rebus,0.615,bokmärke,0.477,oskrifvet,0.425,innehållaude,0.426
78,pani,0.822,lingarn,0.793,inväfva,0.615,ritmateriel,0.477,genombläddra,0.424,tryokta,0.425
79,kabiljo,0.821,saltsyra,0.793,sannsaga,0.615,eall,0.477,textkritik,0.424,bruksbok,0.425
80,bomolja,0.821,norrlandsträd,0.792,domestics,0.615,vips,0.476,pappersbit,0.424,radera,0.424
81,immer,0.821,blyhwitt,0.792,papperssort,0.614,likasoin,0.475,garnpapp,0.424,kasserande,0.424
82,björnbräm,0.821,capris,0.792,concept,0.614,blyhagel,0.475,papyrus,0.423,inflika,0.424
83,servis,0.821,krusbär,0.792,namngifna,0.614,pappersblad,0.474,genomögnat,0.423,protokollsbok,0.424
84,blekning,0.821,double,0.79,westtyger,0.614,bottentryck,0.474,conceptpapper,0.423,krafbref,0.424
85,brochera,0.82,färgträd,0.79,coulörta,0.614,horning,0.474,filigraneradt,0.423,plånbok,0.424
86,krusa,0.82,tryffel,0.79,läsbar,0.614,copia,0.474,bokföringsbok,0.422,conceptpapper,0.424
87,tilwärkning,0.819,waxljus,0.79,brodderade,0.613,glasvaror,0.473,vensterhänd,0.421,sörsegladt,0.423
88,lump,0.819,isländsk,0.79,kanaster,0.613,kyrkobibel,0.473,bortförklara,0.421,framtog,0.423
89,kapris,0.819,cacao,0.79,ganzer,0.613,limmadt,0.472,skriftställe,0.42,originalbetyg,0.423
90,apothek,0.819,citronsaft,0.789,strigel,0.612,vattenstämpel,0.472,bret,0.42,keromslags,0.422
91,makrill,0.819,röktobak,0.789,kopparstycke,0.612,billie,0.472,korrektur,0.42,ritkol,0.422
92,raspa,0.818,tryckpapper,0.788,bärsaft,0.612,fördrifvare,0.472,påtecknadt,0.42,intygande,0.422
93,bastmatta,0.818,sytråd,0.788,stålarbete,0.612,carduspapper,0.471,brefven,0.42,skriftställe,0.422
94,takpanna,0.818,lumpsocker,0.788,hitli,0.612,pensla,0.471,griffel,0.42,hopskrynklad,0.421
95,sslu,0.818,bomolja,0.788,annotationsbok,0.611,annamma,0.471,diktamen,0.42,blyertzpennor,0.421
96,bestäendc,0.818,couleurer,0.787,fotografi,0.611,skrif,0.47,mynttabell,0.419,kontorsböcker,0.421
97,kro,0.818,cochenille,0.786,portemonnaier,0.611,jämmerligen,0.468,extenso,0.419,bortförklara,0.421
98,boj,0.818,enfärgad,0.786,kyrkobibel,0.611,suddig,0.468,kontorsböcker,0.419,oöppnadt,0.421
99,atstillige,0.817,ordinairt,0.786,mögla,0.611,embetsbref,0.468,ritkol,0.419,griffel,0.42
