,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
32,stötta,0.735,wanstap,0.678,vördnad,0.577,kalif,0.52,satrap,0.531,obrenowitsch,0.517,återupprättelse,0.533
33,utomordentlig,0.734,förblifwer,0.678,hjälpa,0.577,etrurien,0.52,thronen,0.531,tillgifvenheten,0.517,nationalära,0.532
34,bestörtning,0.734,kraftfull,0.677,förebild,0.575,tillbedjan,0.519,radama,0.531,frihets,0.517,traktatsenliga,0.531
35,republikan,0.734,upwäcka,0.676,outsäglig,0.575,milton,0.519,hedradt,0.53,tsar,0.516,verldsfredens,0.531
36,stål,0.734,werkcligen,0.676,rättwis,0.574,talleyrand,0.519,thronföljarens,0.529,broderriket,0.516,autokrati,0.528
37,egenkärlek,0.733,doch,0.676,landsfaderlig,0.573,bramin,0.518,rappellera,0.527,härskare,0.515,nädigste,0.527
38,honoin,0.733,wundna,0.675,prerogativ,0.572,gustafs,0.518,throner,0.527,ättefader,0.515,kyrkofurste,0.526
39,nädig,0.733,alrid,0.675,beherrskare,0.571,baronessa,0.518,mohammed,0.527,käjsaren,0.514,helstatsförfattning,0.526
40,änteligen,0.732,handelsstad,0.674,tilgifwenhet,0.571,jnfanten,0.518,lyckönskan,0.526,saturnalier,0.514,monarkism,0.526
41,häröfwer,0.732,eftertrycklig,0.674,helighet,0.57,trohetsed,0.518,humbert,0.526,zarens,0.513,avtonomi,0.526
42,önffan,0.732,hurrarop,0.674,intäg,0.57,regent,0.518,wänstapen,0.525,furstehus,0.513,länsherre,0.525
43,förunderlig,0.731,emi,0.674,tillgifwenhct,0.569,kurfurste,0.518,napolen,0.525,potentat,0.513,respektfull,0.524
44,befästa,0.731,verkan,0.673,högmodig,0.568,militärist,0.518,jernhård,0.524,käjsarne,0.513,pobedonoszev,0.524
45,nädigt,0.73,förtrolig,0.672,integritet,0.567,asturi,0.518,landsflykting,0.524,landsfader,0.511,ärekrönt,0.524
46,corpsen,0.73,förnöjd,0.672,allsmäktig,0.567,vasall,0.518,fredsälskande,0.524,menelek,0.511,obrenowitsch,0.523
47,preutzen,0.73,tankesätt,0.672,minderårighet,0.567,ulemas,0.517,afundsjukan,0.523,taleman,0.51,taikun,0.522
48,gemål,0.73,formligen,0.67,wördnad,0.566,stamfar,0.517,dahomey,0.523,umbertos,0.51,svenskame,0.521
49,upmarksamhet,0.729,egenkärlek,0.67,wedermäle,0.566,aktningsfull,0.517,landsfaderlig,0.523,nndersåter,0.509,statsordning,0.52
50,bila,0.728,älstade,0.67,själsstyrka,0.565,brödrafolk,0.516,zarens,0.522,galadinern,0.509,menelek,0.519
51,tractaten,0.728,sturle,0.67,wördar,0.565,nädigste,0.516,taikun,0.522,nädigste,0.508,statskonst,0.519
52,utropa,0.725,cdra,0.67,ständaktighet,0.565,undersåt,0.516,legitim,0.522,landsherre,0.508,autokratisk,0.519
53,frikostig,0.724,pästynda,0.669,werl,0.564,vanartad,0.515,storamiral,0.522,kungahus,0.508,käjsarne,0.519
54,förlika,0.724,tidehwarf,0.669,tillgifwcnhet,0.564,frögd,0.515,werldslige,0.522,konuugen,0.507,furstefamilj,0.518
55,famille,0.724,förmädde,0.669,wälbehag,0.563,förblindelse,0.515,hedersbetygelse,0.522,högsint,0.505,tilkommande,0.518
56,tippo,0.724,frimodig,0.669,storherren,0.563,eftergifvenhet,0.515,nndersåter,0.522,lunge,0.505,napoleonid,0.518
57,ferdinand,0.724,förskräckelse,0.669,jnfanten,0.563,pfalz,0.514,slesvigarnes,0.521,sjelfherskaren,0.505,käjsare,0.518
58,älstade,0.723,sivär,0.669,undergifvenhet,0.563,landsfaderlig,0.514,korning,0.521,herskarens,0.504,herskarens,0.518
59,mediation,0.723,stridsman,0.669,konun,0.563,afskydd,0.514,preusen,0.521,respektfull,0.503,härskare,0.516
60,declaration,0.723,enig,0.669,äterwanda,0.562,witherington,0.514,kungahus,0.52,furstefamilj,0.503,storherren,0.516
61,fortfarande,0.723,wälsigna,0.668,allernädigste,0.562,statschef,0.514,kejsarfamilj,0.52,regeringssätt,0.503,saturnalier,0.516
62,förträffeliga,0.723,barbar,0.668,lyckönskning,0.562,nationalkänsla,0.513,fostbrödralag,0.52,konnngarne,0.503,areopag,0.516
63,orolighet,0.722,climat,0.668,wälgäng,0.561,bundsförvandt,0.513,brödrafolk,0.52,vänskapsbevis,0.503,yttryck,0.516
64,högtidlig,0.722,lystnad,0.667,ärorik,0.561,preutzen,0.513,mikado,0.519,vivatrop,0.503,tsar,0.515
65,flutat,0.722,upoffra,0.667,bortgäng,0.56,huldhet,0.513,vivatrop,0.519,beherrskare,0.502,konuugen,0.515
66,czar,0.722,inwänares,0.667,nädig,0.56,fältrop,0.513,nädigste,0.519,hoffolk,0.502,lunge,0.514
67,förskräckelse,0.721,rättfärdig,0.667,nystland,0.559,bundsförwandt,0.513,konungapar,0.519,throner,0.501,hohenzollernska,0.514
68,wänstap,0.721,förgäs,0.667,stybb,0.558,mandom,0.513,regent,0.518,käjsarens,0.5,suve,0.514
69,framträda,0.721,bestörtning,0.667,arni,0.557,furste,0.512,welfiska,0.518,napoleonid,0.5,nederländerne,0.513
70,inskränkning,0.72,foglighet,0.666,statsförfattning,0.557,högsint,0.512,sjelfförnekelse,0.518,återupprättelse,0.5,vivatrop,0.513
71,uste,0.72,edre,0.666,majtts,0.557,välbehag,0.512,regeringssätt,0.518,taikun,0.5,augustenburgarens,0.513
72,wärst,0.72,förjaga,0.666,wälsignelse,0.557,tillgiswenhet,0.512,jnfanten,0.518,verldsfredens,0.5,wiöfa,0.513
73,criticus,0.719,värdig,0.666,beredwillighet,0.556,förtrolighet,0.512,allokution,0.517,kejsarhus,0.499,sjelfherskarens,0.512
74,häg,0.719,otidig,0.665,tillgifvenhet,0.555,ministrame,0.511,suveränerne,0.517,koburgaren,0.498,carakter,0.512
75,dristighet,0.719,fägring,0.665,regentskap,0.554,throner,0.511,riksförfattning,0.517,hamid,0.498,alrid,0.512
76,xiv,0.719,oberäknelig,0.665,inträdande,0.554,kejsar,0.511,ömaste,0.516,hjältarne,0.497,ättefader,0.511
77,auktor,0.718,omöjlighet,0.664,darföre,0.553,krigstukt,0.511,vasall,0.516,nikolais,0.497,okränkt,0.511
78,senat,0.718,undergifwenhet,0.664,välönskning,0.553,månggifte,0.51,hyllningsgärd,0.516,statskonst,0.497,oligarki,0.511
79,krigsfolk,0.718,biständ,0.663,välbehag,0.553,conference,0.51,nationalkänsla,0.515,detronisera,0.497,jemnlikheten,0.511
80,hwcm,0.718,nägonsin,0.663,vasall,0.553,usurpation,0.51,tiberius,0.515,statschef,0.497,statsenhet,0.511
81,utspridt,0.718,diversion,0.663,wördad,0.552,pachan,0.51,sympalhier,0.515,uplysta,0.496,dömet,0.51
82,garantera,0.717,därar,0.662,alrid,0.552,wördar,0.51,kej,0.514,konungason,0.496,koburgska,0.51
83,ledsam,0.717,oförnuftig,0.662,sympati,0.551,konungadöme,0.51,högsinnadt,0.514,rikskansler,0.496,prestadömet,0.51
84,hwarpa,0.717,wacklande,0.662,stormäktigste,0.551,vederfares,0.51,absolutist,0.514,suve,0.496,beherrskare,0.51
85,ryssa,0.716,bestydd,0.662,thron,0.551,vänskapsfull,0.51,halfgud,0.514,allenastyrande,0.496,sjelfförnekelse,0.51
86,gansia,0.716,förstörelse,0.662,furste,0.551,uppböja,0.509,trohetslöfte,0.513,autokrati,0.495,suveränitetsrättigheter,0.51
87,sträf,0.716,sinlig,0.662,förvärfvat,0.551,mödrarne,0.509,konungafamilj,0.513,hjemme,0.495,vänskapsbevis,0.509
88,öfwergifwit,0.716,boch,0.662,wänstap,0.55,wålde,0.509,bundsförvant,0.513,statsöfverhufvud,0.495,zwingli,0.509
89,wanda,0.716,wälwilja,0.662,hoswet,0.55,stridsmakt,0.509,bestigande,0.513,yttryck,0.495,magters,0.509
90,blcfwo,0.715,beredwillighet,0.662,tystlands,0.55,familjerne,0.509,eröfringslystna,0.512,oligarki,0.494,grundlagsbud,0.509
91,intagande,0.715,wälmening,0.661,mediation,0.55,allsmäktig,0.509,bestyddare,0.512,föresväfvar,0.494,koburgaren,0.509
92,lira,0.715,förblinda,0.661,nationaläran,0.549,bourbonska,0.508,umberto,0.511,preusen,0.494,kungahus,0.509
93,lagra,0.715,lagra,0.661,fröjderop,0.549,furstehus,0.508,folko,0.51,urbanitet,0.494,throner,0.509
94,gemäl,0.714,edea,0.661,bäjern,0.548,montijo,0.508,eröfringslystnad,0.51,europas,0.493,landsfader,0.509
95,fredlig,0.714,lifwade,0.661,hjälte,0.548,nåde,0.508,lagskipare,0.509,päfwedömets,0.493,äfventyrsälskande,0.509
96,efterkomma,0.714,proklamera,0.661,xvi,0.548,knäfall,0.508,ulemas,0.509,herrstare,0.493,zarens,0.508
97,gebiet,0.714,beredt,0.66,hyllning,0.548,grundsattser,0.508,rådsbord,0.508,pragmatisk,0.493,menniskosinnet,0.508
98,wanstap,0.713,werl,0.66,trohetsed,0.547,tyrannisk,0.508,potemkin,0.508,koburgska,0.493,stormäktigste,0.508
99,sisi,0.713,undersäter,0.66,mannamod,0.546,jesuitisk,0.508,lojalitet,0.508,mtesa,0.493,allenastyrande,0.507
