,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
51,pali,0.532,aftågat,0.458,classer,0.457,valdistrikter,0.458,landtrepresentanter,0.456
52,valle,0.532,sjelfförsvar,0.458,tarna,0.457,gränsfästning,0.457,meuniskor,0.456
53,vördig,0.532,kyrkostat,0.458,fattigvårdssamhälle,0.457,catanea,0.456,lanes,0.454
54,föreningspunkt,0.531,miliana,0.457,huswudstadeus,0.457,sjukdomsoch,0.456,fördärfvar,0.454
55,arbetsklass,0.531,välsinnad,0.457,kustbefolkning,0.457,genomtåga,0.455,järnvägsarbetarne,0.454
56,statspapper,0.53,qvarstannat,0.457,skattskrifne,0.456,ettusen,0.454,klausenburg,0.454
57,christinos,0.53,åtnjöto,0.456,kördagsverke,0.455,kioto,0.454,kördagsverke,0.453
58,öfvervälde,0.53,nordland,0.456,hushållningssällskaper,0.455,mansurah,0.453,fastighetsvärde,0.453
59,upptogo,0.53,delea,0.456,böllos,0.455,invå,0.453,lättodladt,0.453
60,oaflåtligen,0.53,kolonisation,0.455,småfoglar,0.455,2y2,0.453,innevånarne,0.452
61,vördnadsvärd,0.529,hjelpbehöfvande,0.455,järnvägarne,0.454,stadsinvånare,0.451,medlemstal,0.451
62,calabrien,0.528,honoratiores,0.455,rhodopebergen,0.454,klausenburg,0.451,invå,0.451
63,omgifvande,0.528,herrskat,0.455,lithauiska,0.454,valman,0.45,anförvandterna,0.45
64,cabreras,0.528,röfvarehand,0.455,grefskapets,0.453,kördagsverke,0.45,kolgrufvearbetare,0.45
65,bohuslänsk,0.528,qvalifikation,0.454,nitälskande,0.453,militäreskort,0.45,folkminskning,0.45
66,nedläggande,0.527,landskapsstycke,0.454,nödhjelpskomité,0.452,inwänarc,0.45,uppbådadt,0.45
67,industriell,0.527,vägsträcka,0.454,gifvarinnorna,0.452,fiskarby,0.449,negerstam,0.45
68,herravälde,0.527,innewänare,0.454,beväringsynglingarne,0.452,puebla,0.449,fråndragen,0.45
69,beklagligtvis,0.527,cantons,0.454,mohammedansk,0.452,näjden,0.449,kyrkobesökarne,0.45
70,undantränga,0.526,population,0.453,basilicata,0.452,förstädernes,0.449,stadsbefolkning,0.45
71,insubordination,0.526,plancherna,0.452,menniskoskara,0.451,legoknekt,0.449,sjelfmördare,0.449
72,utslockna,0.526,truppmassa,0.452,tiduing,0.451,landskommun,0.448,flerfaldiga,0.449
73,krigsgärd,0.526,tusental,0.452,omsvärma,0.451,negerbefolkning,0.448,vorna,0.448
74,huvudstad,0.525,närboende,0.452,ettusen,0.451,militärkompani,0.447,truppafdelningarne,0.448
75,utblotta,0.525,embetsmannaklassen,0.451,hsfva,0.45,dagdrifvare,0.447,spanmålsproducerande,0.448
76,öfvermod,0.525,riksdags,0.451,dertöre,0.45,innevånareantal,0.447,invånareantalet,0.448
77,minnesmärke,0.525,monde,0.451,domstolsväsende,0.45,folkminskning,0.447,dagdrifvare,0.448
78,stridsman,0.524,skuldsätta,0.451,innewanare,0.45,mohammedansk,0.447,medelfolkmängd,0.447
79,drifves,0.524,behölliga,0.45,invandra,0.45,landtdistrikten,0.447,basilicata,0.447
80,trifvas,0.524,hufwudstadcns,0.45,lyktén,0.45,adelö,0.447,fattigvårdstunga,0.447
81,spridt,0.524,röstegande,0.45,infnnnit,0.449,museimanska,0.447,kungaborgen,0.447
82,paskewitsch,0.523,herregods,0.45,hecker,0.449,medlemstal,0.447,municipalgardister,0.447
83,beväpna,0.523,derige,0.45,muhamedanerna,0.449,lägenhetsinnehafvare,0.446,ducati,0.447
84,valrätt,0.523,underhafvande,0.45,khokand,0.449,kyrkobesökarne,0.446,innevånareantal,0.447
85,anstifta,0.523,fosterlandsvän,0.449,handelskår,0.449,lialfön,0.446,rättslokal,0.447
86,klagorop,0.523,lombardi,0.449,martinsburg,0.449,fellahs,0.446,välförståendes,0.447
87,välstånd,0.523,friskara,0.448,qvadratmil,0.449,inwanare,0.446,innevånarnes,0.446
88,flender,0.523,arrondissement,0.448,missionsvän,0.449,åskådareskara,0.446,syskonkärlek,0.446
89,taladt,0.523,hjelpsamhet,0.448,bletvo,0.448,hembärningsafgiften,0.444,tjänsteresa,0.446
90,pålska,0.522,pennsylvanien,0.448,municipalråd,0.448,polisväsen,0.444,fyrtiofyra,0.446
91,grenada,0.522,slesvigholsteinska,0.448,isländarne,0.447,innewånare,0.444,vettskrämd,0.445
92,armce,0.522,lombardiska,0.448,besutne,0.447,epidem,0.444,perton,0.445
93,andamål,0.522,tscherkesserna,0.447,muhamedanska,0.447,mohamedanska,0.444,qvinkönet,0.445
94,genljud,0.522,utväljande,0.447,ducati,0.447,algirien,0.443,underhållsdag,0.445
95,militärstyrka,0.522,försvarsanstalter,0.447,filialafdelningar,0.446,qvinkönet,0.443,åhörareskaror,0.445
96,montreal,0.522,hecker,0.447,hjonelag,0.446,småö,0.443,svinbesättning,0.445
97,insågo,0.522,hufvudsta,0.447,fartygsbefälhafvare,0.446,skogskapital,0.442,legoknekt,0.444
98,utrecht,0.522,centralamerika,0.447,hufvudstad,0.446,negerstam,0.442,kräfdo,0.444
99,nationerne,0.521,värfva,0.447,härsmakt,0.445,scudi,0.441,kjellen,0.444
