,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
45,offenteligen,0.709,frånträda,0.546,wiirtemberg,0.537,förbundsland,0.496,constitutionen,0.488,paristraktaten,0.496
46,bestraffa,0.709,domarena,0.546,schah,0.536,pariserfreden,0.496,inkonstitutionelt,0.488,dömet,0.496
47,bitterhet,0.709,folkrätt,0.545,styrelseform,0.535,legislativ,0.496,styrelsesystem,0.487,parisertraktaten,0.496
48,folck,0.709,skrifvelsen,0.545,lagbok,0.534,militärorganisation,0.495,obrottsligen,0.487,fyrdelning,0.495
49,sramgäng,0.709,mediation,0.545,rågan,0.534,undantagslag,0.495,krigsförfattning,0.487,sjelfständighetskänsla,0.495
50,undergifwenhet,0.708,minoritet,0.545,riksakt,0.533,arfföljd,0.495,återupplifvandet,0.487,riksenhet,0.495
51,engländarnes,0.708,hänvisning,0.545,apostolisk,0.533,flafweriets,0.494,arfslag,0.486,aktoratet,0.495
52,catholsta,0.708,cortez,0.544,upphäfdt,0.533,dissenterlag,0.494,grundlagsstadgande,0.486,föreningsfördrag,0.494
53,sturle,0.706,vårdare,0.544,styrelsesätt,0.532,höghetsrätt,0.494,nationalitetsprincip,0.486,unionsfientliga,0.493
54,konvention,0.706,monarki,0.543,invasion,0.531,instiftande,0.493,berlintraktaten,0.486,militärlag,0.493
55,ohörd,0.706,lagstiftare,0.543,franklike,0.531,tullsystem,0.493,stiftning,0.486,allenastyrelse,0.492
56,försämra,0.705,instructioner,0.543,krigslag,0.53,kommunall,0.492,wienerkongressen,0.486,inkonstitutionelt,0.492
57,beflutet,0.705,fördrag,0.543,pärskap,0.529,centralmakt,0.492,paristraktaten,0.485,konstitutionell,0.492
58,förfarande,0.704,omstörtning,0.542,kriminallag,0.529,augustenborgaren,0.492,militärlag,0.485,nationalkarakter,0.492
59,förgäten,0.704,jemnlikhet,0.542,deputeradekammare,0.529,regentskap,0.491,envåldsmakt,0.485,oförenlighet,0.491
60,grundlägga,0.704,mosaisk,0.541,regeringssätt,0.529,wallag,0.491,parlamentarism,0.484,författningsbestämmelse,0.491
61,basis,0.704,demokratisk,0.54,skyddsmakt,0.528,kurhessen,0.491,klassval,0.484,arfslag,0.49
62,förhallande,0.704,demagogisk,0.54,förbundsförsamling,0.528,successionsordning,0.49,fyrdelning,0.483,likbetydande,0.49
63,eftertrycklig,0.704,tullsystem,0.54,wienertraktaten,0.527,civiläktenskap,0.49,patentlag,0.483,brottmålslag,0.49
64,upprättelse,0.704,krigsförklaring,0.539,milieu,0.527,tullparlamentet,0.49,själfdeklaration,0.482,nationalitetsprincip,0.489
65,nödwändighet,0.704,dekretera,0.538,riksdagsbeslut,0.526,constitutionella,0.49,rättsgrundsats,0.482,nordförbundet,0.489
66,emi,0.703,klausul,0.538,grundlagen,0.525,konungamakt,0.49,suspensiv,0.482,nomförande,0.489
67,enstämmig,0.703,oafhängig,0.538,återupprättande,0.525,skattevägran,0.49,monarkisk,0.482,constitutionella,0.488
68,wacklande,0.703,utstyra,0.538,andemening,0.525,respekterande,0.49,unionskonung,0.481,föreningsfrihet,0.488
69,defensiv,0.702,forslag,0.538,palladium,0.525,valreform,0.487,korollarium,0.48,arméfråga,0.488
70,missnöjd,0.702,uttryckelig,0.538,sedvana,0.524,septennatet,0.487,blikens,0.479,skiljedomstraktat,0.487
71,republikan,0.702,monopolier,0.537,ministére,0.524,författningsstrid,0.486,föreningsfrihet,0.479,oemotsägligen,0.487
72,verksam,0.702,1720,0.537,tractaten,0.524,konkordat,0.486,undantagslag,0.479,återupplifvandet,0.487
73,bleswe,0.702,i83o,0.537,statsinrättning,0.523,lag,0.486,parisfördraget,0.478,monarkisk,0.486
74,doch,0.702,adelskap,0.537,utskottsbetänkande,0.523,allenastyrelse,0.486,oförenlighet,0.478,påfvestolen,0.486
75,werkställande,0.702,afskaffa,0.537,kyrkolag,0.522,oförkränkt,0.486,nationalkarakter,0.478,berlintraktaten,0.486
76,rättfärdig,0.701,tractaten,0.537,dekretera,0.522,styrelsesätt,0.486,billighetskänsla,0.477,grundlagsbud,0.486
77,oafhängighet,0.701,antogo,0.537,månggifte,0.522,eganderättens,0.485,statsorganism,0.477,tractaten,0.485
78,flika,0.7,krigslag,0.537,demagogisk,0.521,novembertraktaten,0.485,maktförhållande,0.476,nationalära,0.485
79,angifwaren,0.7,rättsenlig,0.537,angelägenheterne,0.521,trosfrihet,0.485,åtskiljande,0.475,benådningsrätt,0.485
80,alliance,0.699,constitutionen,0.536,regeringsform,0.521,enväldig,0.484,styrelseform,0.475,regeringsprogram,0.484
81,undanrödja,0.699,högvördig,0.536,afwäpning,0.521,försäljningslag,0.484,pressfrihet,0.475,regeringsform,0.484
82,anstälde,0.699,proklamera,0.536,sydtysk,0.521,nordförbundet,0.483,tankesätt,0.475,statsform,0.483
83,pästynda,0.699,försvarsverk,0.536,reorganisera,0.521,londonerprotokollet,0.482,triumvir,0.474,venstermajoriteten,0.483
84,fördrag,0.698,förflaget,0.536,pärs,0.52,församlingsfrihet,0.482,nationalrepresentation,0.474,omstöpning,0.483
85,högfärd,0.698,grundsats,0.536,lagförändring,0.52,konsumtionsskatt,0.482,statsform,0.474,statslag,0.483
86,hölt,0.698,beherrskare,0.535,reformförslag,0.52,proklamering,0.482,militärorganisation,0.473,likställande,0.482
87,upror,0.698,framställdt,0.535,omstörtning,0.52,föreningsakt,0.482,likbetydande,0.473,föranstaltning,0.482
88,aldenstund,0.698,föreskrifvet,0.535,konstitutionell,0.52,landsherre,0.482,kampministär,0.473,urgera,0.482
89,helvetista,0.697,bundsförvandt,0.535,ståthållarskap,0.519,krigslag,0.482,kriminallag,0.473,blodbesudlad,0.482
90,hitintills,0.697,konstitutionell,0.535,ziirich,0.519,nordslesvigs,0.481,tilläggsbestämmelse,0.473,kåranda,0.482
91,tilltagsen,0.697,formel,0.535,fredsförslag,0.519,värnpligten,0.481,grundprincip,0.473,suspensiv,0.481
92,wädliga,0.697,konungamakt,0.534,ideerna,0.519,handelslagstiftning,0.481,riksenhet,0.473,enkammarsystem,0.481
93,ultimatum,0.697,tilsätta,0.534,jemnlikhet,0.518,suveränitet,0.481,statsoch,0.472,parisfördraget,0.481
94,jury,0.696,äntligen,0.533,protestantism,0.518,oppositionel,0.481,arméfråga,0.472,tankesätt,0.481
95,owäntade,0.696,värfning,0.532,helstat,0.518,constitutionen,0.481,samhällsmakt,0.472,grundlov,0.481
96,tradition,0.695,aristokrati,0.532,grundlagsförslag,0.518,regeringeu,0.481,regeringskommission,0.472,parlamentarism,0.481
97,constitution,0.695,upprätthållande,0.532,konkordat,0.518,garantilag,0.481,augustenborgaren,0.472,häfdandet,0.481
98,ästadkommit,0.695,1812,0.531,throntal,0.518,unions,0.48,rättsprincip,0.472,enhetsstat,0.481
99,markis,0.695,magternas,0.531,chaos,0.518,maktställning,0.48,öfvergångsform,0.471,nordslesvigs,0.481
