,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
37,faststäldt,0.83,afgifwit,0.624,tscherning,0.52,uppfordran,0.505,davitts,0.484,rundskrifvelse,0.511
38,förläna,0.829,ogiltig,0.624,gravamen,0.52,ultramontanerne,0.505,venstertidningar,0.482,mellanstaternas,0.511
39,mistbruk,0.829,inrikesminister,0.624,underkänd,0.519,legitimistiske,0.505,silfverlagen,0.482,bewer,0.51
40,uttag,0.828,afstaffande,0.624,regeringsbeslut,0.518,ferrys,0.504,ungczechiska,0.482,boulangistisk,0.51
41,öfwerlemnad,0.828,kommittéen,0.624,tillintetgörelse,0.518,wienerfördraget,0.504,motförslag,0.482,davitts,0.51
42,sednares,0.828,thurgau,0.624,invänningar,0.518,regeringspresident,0.503,rundskrifvelsen,0.481,liebknechts,0.51
43,syftning,0.828,lopez,0.623,folkting,0.517,stangska,0.503,skollagsförslag,0.481,woestyne,0.509
44,fattigförsörjning,0.827,förflaget,0.623,skatteförenklingsfrågan,0.517,nationalgard,0.502,varningsord,0.481,hovell,0.509
45,athen,0.827,sandegren,0.623,aflätit,0.517,windthorst,0.501,uttalande,0.481,jacobinis,0.509
46,committé,0.827,majt,0.622,uppegga,0.517,förtroendevotum,0.5,thivrier,0.48,nttalat,0.509
47,intereste,0.827,fölgde,0.622,kränkning,0.516,reformförslag,0.5,tillvitelse,0.48,landldagen,0.509
48,närwarandc,0.827,rättig,0.622,conselj,0.516,tillbakawisade,0.5,anatema,0.479,millevoye,0.509
49,zoh,0.826,engclste,0.621,klagomäl,0.516,majlagarne,0.499,landldagen,0.479,motdrag,0.508
50,söndring,0.826,tarragona,0.621,petition,0.516,kontrasignation,0.499,unionsförslag,0.479,rickert,0.508
51,dunsta,0.826,formligen,0.62,anarkist,0.515,mihtroendevotum,0.499,pariserfördraget,0.479,protestation,0.508
52,tribunal,0.826,upphäfwande,0.62,holsteinsta,0.515,kultusministerns,0.499,anklagelse,0.479,anathema,0.507
53,fér,0.826,asigter,0.62,misstroendevotum,0.513,encyklika,0.499,polisförbud,0.478,regeringstidning,0.507
54,orättwisa,0.825,ofalia,0.62,försonlig,0.513,herdebref,0.499,slutmening,0.478,anklagelseskrift,0.506
55,tribunat,0.825,gradation,0.62,utmaning,0.513,partimanöver,0.498,afrådt,0.478,thévenet,0.506
56,hitintils,0.825,pedres,0.619,införlifwande,0.513,regeriugen,0.498,tilläggsförslag,0.477,clémenceaus,0.505
57,fylleri,0.825,försvarsskrift,0.619,provincialständerna,0.512,dufaures,0.498,meningsyttring,0.477,parnellitiska,0.505
58,lausanne,0.825,quiroga,0.619,moldaus,0.512,ordskifte,0.498,demonstra,0.477,thivrier,0.505
59,tilfallen,0.825,tyrannisk,0.618,aftonplenum,0.512,oförtydbar,0.498,förklaring,0.477,invektiv,0.504
60,ikal,0.824,hänvisning,0.618,budstap,0.512,statslag,0.498,genomdrifvits,0.476,prestwäldet,0.504
61,tiben,0.824,magterne,0.618,förkastadt,0.512,instämmande,0.497,anathema,0.476,thouvenels,0.504
62,despot,0.824,oförtäckt,0.618,motvigt,0.512,cirkulärskrifvelse,0.497,klagomål,0.476,tacksägelseadresser,0.504
63,förwäg,0.824,straffbestämmelse,0.617,vestmakternas,0.512,utvisning,0.496,nationalgard,0.476,svars,0.504
64,redowisning,0.824,rigtas,0.617,katholikerna,0.511,uttaladt,0.495,reklamation,0.475,cassagnacs,0.503
65,deröfwcr,0.824,compagniet,0.617,ministeriel,0.511,regeringsledamot,0.495,parnellitiska,0.475,grousset,0.503
66,secler,0.824,actor,0.616,asgifna,0.511,anklagelse,0.495,boulangisten,0.475,spenersche,0.502
67,011,0.823,directorium,0.616,reformbill,0.511,lyckönsknings,0.495,balfours,0.475,aunay,0.502
68,wisad,0.823,föredragande,0.616,arresteringsorder,0.511,paristraktaten,0.495,förmaningstal,0.474,allg,0.502
69,altona,0.823,dagorder,0.616,guizots,0.51,leonhardt,0.495,parnelliternas,0.474,boulangisten,0.502
70,upplyft,0.823,pärs,0.616,centralmakt,0.51,författningspartiet,0.495,resolutionsförslag,0.474,1529,0.501
71,befullmäktiga,0.823,preutzen,0.615,barrots,0.509,klandervotum,0.495,nelleman,0.474,carrel,0.501
72,otillbörlig,0.823,nögde,0.615,preutzen,0.509,defensivallians,0.494,anum,0.473,pariserfördraget,0.501
73,cfter,0.822,qwarblifwande,0.615,bannstråle,0.509,schmerling,0.493,förkastelsedom,0.473,insidiös,0.501
74,brudgum,0.822,framställdt,0.615,krigsorsak,0.509,regeringsåtgärd,0.493,ogillande,0.472,tillbakawisade,0.501
75,polsta,0.822,förgriplig,0.615,östg,0.509,mensamma,0.492,unionsrevision,0.472,injurieprocess,0.501
76,öfwerenskommit,0.822,anklagare,0.615,remitterande,0.508,arfsanspräk,0.492,klandervotum,0.472,laguerre,0.5
77,enträgen,0.822,etrurien,0.615,förpligtadt,0.508,ständerförsamling,0.492,antisocialistisk,0.472,venstertidningar,0.5
78,texel,0.822,förutsägelse,0.615,belgierne,0.507,kysslands,0.491,tacksägelseadresser,0.472,bovio,0.5
79,böneskrift,0.822,justitieminister,0.615,interimsregering,0.507,vädjan,0.491,opinionsstorm,0.472,högerbladen,0.5
80,krigisk,0.821,öfwerlemnat,0.614,etrurien,0.507,allivarliga,0.491,afbållit,0.472,doknmenter,0.5
81,elfwen,0.821,klausul,0.614,konkordat,0.507,mellanstaternas,0.491,andragande,0.472,nigras,0.5
82,ingenieur,0.821,vororten,0.614,intervention,0.507,afwoghet,0.491,gambettistiska,0.472,kreuz,0.5
83,enstämmig,0.821,finansminister,0.614,nppträdt,0.506,oldenburgare,0.49,katholikerne,0.471,filippik,0.499
84,motto,0.821,upphäfde,0.613,schwarzenberg,0.506,duvernois,0.49,ermeland,0.471,irredentistiska,0.499
85,kror,0.82,mole,0.613,funné,0.506,folkförsamling,0.49,possumus,0.471,ofelbarhetsdogm,0.499
86,farsot,0.82,dtr,0.612,synod,0.506,grövy,0.49,reichsbote,0.471,mothugg,0.498
87,åsyfta,0.82,helvetista,0.612,aflade,0.505,bannstråle,0.49,boulangistisk,0.47,dementi,0.498
88,robertson,0.82,ägtenstap,0.612,badiska,0.505,medgiswanden,0.49,motskrift,0.47,utlåtelse,0.498
89,tilfredsställelse,0.82,åtal,0.612,dallas,0.505,chesnelong,0.489,tadelvotum,0.47,gariska,0.498
90,ckt,0.82,preusten,0.611,krigsförvaltning,0.505,reservation,0.489,hemställning,0.47,bemedlingsförsök,0.498
91,medwerka,0.819,omförmäldte,0.611,instructioner,0.505,krigsförklaring,0.489,programtal,0.47,ungczechiska,0.497
92,ant,0.819,calatrava,0.611,proclamation,0.505,ministrarno,0.489,repressiv,0.47,laisant,0.497
93,utgängne,0.819,dekreter,0.611,fredsvilkor,0.505,undertecknarne,0.489,autoriteternas,0.469,cirkulärnote,0.497
94,sallstapet,0.818,marocko,0.611,jämwal,0.504,fnrst,0.488,omstörtningspartierna,0.469,polisförbud,0.497
95,gsr,0.818,congressen,0.611,neutralitetsförklaring,0.503,castelars,0.488,laboucheres,0.469,fontane,0.497
96,palen,0.818,lagbok,0.611,utlätandet,0.503,undantagslag,0.488,tvångsförsäkring,0.468,antisocialistisk,0.497
97,hinderlig,0.818,promemoria,0.611,gradation,0.503,hofsam,0.487,regeringe,0.468,woeste,0.497
98,afwika,0.818,amendement,0.611,utöfwas,0.503,mazzinisterna,0.486,paredes,0.468,basly,0.497
99,inrätt,0.817,krigsfiskal,0.61,befwarades,0.503,septemberkonventionen,0.485,garantimakt,0.468,talarno,0.497
