,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
70,äfveu,0.734,afhjelpandet,0.524,säkringarpå,0.421,halfkredit,0.456,öfvertagare,0.474
71,skattdragande,0.733,tidspillan,0.524,fartygslast,0.42,aktierätt,0.456,förkunskap,0.474
72,motsvarande,0.733,betydeliga,0.524,skab,0.42,vikor,0.455,vinstå,0.473
73,hvitbeta,0.733,produktivitet,0.523,lifforsäkringar,0.419,fioge,0.455,föreningskassa,0.473
74,sjellva,0.733,tillintetgörande,0.523,alslutar,0.419,premieåterbetalning,0.455,lifslid,0.473
75,obligationerne,0.733,jernvägslånet,0.523,vinstandel,0.419,afgilter,0.454,sjöför,0.473
76,obestridligen,0.732,föranledande,0.523,risque,0.418,fripolis,0.454,fioge,0.473
77,restriktion,0.732,fabrikanterne,0.523,hetalar,0.418,hushållsförbrukning,0.454,lifråntor,0.472
78,vinstgifvande,0.732,fluktuation,0.523,bcfullmäktigadt,0.417,premiema,0.454,aktior,0.472
79,driffjäder,0.732,handelsgren,0.522,befullinäktigade,0.417,ntgifter,0.454,jordbrnk,0.472
80,vanart,0.732,ullproduktion,0.522,lifränte,0.417,lifforsäkringar,0.454,inteckningsbelopp,0.471
81,preussare,0.732,förvånande,0.522,liiförsäkring,0.417,försäkrin,0.453,groningsförmåga,0.471
82,pålaga,0.732,öfversteg,0.522,lifförsiikringar,0.417,lifsfall,0.453,regress,0.471
83,materiel,0.732,förvållande,0.522,bodmeripenningar,0.417,nedbringande,0.453,järnvägsdrift,0.471
84,derförutan,0.731,skiljedomare,0.521,blixtantändning,0.417,affärsbolag,0.453,dekort,0.47
85,detri,0.731,jemvigten,0.521,försäkringsbref,0.416,omkostning,0.453,peknniära,0.47
86,lömsk,0.731,försämring,0.521,befullrnägtigade,0.416,llfförsäkringar,0.452,monopolist,0.47
87,pappersmynt,0.731,såker,0.521,örsäkring,0.415,födoråd,0.452,äfwentyras,0.47
88,afväga,0.731,bedrifvas,0.521,hefullmäktigade,0.415,lifränteförsäkringar,0.452,vinston,0.469
89,andamål,0.731,innevånarnes,0.52,äskeld,0.415,biförtjänst,0.452,tillgodohafvanden,0.469
90,obehöflig,0.731,skuldsatt,0.52,ofvanuämda,0.415,landtkommunerna,0.451,sörluster,0.469
91,förökning,0.73,nyssnämda,0.52,berala,0.415,afgitten,0.451,lifsmedelsbeskattningen,0.468
92,prisförändring,0.73,rättvisligen,0.52,försäkringspolice,0.414,lilförsäkringar,0.451,lessa,0.468
93,tullbevakning,0.73,internationell,0.52,brandoch,0.414,fastighetsinteckning,0.451,gastillverkning,0.468
94,indrägtig,0.73,kreditanstalt,0.52,varuegarne,0.414,liftörsäkringar,0.45,bodmerler,0.468
95,landsplåga,0.73,arbetskostnad,0.52,afalutar,0.414,fordelaktig,0.45,hejdande,0.468
96,horgen,0.73,hanseende,0.52,reassurans,0.414,kasseförsäkringar,0.45,statsmagten,0.468
97,ofrige,0.73,utöfvandet,0.519,ryanäs,0.414,isrand,0.45,lockmedel,0.468
98,hildning,0.73,tvistepunkt,0.519,öfversteg,0.414,littörsäkring,0.45,ömsesidighetsbolag,0.468
99,lycksökeri,0.73,frigifning,0.519,förlast,0.413,hodmerier,0.45,biförtjänst,0.467
