,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
46,statsförvaltning,0.809,declaration,0.686,folkrättslig,0.563,occupation,0.526,sredswilkoren,0.54
47,krigstillstånd,0.808,konsequent,0.686,statsrättslig,0.563,sredswilkoren,0.526,rumilien,0.539
48,slapphet,0.808,fortvara,0.686,arfsföljden,0.562,vestmagterna,0.525,helstatsförfattning,0.539
49,återbringa,0.808,betänksamhet,0.686,konsolidering,0.561,återupprättadt,0.525,finanskontroll,0.538
50,förslösa,0.808,fredsvilkor,0.686,financiel,0.56,signatärmakt,0.525,paristraktaten,0.538
51,dtr,0.808,vänning,0.685,rättande,0.56,stefanotraktaten,0.524,unionsförhållandet,0.537
52,förfogande,0.808,eventuel,0.684,fördragen,0.559,helstatsförfattning,0.522,nationalitetsprincip,0.537
53,tvistighet,0.807,grundfel,0.683,författningsfråga,0.559,pragerfreden,0.522,supremati,0.537
54,oafbrutna,0.807,montenegrinsk,0.682,peiska,0.558,andrassys,0.522,augustenborgaren,0.536
55,social,0.807,berättigad,0.682,hufvudändamålet,0.558,augustenborgaren,0.521,nordförbundet,0.536
56,skonsam,0.807,organisering,0.682,ockupering,0.558,supremati,0.521,rumeniens,0.535
57,vårdare,0.806,widhälla,0.681,höghetsrätt,0.558,alliansfördrag,0.52,oförkränkt,0.535
58,envisas,0.806,påtänka,0.681,rekonstruktion,0.558,nationalitetsprincip,0.52,signatärmakt,0.535
59,omstörtning,0.806,förpligtadt,0.681,septemberfördraget,0.558,defensiv,0.52,konkordat,0.534
60,envishet,0.806,maktspråk,0.681,neutralitetsförklaring,0.558,unionsförhållandet,0.52,kollektivnot,0.534
61,förberedt,0.806,osterrike,0.68,deakpartiet,0.558,nordförbundet,0.52,riksförfattning,0.534
62,afstanna,0.806,fastställande,0.68,turinerkabinettet,0.557,konkordat,0.52,stefanotraktaten,0.534
63,samverka,0.804,erkännt,0.679,fortvaro,0.557,tremaktsförbundets,0.519,andrassys,0.533
64,förenkling,0.804,statsform,0.679,geerska,0.557,stormagternas,0.519,nillandet,0.533
65,allvarligen,0.804,laglighet,0.679,nordförbundet,0.557,oförkränkt,0.519,arméfråga,0.532
66,öfverilning,0.804,skatteförenkling,0.679,skyddsvakt,0.557,pacifikation,0.519,miuistéren,0.532
67,verkställbar,0.804,englands,0.679,förbundsfördrag,0.556,fredsslut,0.518,autonomi,0.531
68,försvinnande,0.804,motväga,0.679,statsenhet,0.556,parisfördraget,0.518,maktfördelning,0.53
69,förevänning,0.804,nögde,0.678,återinförande,0.555,bessarabiens,0.517,pragerfreden,0.53
70,begränsning,0.803,ärftlighet,0.678,konstituering,0.555,förpligtadt,0.516,förbundsexekution,0.53
71,attentat,0.803,kungsord,0.678,pragerfreden,0.555,annam,0.516,unionelia,0.529
72,regeringssystem,0.803,oundwikligt,0.678,ästädningssätt,0.555,ståthållarskap,0.516,krigspolitik,0.528
73,ideerna,0.803,eventuell,0.677,tryggande,0.555,wapenstilleständet,0.516,penningväsen,0.527
74,rättsenlig,0.802,mobilisering,0.677,bessarabiens,0.555,guldfot,0.515,pacifikation,0.527
75,solidarisk,0.802,lagtolkning,0.677,tullgräns,0.555,nillandet,0.515,diskontohöjning,0.527
76,statsskick,0.802,ögnablicket,0.677,krigel,0.555,personalunion,0.515,turinerkabinettet,0.526
77,ministérens,0.802,fail,0.677,representationsform,0.554,miuistéren,0.514,förkonferens,0.526
78,tviflade,0.802,statssystem,0.677,handelsbalans,0.554,cirkulärnote,0.514,förpligtadt,0.526
79,ingifver,0.802,återinsätta,0.677,ståthållarskap,0.554,vicekung,0.514,suveränitet,0.525
80,eftersträfva,0.802,wienska,0.677,annullering,0.554,ständerförsamling,0.513,biläggning,0.525
81,häktning,0.802,rättmätighet,0.677,förtryckande,0.554,lauenburgs,0.512,cirkulärnote,0.525
82,pånyttfödelse,0.801,öfverflygla,0.676,furstedömet,0.553,förbundsbeslut,0.512,alliansfördrag,0.524
83,styrelseform,0.801,finaneiella,0.676,krigsskadeersättning,0.553,ståthållareskapet,0.512,fredsförslag,0.524
84,dogm,0.801,afwäpning,0.676,londonertraktaten,0.553,maktfördelning,0.512,bessarabiens,0.524
85,folkrörelse,0.801,utrotande,0.676,författningslag,0.553,unionelia,0.512,nationalkongress,0.524
86,rådgifvande,0.8,sturle,0.676,stefanotraktaten,0.553,autonomi,0.511,mellaneuropeisk,0.524
87,detaljeradt,0.8,grundlagsändring,0.676,afväpning,0.552,wienertraktaten,0.511,påfvestolen,0.524
88,tillbakavisa,0.8,upphäswande,0.675,novembertraktaten,0.552,provisorium,0.511,militärkonvention,0.523
89,önskelig,0.799,vapenplats,0.675,mairernas,0.551,utjemningen,0.51,utrikesministerfrågan,0.523
90,öfverändakasta,0.799,grundande,0.675,öfvergångsperiod,0.551,arméfråga,0.51,statsordning,0.523
91,constitutionel,0.799,diplomatik,0.675,sedelutgifningsrätten,0.551,nationalkongress,0.51,kieltraktaten,0.523
92,spant,0.799,skiljedomare,0.675,rättsskipning,0.55,krigel,0.509,vicekung,0.523
93,monopolier,0.799,biläggande,0.675,ståthållareskapet,0.55,förkonferens,0.509,defensivallians,0.522
94,fiendtlighet,0.799,representativ,0.674,banklag,0.55,trippelallians,0.508,krigel,0.522
95,bokstaflig,0.799,tillintetgörande,0.674,berlinkongressen,0.55,turinerkabinettet,0.508,parisfördraget,0.522
96,fiendskap,0.799,uraktlätenhet,0.674,syndikat,0.549,författningsfråga,0.508,wapenstilleständet,0.521
97,öfvervigt,0.798,styrelsesätt,0.674,mellanrikslagen,0.549,biläggning,0.508,personalunion,0.521
98,reformera,0.798,obrottslig,0.673,jemvigten,0.549,fredsförslag,0.508,notvexlingen,0.521
99,oaflåtligen,0.798,omstöpning,0.673,integritet,0.549,österrikiskungerska,0.508,defensiv,0.52
