,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
85,legitimist,0.609,jemlikheten,0.544,afkomlingarne,0.536,prestige,0.511,feodalism,0.529
86,slafveri,0.609,oriental,0.544,beherrskare,0.536,muhamedanske,0.51,förtryckande,0.529
87,evig,0.609,mecenat,0.544,medeltida,0.536,ockupationshären,0.51,herrawälde,0.529
88,beträdt,0.609,buonapartes,0.544,legoknekt,0.536,skyddsvälde,0.51,servilism,0.529
89,föredöme,0.609,kaukasien,0.543,lijertan,0.535,okränkt,0.51,försvarande,0.528
90,konstitutionel,0.609,vapenmakt,0.543,demagogi,0.535,uppsvinga,0.51,tygelse,0.528
91,tomhet,0.608,kufva,0.542,påfvisk,0.535,tyskhet,0.51,lierskare,0.528
92,motväga,0.608,stabilitet,0.542,nimbus,0.534,sjelfbeskattningsrätt,0.51,själftagna,0.528
93,hvälfning,0.608,öfvervigt,0.542,primat,0.534,efterverkning,0.509,gränsprovins,0.528
94,laglydig,0.608,impopulär,0.542,banatet,0.533,lydstat,0.509,partilidelse,0.528
95,föreningspunkt,0.608,barbar,0.541,museimanska,0.533,separatfred,0.509,legoknekt,0.527
96,slughet,0.607,återförena,0.541,hufvudhår,0.533,bosnier,0.509,hersklystnad,0.527
97,sträfvande,0.607,omedgörlig,0.541,militärvälde,0.533,ockupationstrupp,0.509,intrigör,0.527
98,elium,0.607,universell,0.541,oansvarig,0.532,försoffa,0.509,revolutionera,0.527
99,råhet,0.607,afsvärja,0.541,trippelallians,0.532,kullkastande,0.509,upprorsanda,0.527
