,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
24,dageligcn,0.831,dagbok,0.678,pius,0.554,krigsår,0.512,menniskoslägte,0.514,förhistorisk,0.522,orgelbyggeri,0.53
25,bestämmelse,0.83,grekista,0.678,skakning,0.553,tiderymd,0.509,medeltid,0.513,kvarlefva,0.52,literaturs,0.528
26,enstildta,0.83,medeltid,0.677,hedendom,0.553,fortlefva,0.509,menniskoålder,0.512,släktled,0.513,fortlefde,0.527
27,declaration,0.83,1796,0.676,naturforskare,0.552,skaplynne,0.505,bragdrik,0.512,studieår,0.51,verldshändelse,0.526
28,foglig,0.83,uller,0.676,grassera,0.551,omhvälfning,0.504,hedendom,0.51,kejsartid,0.509,årtusen,0.526
29,omöjeligt,0.829,mälning,0.675,hymn,0.551,tradition,0.503,romarnes,0.509,människoslägtet,0.507,själslifvets,0.525
30,fältmarskalk,0.829,trick,0.675,österländsk,0.549,revolution,0.501,afkomlingarne,0.508,blomstringsperiod,0.504,människoslägtet,0.524
31,upsöka,0.829,arbor,0.675,landsflykt,0.548,samhällsskick,0.499,återuppståndelse,0.507,hedenhös,0.504,verldshistoriens,0.524
32,convoy,0.829,bruzelii,0.673,grunddrag,0.548,vändpunkt,0.498,sextonde,0.506,fenicier,0.504,halfsekel,0.521
33,florera,0.829,omständlig,0.673,tidskifte,0.546,alltifrån,0.497,heden,0.506,verldshistoriens,0.502,förhistorisk,0.519
34,diva,0.829,mann,0.673,beskrifvit,0.545,jemvigt,0.497,fornfynd,0.504,heden,0.502,fenicier,0.518
35,tidningspapper,0.829,sälics,0.671,edinburgh,0.544,försvunno,0.497,beherrskare,0.503,sagotid,0.5,kejsartid,0.517
36,lagstiftning,0.828,swenff,0.667,frihetstid,0.544,hvälfning,0.497,stenålder,0.503,boyie,0.5,slägtled,0.516
37,suite,0.827,predikning,0.665,palmblad,0.543,landstego,0.495,frihetskrig,0.502,arisk,0.498,verldshistorisk,0.516
38,sanna,0.827,läljes,0.665,indianerne,0.543,drama,0.495,voren,0.501,hednatid,0.498,arisk,0.515
39,utrymma,0.827,försia,0.664,europas,0.542,adertonde,0.495,vikingatid,0.501,bronsålder,0.497,urinvånare,0.515
40,acki,0.826,edition,0.663,rossini,0.541,verldsdel,0.495,konungaätt,0.501,härskare,0.496,hänsvunnen,0.515
41,bleswe,0.825,öfwersättning,0.662,obeskriflig,0.54,bålverk,0.492,idealistisk,0.5,romarnes,0.493,1600talet,0.515
42,blockera,0.825,forntid,0.662,pompös,0.54,hinsida,0.492,wienerkongressen,0.5,dradet,0.492,revolutionsår,0.515
43,eskader,0.825,tidningspapper,0.659,framskriden,0.539,södern,0.492,folkvandring,0.499,kalmarunion,0.491,upplösningsprocess,0.515
44,rof,0.825,ryck,0.658,jultid,0.538,tidehvarf,0.492,framfaren,0.499,juliansk,0.491,människoålder,0.513
45,wanstap,0.824,utters,0.656,omarbeta,0.537,tidskifte,0.492,tiderymd,0.498,revolutionsår,0.49,gabelsbergerska,0.511
46,aflägsna,0.824,skaldestycke,0.656,nionde,0.536,mansålder,0.491,spektralanalys,0.498,literaturs,0.49,fredagsberättelse,0.51
47,hwarjc,0.824,uplagan,0.656,forntid,0.536,napoleonska,0.491,hednisk,0.498,årtusen,0.49,fredsår,0.51
48,genie,0.823,bidrag,0.656,kompl,0.536,rättsbegrepp,0.491,himmelsstreck,0.496,slägtled,0.489,1611,0.51
49,bekantskap,0.823,målning,0.655,kraus,0.536,syndaflod,0.491,arisk,0.495,urinvånare,0.489,härskare,0.51
50,ism,0.822,utterö,0.655,1786,0.535,framfaren,0.49,befrielsekrig,0.494,frihetskamp,0.488,dradet,0.51
51,john,0.822,lärorik,0.655,folksång,0.535,arena,0.488,skråtvång,0.493,tändnålsgeväret,0.487,tidehvarfvet,0.51
52,fiss,0.822,romersk,0.654,alltifrån,0.534,reproduktion,0.488,samhällslära,0.492,statssystem,0.487,kejsaredömets,0.509
53,svara,0.822,ordbok,0.653,bourbonska,0.534,statsreligion,0.488,hänsvunnen,0.492,tidsålder,0.487,bronsålder,0.509
54,afrest,0.822,botanik,0.652,romantisk,0.534,skandinavism,0.486,sydafrikansk,0.492,ruriks,0.486,ärhundradet,0.509
55,maas,0.821,läsebok,0.652,resebeskrifning,0.534,statshvälfning,0.486,glansperiod,0.492,1860talet,0.486,sagotid,0.508
56,fotter,0.821,armöe,0.649,pittoresk,0.534,äflande,0.486,retorik,0.491,korsfarare,0.485,tändnålsgeväret,0.508
57,oagtadt,0.821,boklador,0.649,betydelsefull,0.533,sjuttonde,0.485,epokgörande,0.491,blomstringstid,0.484,petrificera,0.508
58,sself,0.821,upprorisk,0.649,morgonrodnad,0.532,folkvälde,0.485,frihetstid,0.491,petrificera,0.484,1860talet,0.506
59,bistop,0.821,walda,0.648,koria,0.532,civilisera,0.485,tideräkning,0.491,1700talet,0.484,kulturutveckling,0.506
60,uptäckt,0.821,galenskap,0.647,brukbarhet,0.532,barbar,0.484,grundpelare,0.491,waldenserna,0.483,utvecklingsgång,0.506
61,pachan,0.821,union,0.647,columbus,0.532,barbari,0.484,camorra,0.49,tidräkning,0.483,utvecklingsskede,0.505
62,bataillen,0.82,historisk,0.647,gestalt,0.531,slota,0.484,räaste,0.489,verldshistorien,0.482,vandringsår,0.504
63,utsända,0.82,utkast,0.646,generation,0.531,hårdnackadt,0.482,boccaccio,0.489,sorgedag,0.481,halfseklet,0.504
64,ense,0.82,revolution,0.646,filosofi,0.531,åratal,0.482,thiele,0.488,verldskarta,0.481,människosläkte,0.503
65,förswarare,0.82,bulletin,0.646,förnedring,0.53,fälttåg,0.481,vanslägtats,0.487,uppfan,0.481,kulturperiod,0.503
66,stallning,0.819,tidningsblad,0.646,kejsardöme,0.529,period,0.481,ärhnndrade,0.487,mångomskrifna,0.479,folkfantasi,0.503
67,fordne,0.819,bauer,0.646,härstamma,0.529,herradöme,0.481,statssystem,0.487,hänsvunnen,0.479,ärhundraden,0.503
68,storherren,0.819,uplaga,0.645,mottogo,0.529,absolutism,0.481,regeringstid,0.486,jätteverk,0.477,ntveckling,0.503
69,förhatlig,0.819,säljcs,0.644,underverk,0.529,föreställningssätt,0.48,årtusen,0.486,menniskooffer,0.477,1500talet,0.503
70,vänja,0.819,moralisk,0.644,herrskade,0.529,nationalhat,0.479,epok,0.486,epok,0.476,bränvinsmarknaden,0.501
71,mängfaldiga,0.819,lltters,0.643,tropisk,0.528,nittonde,0.479,handelsverlden,0.485,napoleonska,0.475,kalmarunion,0.501
72,triest,0.818,utgängne,0.643,halftannat,0.528,högönsklig,0.478,barbarism,0.485,ärhnndraden,0.475,vesterlandet,0.501
73,unter,0.818,johnson,0.643,innehaller,0.528,sokrates,0.478,krimkrig,0.485,människoålder,0.473,kriminalprocess,0.5
74,osäkerhet,0.818,boklsda,0.641,fiskeri,0.527,korstag,0.477,återuppstå,0.483,fortlefde,0.473,menniskoandens,0.5
75,leta,0.817,litteratur,0.639,schiller,0.527,indianerne,0.476,bjeltar,0.483,forntid,0.473,camorra,0.499
76,dramatisk,0.817,asten,0.639,melodi,0.527,irakier,0.476,epos,0.483,assyrier,0.473,världslitteratur,0.499
77,trots,0.816,disputation,0.638,tiderymd,0.526,omedgörlig,0.476,bålverk,0.483,kejsaredömets,0.472,npplefvat,0.499
78,resolvera,0.816,ideal,0.638,motstycke,0.526,pyreneerna,0.476,storhetstid,0.483,verldshistorisk,0.472,verldsvälde,0.498
79,qwarblifwa,0.816,astronomi,0.638,hednisk,0.526,underkufva,0.475,cid,0.482,urminnes,0.471,utspeladt,0.498
80,vilkor,0.816,hältet,0.637,operett,0.525,franklike,0.475,kulturstat,0.482,käjsardömet,0.47,fortlefvat,0.498
81,lcmnar,0.816,animal,0.637,krönika,0.525,koryfé,0.475,urtillstånd,0.482,tusenårig,0.47,verldskarta,0.498
82,träde,0.816,utarbeta,0.637,kalender,0.525,berusning,0.475,nittonde,0.481,1636,0.47,glansdagar,0.497
83,klagomäl,0.815,förbundsdag,0.637,andres,0.525,kontinuitet,0.475,revolutionskrig,0.481,orgelbyggeri,0.47,uppfan,0.497
84,famillen,0.815,siljes,0.636,karakterisera,0.524,universell,0.474,konstskapelse,0.481,sjuttonde,0.47,heden,0.497
85,aldraminst,0.815,fältherre,0.635,fröjderop,0.524,lifvadt,0.474,storia,0.48,kolonialrike,0.469,jätteverk,0.497
86,lärka,0.815,tilfaller,0.635,innerlighet,0.524,förskrifver,0.474,verldshistoriens,0.48,urtillstånd,0.469,kommunikationsväsen,0.497
87,krossa,0.815,märkwärdiga,0.634,prosaiker,0.524,tankeförmåga,0.474,kulturfolk,0.48,beherrskare,0.469,romandiktning,0.496
88,atstillige,0.815,bibel,0.633,novell,0.523,mohammed,0.474,isländarne,0.479,härstammande,0.469,korsfarare,0.496
89,puls,0.815,faljes,0.633,sorgespel,0.523,kampanj,0.473,saisonens,0.479,aedan,0.469,påfveväldet,0.496
90,universitet,0.815,fäljcs,0.633,sinnebild,0.523,klassik,0.473,sues,0.478,sextonhundratal,0.469,naturtillstånd,0.495
91,cherson,0.815,innchäller,0.633,bedrift,0.523,vulkan,0.472,krigsår,0.478,urtid,0.468,skattadt,0.495
92,mart,0.815,transparent,0.632,minnesbok,0.523,omskapning,0.472,folkoch,0.478,camorra,0.468,skeppsbyggnadskonst,0.495
93,wcrkan,0.815,soult,0.632,hierarki,0.522,folklif,0.472,etnografi,0.478,literator,0.467,återuppvaknande,0.494
94,öfmer,0.815,magnetism,0.632,folkstam,0.522,kejsardöme,0.472,ortodoxi,0.478,menniskoandens,0.467,ruriks,0.494
95,utgä,0.815,lärobok,0.632,profil,0.522,bourbonerna,0.472,kyrkofest,0.478,gallien,0.467,romarnes,0.494
96,klagomal,0.815,flykting,0.632,menniskoslägte,0.522,morgonrodnad,0.472,medeltida,0.478,kriminalprocess,0.467,hednatid,0.493
97,laren,0.814,xii,0.632,attentat,0.522,qvarstår,0.469,häfdatecknare,0.477,revolutionskrig,0.466,granland,0.493
98,berattas,0.814,tolfte,0.632,album,0.522,skamfläck,0.469,menniskooffer,0.477,banérförare,0.466,empirisk,0.492
99,hörr,0.814,nordisk,0.631,oration,0.522,protestantism,0.469,jernåldern,0.476,religionskrig,0.466,boyie,0.492
