,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
44,fransse,0.699,storherren,0.591,minisléren,0.571,centralmakt,0.552,baroda,0.553
45,kommittent,0.699,katholikerna,0.59,kejsare,0.57,nädigste,0.551,förtryckande,0.553
46,wanära,0.698,statsförbund,0.589,savoyiska,0.57,napoleonid,0.551,magts,0.552
47,algiers,0.698,öfverhet,0.589,herskare,0.57,loyala,0.55,integritet,0.552
48,öfverhet,0.698,landsfaderlig,0.588,rikshälft,0.569,höghetsrätt,0.549,käjsare,0.552
49,instructioner,0.697,schah,0.588,tillskyndan,0.569,usurpera,0.548,traktatsenliga,0.551
50,nordist,0.697,faktion,0.587,folko,0.568,thronföljden,0.548,europei,0.551
51,grundsattser,0.697,ståthållarskap,0.587,tronkandidat,0.567,makterne,0.548,khediv,0.55
52,engländarnes,0.697,äterwanda,0.587,stormagternas,0.566,lagstiftningsmakt,0.547,thronföljden,0.55
53,förfwara,0.696,skamfläck,0.586,orleanisterna,0.566,vicekung,0.546,härskare,0.55
54,misstro,0.696,rättstillstånd,0.586,wiirtembergs,0.566,magts,0.546,garantimakt,0.55
55,ärftlig,0.696,innevånarnes,0.586,långmodighet,0.566,tronarfvinge,0.545,förpligtadt,0.548
56,utgifwandet,0.696,makterne,0.585,statsordning,0.566,arfsföljden,0.545,nädigste,0.548
57,preussista,0.695,magternas,0.585,martos,0.565,vasall,0.544,napoleonid,0.547
58,upprorista,0.695,apostolisk,0.585,regentskap,0.564,magier,0.544,kalakaua,0.547
59,härdnackadt,0.695,konvenans,0.585,tractaten,0.564,throner,0.543,herrstare,0.546
60,bajern,0.694,anfallskrig,0.585,oantastlighet,0.564,makt,0.543,stormagter,0.546
61,ästadkommit,0.694,nationaläran,0.584,taikun,0.563,tillbakawisar,0.542,regentfamilj,0.546
62,handelsfördrag,0.694,storherre,0.584,werldslige,0.563,baroda,0.542,mönsterstat,0.545
63,edsförbund,0.693,bundsförwandt,0.584,vasall,0.563,kejsarmakt,0.542,vasall,0.544
64,proclamation,0.693,oinstränkt,0.583,fueros,0.562,supremati,0.542,familjetradition,0.544
65,rigtade,0.692,förpligtelse,0.583,thronföljare,0.562,broderriket,0.541,stormakt,0.543
66,dirigera,0.692,lekboll,0.583,regeriugen,0.562,sultanat,0.541,förbundsstat,0.543
67,murcia,0.691,tillgifwcnhet,0.583,defensivallians,0.562,regeringsmyndighet,0.541,thronföljare,0.543
68,erkänsta,0.691,högsint,0.582,adoption,0.561,stormakt,0.541,bysslands,0.542
69,orättwisa,0.691,befrielsekrig,0.581,tillbakawisar,0.561,stordignitärer,0.541,herskarens,0.542
70,catholsta,0.691,demagogisk,0.581,förtryckare,0.56,förpligtadt,0.541,stordignitärer,0.542
71,engelffe,0.691,motsvarighet,0.581,folkvilja,0.56,diktatorisk,0.54,tronarfvinge,0.542
72,närmarande,0.691,ministrame,0.581,upphöjelse,0.559,familjetradition,0.54,etrurien,0.541
73,dalmatien,0.691,mellanlänk,0.58,khedivens,0.559,declaration,0.539,nationalitetsprincip,0.54
74,qwarblifwande,0.691,oldenburgska,0.58,monsignore,0.559,thronföljare,0.538,avtonomi,0.54
75,bistä,0.691,interessen,0.579,aktift,0.558,areopag,0.538,renegat,0.539
76,stadeständ,0.691,minderårighet,0.578,romagna,0.558,regentinna,0.538,arfsföljden,0.539
77,fredsslut,0.69,oafhängighet,0.578,nationalitetsprincip,0.557,etrurien,0.537,okrönt,0.539
78,religionsfrihet,0.69,fiendtlighet,0.577,ärftlighet,0.557,wienerfördraget,0.537,sultanat,0.538
79,undanbedt,0.69,undantagslag,0.575,kyrkofurste,0.557,taikun,0.537,defensif,0.538
80,beswarades,0.69,afskudda,0.574,usurpera,0.556,avtonomi,0.537,okränkt,0.538
81,kontingent,0.69,fiendskap,0.574,satrap,0.556,maktfullkomlighet,0.537,östrumiliens,0.538
82,föregifne,0.69,ärftlighet,0.574,dynastisk,0.556,adoption,0.536,supremati,0.538
83,herat,0.689,edsförbund,0.574,ärebetygelse,0.556,herskarens,0.536,adoption,0.537
84,magternas,0.689,wienertraktaten,0.574,romanisk,0.556,garantimakt,0.536,throner,0.537
85,status,0.689,enstämmighet,0.573,breussen,0.556,polaekarne,0.536,georgios,0.537
86,wägrar,0.688,religions,0.573,kejsarhus,0.556,östrumiliens,0.535,taikun,0.536
87,mägtiga,0.688,ogudaktig,0.573,emilio,0.556,kompensation,0.535,torten,0.536
88,allwarliga,0.688,oförkränkt,0.572,skiljedomare,0.556,osmanista,0.534,höghetsrätt,0.536
89,fiendtlighet,0.688,dödsstöt,0.572,maktfullkomlighet,0.556,nyskapa,0.534,ministrame,0.536
90,militairista,0.687,rödde,0.572,kullkastande,0.556,bajerns,0.534,statshandling,0.536
91,iordningställa,0.687,återinsätta,0.572,audh,0.555,magters,0.534,ministrarue,0.536
92,samverkan,0.687,thronföljarens,0.572,dahomey,0.555,herskaren,0.533,regentinna,0.535
93,armce,0.687,magter,0.572,kuria,0.555,septemberkonventionen,0.533,bajerns,0.535
94,organisering,0.687,marocco,0.572,sydtyskland,0.555,verkställare,0.533,swenflarnes,0.535
95,äterföra,0.687,krigsförvaltning,0.571,återinträde,0.555,hohenzollernska,0.533,detronisering,0.535
96,preutzen,0.687,makternes,0.571,cisleithanska,0.555,verldsdelens,0.532,lolket,0.535
97,öfverbefäl,0.686,zarens,0.569,rappellera,0.555,allenastyrande,0.532,koburgaren,0.535
98,prägtig,0.686,vestmakternas,0.569,toskana,0.555,unionskonung,0.532,septemberkonventionen,0.535
99,oförtäckt,0.685,fredsförslag,0.569,radama,0.555,suve,0.532,statsöfverhufvud,0.535
