,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
22,konflikt,0.831,framåtskridande,0.594,bättrande,0.571,rättssäkerhet,0.595,kommerciel,0.579
23,öfvermakt,0.83,interesset,0.594,intellektuell,0.571,samhällig,0.594,rättssäkerhet,0.577
24,dessmindre,0.83,samhällsskick,0.592,kommersiel,0.57,ingrepe,0.594,utjämning,0.577
25,genomskåda,0.829,franklike,0.592,esthetiska,0.569,samhällstillstånd,0.592,tidsriktning,0.576
26,envishet,0.829,utopi,0.592,financiella,0.569,jämlikhet,0.59,utilism,0.575
27,intervenera,0.829,vigtigasle,0.589,statsvetenskaplig,0.568,utrikespolitisk,0.59,samhällstillstånd,0.574
28,ingripa,0.829,kontinuitet,0.588,vigligaste,0.568,utilism,0.589,aktuell,0.573
29,energisk,0.828,ideell,0.587,islamitisk,0.567,utvecklingslära,0.588,utrikespolitisk,0.572
30,förklarlig,0.828,omskapa,0.587,ruttenhet,0.566,rationalistisk,0.584,utvecklingslära,0.572
31,häntyda,0.828,egoistisk,0.586,humanism,0.563,ntveckling,0.584,förkofring,0.571
32,jemnlikhet,0.828,feodal,0.586,financiel,0.562,samhällslifvet,0.582,kroppsarbetarnes,0.57
33,föredöme,0.827,gradvis,0.586,likaberättigande,0.562,jesuitism,0.582,samhällsinstitution,0.568
34,despotisk,0.827,hierarki,0.585,moralisk,0.561,aktuell,0.582,fredssakens,0.567
35,kines,0.827,statsskick,0.585,sjelfbestånd,0.561,statsborgerlig,0.581,undervisningssystem,0.565
36,medborgarnes,0.827,föreställningssätt,0.585,decentralisation,0.559,samhällsinstitution,0.581,fredssaken,0.565
37,förvillelse,0.826,absolutism,0.584,socialistista,0.559,socialis,0.581,partilidelser,0.564
38,tvistighet,0.826,individuel,0.583,ideell,0.559,samhällsomstörtande,0.58,samhällsomstörtande,0.564
39,statsskick,0.825,klimatisk,0.583,wärnpligtens,0.557,kulturutveckling,0.578,verldsåsigt,0.563
40,öfvervigt,0.825,ideerna,0.582,katholicismens,0.555,tidsriktning,0.578,sedlig,0.563
41,uppnående,0.825,constitutionella,0.581,proletariat,0.555,financiel,0.578,humanism,0.563
42,fortskrida,0.825,tidehvarfvets,0.579,undergräfver,0.553,sjelfbestånd,0.578,magtställning,0.563
43,kommerciella,0.825,tolerans,0.579,desorganisation,0.553,liskt,0.577,kulturutveckling,0.563
44,personifiera,0.825,omhvälfning,0.579,omgestaltning,0.552,maktfråga,0.576,socialekonomisk,0.563
45,oförvillad,0.824,finansiell,0.579,utopi,0.552,ofrihet,0.575,interesset,0.562
46,förslösa,0.824,samhällsform,0.578,samhällslifvets,0.551,jemlikheten,0.575,samhörighetskänsla,0.561
47,slafvisk,0.824,politisk,0.578,politistt,0.551,statssystem,0.574,sträfvandon,0.561
48,hjelpkälla,0.824,ekonomistt,0.576,fyrdelning,0.55,missriktning,0.572,jämlikhet,0.561
49,eftersträfva,0.824,följdriktig,0.576,frigörelse,0.55,statslifvets,0.572,socialis,0.56
50,voie,0.823,traditionell,0.576,moralitet,0.55,fredsfråga,0.571,samhällig,0.56
51,absolutistisk,0.823,theorier,0.575,centralisation,0.55,kulturell,0.571,valprincipen,0.559
52,öfverilning,0.823,heroer,0.574,ekonomiflt,0.549,samhälls,0.571,bibeltolkning,0.559
53,sympathi,0.822,intrasslad,0.574,interesset,0.549,frihetsidé,0.57,unionspolitiska,0.559
54,organisk,0.821,formation,0.574,litterär,0.549,socialekonomisk,0.569,bimetallism,0.559
55,kommerciel,0.821,särskilja,0.573,ästädningssätt,0.548,samfundsordning,0.569,klasskamp,0.558
56,öfverlägsenhet,0.821,sjelfstyrelse,0.572,federalistisk,0.548,esthetiska,0.569,fredsfråga,0.558
57,insågo,0.82,hierarkisk,0.571,återupprättelse,0.547,undervisningssystem,0.569,jesuitism,0.558
58,handgriplig,0.82,lolket,0.57,genomsyra,0.547,statsekonomisk,0.569,civilisatorisk,0.558
59,förklaringsgrund,0.82,doktrin,0.569,ckonomista,0.547,unionspolitiska,0.569,undervisningsfråga,0.557
60,ledsamhet,0.82,konstflit,0.569,parlamentsreform,0.547,fredssakens,0.569,rationalistisk,0.556
61,tidsanda,0.82,gemensamhet,0.569,politist,0.547,kommerciella,0.569,samhällsfiendtliga,0.555
62,partisinne,0.819,centralisation,0.569,samhällstillstånd,0.546,dualism,0.569,samhällslifvet,0.554
63,föregifva,0.819,bildningsgrad,0.568,språklig,0.546,bibeltolkning,0.569,islamitisk,0.554
64,såvidt,0.819,vigligaste,0.568,partianda,0.545,metafysik,0.568,nnionella,0.554
65,argument,0.817,rättsbegrepp,0.568,nationalära,0.545,utjämning,0.568,intellektuell,0.554
66,styrelsesätt,0.817,jemnlikhet,0.568,ideerna,0.544,privaträttslig,0.568,religionsfråga,0.554
67,tviflade,0.817,moralisk,0.567,vetenskaplighet,0.544,verldsåsigt,0.568,politisk,0.554
68,samhällsordning,0.817,kyrklig,0.567,vigtigastc,0.544,intellektuel,0.568,utforskande,0.554
69,slägtets,0.816,absolutistisk,0.566,fritänkeri,0.543,proletariat,0.568,arbetarefrägan,0.554
70,pekuniär,0.816,hjernspöke,0.566,ädlare,0.542,gestaltning,0.567,grundtvigska,0.553
71,krisi,0.816,almänhet,0.566,dåtid,0.542,partilidelser,0.567,missriktning,0.553
72,demoralisera,0.816,prekär,0.565,anarkisk,0.541,arbetarefrägan,0.567,liffullt,0.553
73,behofven,0.816,bortblanda,0.565,reformatorisk,0.541,civilisatorisk,0.566,samfunds,0.552
74,öfvermod,0.816,financiella,0.565,samfunds,0.54,samhörighetskänsla,0.566,statsborgerlig,0.552
75,jemnvigt,0.816,materie,0.564,kommerciella,0.539,subjektivism,0.565,likaberättigande,0.551
76,egoism,0.815,omskapning,0.564,statsenhet,0.539,balkanfrågan,0.565,grundåskådning,0.551
77,sympathier,0.815,omstörta,0.564,intolerans,0.539,ateistisk,0.565,balkanfrågan,0.551
78,resultaterna,0.815,riglning,0.563,haltlöshet,0.538,beskattningsväsende,0.565,gestaltning,0.551
79,splittring,0.815,broderlighet,0.563,statssystem,0.538,utplånande,0.565,esthetiska,0.551
80,fiåga,0.815,idée,0.563,embetsmannavälde,0.538,återupprättelse,0.564,moralitet,0.551
81,individuell,0.815,beroende,0.562,psykisk,0.538,samhällslif,0.564,fattigvårdsfråga,0.551
82,bränvinets,0.814,komik,0.562,psykolog,0.538,sträfvandon,0.564,vigtigastc,0.55
83,sväfvande,0.814,fåsom,0.562,kullkastande,0.537,kommunism,0.563,föreningsväsen,0.55
84,tämja,0.814,samverka,0.562,svårlöst,0.537,islamitisk,0.562,kommerciella,0.55
85,uttänka,0.814,medborgerlighet,0.562,rättstillstånd,0.537,prestvälde,0.562,embetsmannavälde,0.55
86,ideell,0.814,problemer,0.561,theorier,0.536,själfhjälp,0.562,förderflighet,0.55
87,mythologi,0.813,vetenskaplighet,0.561,kabinetternas,0.536,grundåskådning,0.561,maktfråga,0.549
88,misströsta,0.813,handelsbalans,0.56,omhvälfningar,0.536,folkopinion,0.561,individualism,0.549
89,ädelhet,0.813,industriel,0.559,tankefrihet,0.536,materielt,0.561,bildningsståndpunkt,0.548
90,egoistisk,0.813,insigler,0.559,statsinstitution,0.535,förderflighet,0.561,liskt,0.548
91,instinkt,0.813,försoffning,0.559,politifl,0.535,bimetallism,0.56,befästningsväsende,0.548
92,statsrätt,0.813,chaos,0.559,fysist,0.534,individualism,0.559,ateistisk,0.548
93,rättsenlig,0.813,theologisk,0.558,interessena,0.534,miskt,0.559,pressfrihet,0.547
94,fördomsfri,0.812,normal,0.558,politiflt,0.534,samfunds,0.558,miskt,0.547
95,flender,0.812,samhällslif,0.558,utopist,0.534,utjemningen,0.558,moralisk,0.547
96,regeringssystem,0.812,rättsförhållande,0.557,kommersiela,0.533,klasskamp,0.558,socialrevolutionär,0.547
97,martyr,0.812,subordination,0.557,frägornas,0.533,ckonomista,0.557,statslifvets,0.547
98,stabilitet,0.812,skamfläck,0.557,författareverksamhet,0.533,vigligaste,0.557,återupprättelse,0.547
99,slapphet,0.812,företrädesrättighet,0.557,nationel,0.533,kroppsarbetarnes,0.557,undergräfvande,0.546
