,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
18,vinstgifvande,0.829,enstämmighet,0.723,regeringssystem,0.609,rådkammare,0.578,samhällsförhållande,0.582
19,genljud,0.829,tullsystem,0.721,statsförfattning,0.606,samhällslif,0.577,rådkammare,0.578
20,passionerad,0.829,envälde,0.72,konungaätt,0.605,samhällsmakt,0.575,samhällslif,0.577
21,ovigtig,0.829,ärftlighet,0.72,representationsskick,0.604,regim,0.575,arméorganisation,0.576
22,uppnående,0.829,reformförslag,0.719,samhällsförhållande,0.602,styrelsesystem,0.572,samhällsmakt,0.575
23,energisk,0.828,jemnlikhet,0.719,kyrkoförfattning,0.6,ståndsrepresentation,0.571,styrelsesystem,0.572
24,sammanknyta,0.827,statsinrättning,0.718,bvilande,0.6,kommunalfrihet,0.571,ståndsrepresentation,0.571
25,företrädesrättighet,0.827,ståndsrepresentation,0.718,personlighetsprincip,0.598,samfundsförhållanden,0.57,kommunalfrihet,0.571
26,stötesten,0.827,omstöpning,0.716,samfundsförhållanden,0.597,arméorganisation,0.569,samfundsförhållanden,0.57
27,bafve,0.826,subordination,0.716,handelspolitik,0.597,näringslagstiftning,0.569,folkvälde,0.568
28,hugskott,0.826,styrelsesystem,0.715,geerska,0.596,folkvälde,0.568,lagbunden,0.566
29,social,0.825,kosmopolitisk,0.715,jemlikhetens,0.596,tullpolitik,0.565,näringslagstiftning,0.566
30,förvillelse,0.825,samhällsform,0.714,konstitutionell,0.596,dualism,0.565,tullpolitik,0.565
31,våla,0.825,intolerans,0.713,författningsstrid,0.596,nationalitetsprincip,0.564,dualism,0.565
32,inverkan,0.824,byråkratisk,0.713,grundfel,0.594,statsform,0.563,nationalitetsprincip,0.564
33,samhällstillstånd,0.824,prohibition,0.711,tankesätt,0.594,rättssystem,0.563,statsform,0.563
34,verldsdel,0.823,tillintetgörelse,0.71,kommunall,0.594,lagbunden,0.563,rättssystem,0.563
35,fiåga,0.823,conservative,0.71,fattigvårdslagstiftning,0.593,värnande,0.563,samfundsordning,0.562
36,rådgifvande,0.823,qvarstår,0.71,regim,0.593,samfundsordning,0.562,domstolsorganisation,0.562
37,rättstillstånd,0.823,statsform,0.71,statsenhet,0.593,domstolsorganisation,0.562,landtmannapar,0.561
38,faktisk,0.823,energie,0.709,omgestalta,0.592,landtmannapar,0.561,partiförhållanden,0.561
39,premiss,0.823,riglning,0.709,banksystem,0.592,partiförhållanden,0.561,riksrepresentation,0.56
40,föredöme,0.823,statssystem,0.708,förbundsförfattning,0.591,riksrepresentation,0.56,grundlagsförändring,0.559
41,villfarelse,0.823,opolitisk,0.708,frihandelsprincip,0.59,grundlagsförändring,0.559,statssystem,0.558
42,jemnlikhet,0.823,försvarsmedel,0.707,indragningsmakt,0.589,statssystem,0.558,handelspolitik,0.558
43,vanmakt,0.822,följdriktig,0.707,regeringssätt,0.588,handelspolitik,0.558,statsenhet,0.558
44,gåta,0.822,monarkisk,0.706,folkfrihet,0.588,statsenhet,0.558,omskapning,0.557
45,råhet,0.822,samhällslif,0.705,envälde,0.587,omskapning,0.557,nydaning,0.556
46,intelligens,0.821,statsklok,0.705,konsekvent,0.586,stridsämne,0.556,statsbildning,0.556
47,afvisa,0.82,tulllagstiftning,0.704,konungamakt,0.586,nydaning,0.556,ståndsprincipen,0.555
48,intetdera,0.82,grundvilkor,0.703,representationsreform,0.586,statsbildning,0.556,värnande,0.555
49,eftersträfva,0.82,noriges,0.703,skolsystem,0.585,konstitutionell,0.556,tvåkammarsystem,0.555
50,begränsning,0.82,lifsfråga,0.703,framtidsmål,0.584,ståndsprincipen,0.555,krigsförfattning,0.553
51,praxis,0.819,representationsform,0.702,lagbunden,0.583,tvåkammarsystem,0.555,afsättningsområden,0.553
52,rygte,0.819,broderlighet,0.702,finanskris,0.583,liberalism,0.555,konstitutionel,0.552
53,ideell,0.819,grundlagen,0.702,ministére,0.582,grundprincip,0.554,skyddstullsystem,0.552
54,mägtigt,0.819,kontinuitet,0.701,conservative,0.582,likställande,0.553,grundprincip,0.552
55,absurd,0.818,nationel,0.701,tidsförhållande,0.582,krigsförfattning,0.553,representationsform,0.551
56,förvänd,0.818,omskapning,0.701,helstatsförfattning,0.582,afsättningsområden,0.553,liberalism,0.551
57,oförvillad,0.818,naturenlig,0.7,fredspolitik,0.582,konstitutionel,0.552,statshvälfning,0.551
58,styrelseform,0.818,representationssätt,0.7,alltintill,0.581,skyddstullsystem,0.552,stridsämne,0.55
59,bedröfvelse,0.818,fåvitsk,0.7,skråtvång,0.58,representationsform,0.551,ministeransvarighet,0.549
60,dessmindre,0.817,folkopinion,0.7,finanssystem,0.58,statshvälfning,0.551,beväringslag,0.548
61,slapphet,0.817,styrelsesätt,0.699,samhällsutveckling,0.58,ministeransvarighet,0.549,banerförare,0.548
62,styrer,0.817,exceptionell,0.699,lisssräga,0.579,beväringslag,0.548,samhällsordning,0.548
63,driffjäder,0.817,absolutism,0.699,partiregering,0.579,banerförare,0.548,folkfrihet,0.547
64,maktägande,0.816,samhällsförhållande,0.699,förswarswäsende,0.579,samhällsutveckling,0.547,samhällsutveckling,0.547
65,personifiera,0.816,statskonst,0.699,frihandelssystem,0.578,föreningsakt,0.547,föreningsakt,0.547
66,insågo,0.816,nationalförsvar,0.698,valprincipen,0.578,regime,0.547,regime,0.547
67,oväldig,0.816,tidsförhållande,0.698,genomfördt,0.578,folkuppfostran,0.546,tidskifte,0.546
68,vidskeplig,0.816,månggifte,0.697,regime,0.578,tidskifte,0.546,fyrdelning,0.546
69,slutledning,0.815,rättsbegrepp,0.696,folkvilja,0.577,fyrdelning,0.546,aksakoff,0.545
70,sympati,0.815,vigligaste,0.696,författningspartiet,0.577,aksakoff,0.545,samhällstillstånd,0.544
71,vallag,0.814,vigtigasle,0.696,wallag,0.577,folkfrihet,0.543,åskådningssätt,0.543
72,lagskipning,0.814,hierarkisk,0.696,skoltvång,0.577,individualistisk,0.543,individualistisk,0.543
73,vidlåda,0.814,arfsynd,0.696,grundvilkor,0.576,sträfwandena,0.542,konstitutionell,0.542
74,öfvermod,0.814,bisak,0.695,konstitutionel,0.576,samhällstillstånd,0.541,sträfwandena,0.542
75,argument,0.814,samvetsfrihet,0.695,folksuveränitet,0.575,banérförare,0.541,likställande,0.541
76,projekter,0.813,fortvara,0.695,lagreform,0.575,dualistisk,0.541,banérförare,0.541
77,obetänkt,0.813,föråldrad,0.695,omstöpning,0.574,nationalära,0.541,dualistisk,0.541
78,beklagligtvis,0.813,censor,0.695,landtförswar,0.574,åskådningssätt,0.54,nationalära,0.541
79,egoistisk,0.812,samverka,0.695,rådkammare,0.573,samhällsordning,0.54,omhvälfningen,0.539
80,pånyttfödelse,0.812,sedvana,0.694,humanism,0.573,omhvälfningen,0.539,härorganisation,0.539
81,monopolier,0.812,medborgerlighet,0.694,samhällsinstitution,0.573,härorganisation,0.539,handelslagstiftning,0.539
82,principfråga,0.811,genomförande,0.694,samhällighet,0.572,handelslagstiftning,0.539,skyddssystem,0.539
83,bortskymma,0.811,doktrin,0.694,förnuftsenlig,0.572,skyddssystem,0.539,försvarsorganisation,0.538
84,föregifva,0.811,bekämpande,0.694,partiställning,0.572,oefterrättlighet,0.538,oefterrättlighet,0.538
85,upmarksamhet,0.811,förslappa,0.694,verldsordning,0.572,republikanism,0.538,republikanism,0.538
86,oformlig,0.811,sjelfbestånd,0.694,guldmyntfot,0.572,tidsanda,0.538,tidsanda,0.538
87,representationssätt,0.811,statsklokhet,0.693,beskattningssystem,0.571,socialis,0.537,socialis,0.537
88,bortblanda,0.811,samhällsförfattning,0.693,grundlagen,0.571,spanmålstullars,0.537,spanmålstullars,0.537
89,öfvervinna,0.811,genomdrifvande,0.693,tulllagstiftning,0.57,kalmarunion,0.537,kalmarunion,0.537
90,obetänksamhet,0.811,valprincipen,0.693,kontinuitet,0.57,partisplittring,0.537,partisplittring,0.537
91,beklagansvärd,0.81,statsförfattning,0.693,representationsförändring,0.57,vensterparti,0.536,unionspolitik,0.536
92,vämjelig,0.81,sjelfstyrelse,0.693,sjelfbestånd,0.569,brottmålslag,0.535,vensterparti,0.536
93,uppvexande,0.81,undantagslag,0.693,riksdagsmajoritet,0.569,grundpelare,0.535,fredspolitik,0.536
94,andamål,0.81,åsyftning,0.692,myntsystem,0.568,constitutionella,0.535,brottmålslag,0.535
95,samverka,0.81,samhällighet,0.692,ministeransvarighet,0.568,arrondissementsval,0.535,grundpelare,0.535
96,voie,0.81,oklokhet,0.692,reformation,0.568,upplösningsprocess,0.535,constitutionella,0.535
97,genomskåda,0.81,verkställbar,0.692,återuppståndelse,0.567,finanspolitik,0.534,arrondissementsval,0.535
98,envishet,0.81,ideel,0.692,tryckfrihetslag,0.567,oförkränkt,0.534,upplösningsprocess,0.535
99,förbättrande,0.81,crisis,0.692,styrelsesystem,0.567,kyrkoförfattning,0.534,finanspolitik,0.534
