,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
48,vederfaras,0.602,underkufva,0.511,bondevän,0.507,framstäldo,0.506,hjältemodig,0.488
49,flender,0.602,urskulda,0.511,åtalande,0.507,uppträdando,0.505,oveldigt,0.488
50,sörswara,0.601,usurpera,0.511,påfvedöme,0.506,ultramontanernas,0.505,opponera,0.488
51,hegart,0.601,bantam,0.511,genomdrifva,0.505,dialektik,0.505,hattparti,0.487
52,rådgifvande,0.601,carvalho,0.511,utdrifva,0.505,fördärfva,0.505,skärfven,0.487
53,rättvisligen,0.6,omnämt,0.511,djerfves,0.505,boisserin,0.505,nationalviljan,0.487
54,murken,0.6,humann,0.51,hringa,0.505,forsvar,0.505,sjelfvo,0.487
55,popularitet,0.6,kyssland,0.51,skattevägran,0.505,vapenlös,0.504,hexorna,0.486
56,root,0.6,vapenlycka,0.51,polk,0.504,fåtalsvälde,0.504,statsväsende,0.486
57,beljuga,0.599,häfdvunna,0.51,tillocbmed,0.504,orättrådig,0.504,forsvar,0.486
58,temperament,0.599,utmana,0.51,påfvemakten,0.504,anarkistista,0.504,underkufva,0.486
59,våla,0.599,arguelles,0.509,progressistiska,0.503,atttala,0.503,misstogo,0.486
60,maktägande,0.599,kommunist,0.509,kyrkofråga,0.503,frihandelssinnade,0.502,servilism,0.485
61,lojal,0.599,genomdrifva,0.509,rättvisligen,0.503,vedervåga,0.502,bitche,0.485
62,intala,0.598,vestmakterne,0.508,regeridgen,0.503,reichensperger,0.502,vidhållande,0.485
63,folkel,0.598,petros,0.508,icki,0.502,vensterparti,0.502,pinard,0.484
64,krigstillstånd,0.598,amalgamera,0.508,decorum,0.502,konservatif,0.501,öfvervunne,0.484
65,försvarare,0.598,maktbegär,0.508,låtsadt,0.502,motdrag,0.501,fåtalsvälde,0.484
66,förevänning,0.598,tyrannisk,0.508,konservatif,0.502,ultraradikale,0.501,ateism,0.484
67,instinkt,0.598,frammana,0.508,gneist,0.502,flender,0.501,intransigenterna,0.484
68,gielgud,0.598,påslå,0.508,kommei,0.502,socialistchefen,0.501,ständerförsamlingen,0.484
69,allmännelig,0.597,öfverilning,0.508,envishet,0.502,tillocbmed,0.501,spjerna,0.483
70,islam,0.597,magyariska,0.507,beherskade,0.501,agitatorerne,0.5,reichensperger,0.483
71,dtr,0.597,helvetista,0.507,sverdrup,0.501,vannovski,0.5,skyddsvärn,0.483
72,haffa,0.597,englandarne,0.507,sönderrifva,0.501,otvilvelaktigt,0.5,negera,0.483
73,beslutsamhet,0.596,aflifva,0.507,rådgifvande,0.5,devuerade,0.5,stadsradikalerna,0.483
74,försvarsmedel,0.596,skymfa,0.507,invänningar,0.5,öfvergåfve,0.5,religionshat,0.483
75,despot,0.596,fruk,0.507,konungsk,0.5,genstörtig,0.5,mångomtalad,0.483
76,österrikarne,0.595,mascara,0.507,ricard,0.5,etiopien,0.5,etiopien,0.483
77,allvarligen,0.595,enväldig,0.507,mauguin,0.499,turkomanerne,0.5,konungamord,0.482
78,förfäktare,0.595,royer,0.506,advocera,0.499,förvärkliga,0.499,uppbygde,0.482
79,förswarade,0.595,framtvinga,0.505,bonapartism,0.499,iterera,0.499,eäga,0.482
80,suveränitet,0.595,portalis,0.505,samvetsskrupler,0.499,skyddsherre,0.498,bondevän,0.482
81,stridsman,0.595,moderados,0.505,hindås,0.499,gallikanska,0.498,otaldt,0.482
82,alltifrån,0.595,rotfast,0.505,bonapartisterne,0.499,misstogo,0.498,skyddsherre,0.481
83,beslutsam,0.595,hårsmån,0.505,ståndaktig,0.498,oveldigt,0.498,utträtta,0.481
84,bekriga,0.595,orostiftare,0.505,minisléren,0.498,öfvortygad,0.498,tillocbmed,0.481
85,beifran,0.595,samvetsfrihet,0.505,åsigt,0.498,fördragsbrott,0.497,tyskön,0.481
86,invändning,0.595,grundläggande,0.505,tolkare,0.498,genomdrifven,0.497,medborgar,0.48
87,påtvinga,0.594,motväga,0.504,försvarstal,0.498,embetsmannakår,0.497,kufvadt,0.48
88,sofism,0.594,ståndsprincipen,0.504,statsordning,0.497,utträtta,0.496,trätobroder,0.479
89,bestorma,0.594,menniskoförstånd,0.504,encyklika,0.497,våldförande,0.496,statslag,0.479
90,nyckfull,0.594,nedskjuta,0.504,underkufva,0.497,fördrifvas,0.496,carrel,0.479
91,upptåg,0.594,undergräfva,0.504,vederfares,0.496,visnepolitiken,0.495,missledt,0.479
92,ståndaktig,0.593,tillvita,0.504,misskänna,0.496,stadsradikalerna,0.495,minoritetsregering,0.479
93,invertes,0.593,ansågo,0.503,nödvärn,0.496,aktoratet,0.495,styfsint,0.479
94,dynastisk,0.593,motparti,0.503,öfverge,0.496,själfaktning,0.495,klokskap,0.478
95,obefläckad,0.593,venstern,0.503,prisgifva,0.496,värnande,0.495,toury,0.478
96,passionerad,0.593,polk,0.503,anarkist,0.495,grundidé,0.495,magyarerne,0.478
97,framhärda,0.593,motverka,0.503,förevita,0.495,parnelliterne,0.494,fördragsbrott,0.478
98,ridderlig,0.592,afguderi,0.502,devuerade,0.495,rådsförsamling,0.494,allenastyrandet,0.478
99,sträfvande,0.592,bevekelsegrund,0.502,orygglig,0.495,statsväsende,0.494,garibaldinerna,0.478
