,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
18,möckel,0.747,syftemål,0.6,intrehe,0.537,inlresse,0.554,läsarinnorna,0.553,vakenhet,0.547
19,bestridt,0.747,medborgarnes,0.598,insigler,0.537,statsangelägenhet,0.552,interess,0.55,fredssaken,0.547
20,utwidgande,0.746,industriell,0.598,liberalitet,0.536,konstidkare,0.551,statsintresse,0.549,intressed,0.545
21,förfarenhet,0.745,eftersträfva,0.597,biafsigt,0.535,intresie,0.55,patier,0.548,sympalhier,0.542
22,werkstallas,0.744,domaremakt,0.595,kannstöpare,0.534,interessena,0.549,waket,0.546,förkofring,0.542
23,wanmagt,0.743,föredöme,0.595,oförvillad,0.533,undergräfver,0.548,sympathi,0.546,skarpskyttesaken,0.542
24,nögde,0.743,förkastlig,0.593,sammanhållning,0.532,samhällighet,0.548,skytterörelse,0.545,hufvudgren,0.542
25,anwanda,0.741,energie,0.593,samhällighet,0.531,samhällsangelägenhet,0.547,interessen,0.545,hufvudstads,0.54
26,constitutionen,0.741,verkställbar,0.593,auctorer,0.53,beaktande,0.545,sträfvauden,0.544,utvecklingsarbete,0.54
27,tillställning,0.74,båtnad,0.592,lolket,0.53,sympalhier,0.545,intresso,0.543,skriftspridning,0.539
28,uppnå,0.739,ovillkorlig,0.592,fåtal,0.529,ideell,0.543,lifaktigheten,0.542,folkuppfostran,0.539
29,sådan,0.738,maktägande,0.591,upmärksamhet,0.528,näringsförhållande,0.542,turisttrafik,0.541,försvarssaken,0.538
30,kika,0.738,inveckla,0.591,framskridande,0.528,medkänsla,0.539,wexelwerkan,0.541,handelsgren,0.538
31,producter,0.738,förhållanderne,0.591,sorglöshet,0.526,samstämmighet,0.539,adragit,0.54,samkänsla,0.538
32,utbekommande,0.738,skandal,0.591,samhällig,0.525,nitälskan,0.537,utländingars,0.539,läskrets,0.538
33,erkännande,0.737,öfverlägsenhet,0.59,grundvilkor,0.525,tillmöteskommande,0.537,vakenhet,0.538,upphjälpande,0.538
34,undersäte,0.737,behofven,0.589,sympalhier,0.524,lofvärdt,0.537,skarpskytteidéen,0.537,maktbefogenhet,0.537
35,redowisning,0.737,ideerna,0.589,försvagande,0.524,missionssaken,0.537,kunskapsbegär,0.537,sjelfmedvetet,0.537
36,import,0.736,despotisk,0.588,fördragsamhet,0.524,hästkultur,0.537,intreste,0.536,hufvudstadsorgan,0.536
37,beständ,0.736,begränsning,0.588,supremati,0.523,fördomsfrihet,0.536,intresie,0.535,nationalbeväpningen,0.536
38,skick,0.736,konsideration,0.588,ideerna,0.523,valrörelse,0.536,bildningssökande,0.534,inträssen,0.535
39,sedlighet,0.735,teori,0.588,bourbonerna,0.523,samhällig,0.535,arbetarklass,0.532,förenings,0.535
40,otillgänglig,0.735,fördelare,0.588,tidehvarfvets,0.523,intresfe,0.535,intretze,0.528,turisttrafik,0.534
41,cro,0.735,ideer,0.587,heroer,0.522,befordringssystem,0.534,nitälskan,0.528,mejerihandteringens,0.534
42,läntagare,0.735,genomskåda,0.587,sentera,0.522,uppblomstring,0.534,omfattadt,0.527,mejerinäring,0.533
43,verkning,0.734,undvara,0.587,lösande,0.522,skarpskytteidéen,0.534,järnhandteringen,0.527,aktuelt,0.532
44,interesie,0.734,beroende,0.586,agtning,0.522,sjöfartsidkande,0.533,handelsintresse,0.527,välförstådd,0.532
45,wiikor,0.734,oförenlig,0.586,statsform,0.522,sjelfbestämningsrätt,0.533,lifsintresse,0.527,nationalbeväpning,0.532
46,undanrödja,0.734,jemnvigt,0.586,adelén,0.522,fölgder,0.533,lisssräga,0.526,jordbruksarbetarne,0.531
47,rättwist,0.732,regeringssystem,0.585,samhällelig,0.521,provinciella,0.533,kritiklös,0.525,samhörighetskänsla,0.531
48,dcrtil,0.732,tendens,0.585,folkrepresentation,0.52,samhällslifvets,0.532,landtbrukande,0.525,djurskyddsvänlig,0.531
49,utgifna,0.732,jernhandteringen,0.582,representationsform,0.52,sympati,0.532,sjelfmedvetet,0.523,vexelverkan,0.53
50,undersåte,0.732,status,0.582,interesset,0.52,samhällsfråga,0.532,gagn,0.523,kommunikationsväsende,0.53
51,underlätta,0.731,vägledning,0.582,uppblandning,0.519,sjelfkännedom,0.532,sympalhier,0.523,uppmårksamhet,0.529
52,kännemärke,0.731,dogm,0.582,reformfråga,0.519,offervillighet,0.531,nordboar,0.523,arbetarklass,0.529
53,decidera,0.731,förtjenat,0.582,oförtröttad,0.519,handelsgren,0.531,segelsport,0.523,vigtigastc,0.528
54,täflande,0.73,sträfvande,0.581,skuggsida,0.519,yrkesbildning,0.53,handelskår,0.522,segelsport,0.527
55,anwändes,0.73,demoralisera,0.581,idem,0.519,intretze,0.53,kulturfråga,0.521,statslifvets,0.527
56,resolvera,0.73,nitälskan,0.581,sympati,0.519,retrograd,0.53,fpändt,0.521,kunskapsbegär,0.527
57,penni,0.73,representationssätt,0.581,sammanhällning,0.518,gagn,0.529,arbetarekommunen,0.519,qvarnindustriens,0.525
58,werksamt,0.729,laglighet,0.581,kungsord,0.518,partiintresse,0.529,omhuldande,0.518,viglen,0.525
59,krigsgärd,0.729,styrer,0.58,intre,0.518,menniskovärdet,0.529,skyttesaken,0.517,lifserfarenhet,0.524
60,uphäfwa,0.729,statsekonomisk,0.58,förverkligande,0.517,belydelse,0.529,läslust,0.517,yrkesbildning,0.524
61,tilräckeligen,0.729,folkel,0.58,nitälskan,0.517,teaterälskande,0.528,wakenhet,0.517,kreatursafveln,0.524
62,hitintils,0.729,tillgifna,0.58,trösterik,0.517,lärosystem,0.528,turistland,0.517,beliofven,0.524
63,aflöning,0.728,indirekt,0.579,uplifwa,0.516,ofvanantydda,0.527,provinciella,0.517,humanitär,0.524
64,utöfwa,0.728,demagogisk,0.579,ilise,0.516,adragit,0.527,medkänsla,0.516,gagnrik,0.524
65,gerom,0.728,energi,0.578,skönhetssinne,0.516,sjelfförgudning,0.527,tillflutning,0.516,nationalitetskänsla,0.523
66,tilfoga,0.728,kufva,0.578,affärs,0.516,instgter,0.526,uppmärksainhet,0.515,qvinnofrågan,0.523
67,redeliga,0.728,pånyttfödelse,0.578,internationell,0.516,fastighetskredit,0.526,samhällsintresse,0.515,konstgren,0.523
68,förpligta,0.727,öppenhet,0.578,dynastisk,0.515,kommersielt,0.526,hederlighet,0.514,turistväsende,0.523
69,missbruk,0.727,sträfvar,0.578,kommunikationsmedel,0.515,upmärksamhet,0.525,eguadt,0.514,bildningssökande,0.523
70,beh,0.727,inkräkta,0.578,familjelif,0.515,stenkolsbrytning,0.525,offerwillighet,0.514,textutrymme,0.521
71,krigs,0.727,tillväxt,0.578,isoleradt,0.515,lifsfråga,0.524,interessena,0.513,jordbruksidkande,0.521
72,stegring,0.727,intervenera,0.577,skådebana,0.514,lijertats,0.524,bundsförvandters,0.512,ofvanantydda,0.521
73,känsta,0.727,merändels,0.577,repressalie,0.514,främjande,0.524,lifserfarenhet,0.512,svinafvel,0.52
74,ffull,0.726,sansad,0.577,hufvudsyfte,0.514,läslust,0.524,länsrepresentation,0.511,lärosystem,0.52
75,ändamal,0.726,misskänna,0.577,tillkämpa,0.514,framtidsfråga,0.523,märklighet,0.511,kommunikationsväsen,0.52
76,upprätthälla,0.726,relatift,0.577,wanstap,0.514,landsfader,0.523,missionsintresse,0.511,samhällsintresse,0.52
77,männi,0.725,rimlighet,0.577,reformförslag,0.514,regalera,0.523,ortsintresse,0.511,penningeanstalter,0.52
78,förkofran,0.725,aristokratisk,0.576,älskadt,0.514,tillgodoseende,0.523,rösträttsvän,0.511,yrkesverksamhet,0.519
79,ärct,0.725,fördomsfri,0.576,jordbruksnäring,0.513,besolkningens,0.522,upmärksamhet,0.511,skyttesaken,0.519
80,nödlidandes,0.724,ideel,0.576,intereste,0.513,pånyttfödd,0.522,behjärtas,0.511,danskar,0.519
81,jemwal,0.724,utförlighet,0.575,afledare,0.513,lisssräga,0.522,arbetareskaror,0.51,vitalfråga,0.519
82,tjänstehjon,0.724,mensklighet,0.575,karaktersfasthet,0.512,folkbildning,0.521,uppniärksamhet,0.51,vidgadt,0.519
83,förebygga,0.724,ideell,0.575,företagsamhet,0.512,mitztro,0.521,tariffsystem,0.51,specialkunskap,0.518
84,afgifwande,0.723,formell,0.575,sjelfverksamhet,0.512,sjövapnet,0.521,bildningsståndpunkt,0.509,folkfattig,0.518
85,grundlägga,0.723,öfvervigt,0.575,sammanflyta,0.511,agtning,0.52,ähördt,0.509,nitälskande,0.518
86,verksam,0.723,väsentlig,0.575,vehikel,0.511,nitälstan,0.52,hufvudstadsorgan,0.509,kunskapssökande,0.517
87,onera,0.723,laglydig,0.575,ögonmärke,0.511,jernindustriens,0.52,uppfostringsarbete,0.508,grundtvigska,0.517
88,werkställande,0.723,liberalism,0.575,förtjänst,0.511,vigtigastc,0.52,uplyste,0.508,bättrande,0.517
89,bcwisa,0.722,kollektiv,0.575,kontinuitet,0.511,intrehe,0.52,svårlärd,0.508,rättssäkerhet,0.517
90,förkorta,0.722,opinionsyttring,0.575,föreställningssätt,0.511,förtjeuar,0.52,intiesse,0.508,omhuldande,0.517
91,trll,0.722,förtjänst,0.575,ifrade,0.511,utländingars,0.519,hängifvenheten,0.507,handelsföretag,0.516
92,oförnuftig,0.722,uplifwa,0.574,statsklok,0.511,kriterium,0.518,exportindustri,0.507,kulturuppgift,0.516
93,gaste,0.722,oformlighet,0.574,tyskarnes,0.51,trävaruexport,0.518,retrograd,0.507,föreningsväsende,0.516
94,subscription,0.722,monarkisk,0.574,förfuska,0.51,bildningssökande,0.517,tilllopp,0.507,utvecklingsgång,0.516
95,pappersmynt,0.721,konstflit,0.574,båtnad,0.51,rörcr,0.517,missionssaken,0.507,tariffsystem,0.516
96,direkte,0.721,grundval,0.573,interesie,0.51,verldsfredens,0.517,musiklitteratur,0.507,arbetshåg,0.516
97,förhallande,0.72,sammanfatta,0.573,centralpunkt,0.51,nationalbeväpning,0.517,vigtigastc,0.506,gagnerik,0.515
98,utwerka,0.72,otillräcklighet,0.573,ideel,0.509,reputation,0.517,ortintressena,0.506,utdaning,0.515
99,andt,0.72,forskning,0.573,retrograd,0.509,påpekning,0.517,ihogkomma,0.506,lofvärdt,0.515
