,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
68,partiell,0.717,regén,0.567,biokadens,0.468,upphåfvandet,0.466,slidell,0.481
69,mole,0.717,tilltvinga,0.567,frigifvandet,0.468,jeddo,0.466,nelidov,0.481
70,solidarisk,0.716,tillskrifvit,0.567,åvägabringa,0.467,skafta,0.466,ståthållarskap,0.481
71,urskulda,0.716,inqvisitorisk,0.566,afslutando,0.467,fribrefsrätt,0.466,arild,0.481
72,generaltullstyrelsen,0.716,utanordna,0.566,folkethingets,0.467,municipalitet,0.465,mairernas,0.481
73,löneanslag,0.716,funné,0.566,tillhandakommit,0.467,donaufurstendömenas,0.465,ostrumilien,0.481
74,undvara,0.716,buonapartes,0.566,ingeniörkorpsen,0.466,rörand,0.465,borgarerätt,0.481
75,upphäfvandet,0.715,neufchatels,0.565,municipalitetet,0.466,skupschtinans,0.465,upphåfvandet,0.48
76,teste,0.715,ingeniörkorpsen,0.565,pacifikation,0.466,stadsfästelse,0.464,platsera,0.48
77,öfverlemnande,0.715,billault,0.565,medgifvit,0.466,öfversändandet,0.464,vitnesförhör,0.48
78,paskewitsch,0.715,autoriteternas,0.564,konungaval,0.465,giévy,0.464,utbedt,0.48
79,förberedt,0.715,förpligtadt,0.564,jakab,0.465,obligationsinnehafvarne,0.464,jnfanten,0.48
80,förvägra,0.715,soults,0.564,fördröjande,0.464,skickning,0.464,öfversändandet,0.48
81,byssland,0.715,mesyrer,0.564,miljutin,0.464,desavouering,0.464,abyssinska,0.48
82,kommerskollegium,0.714,diktatur,0.564,pareja,0.464,edsförbundsdagen,0.464,iniativ,0.48
83,vägran,0.714,vestmakterne,0.564,förvisningsort,0.464,åtalande,0.464,lösgifvande,0.48
84,cousin,0.714,isturiz,0.563,edsförbundsdagen,0.464,frigifva,0.463,jämwal,0.479
85,förhållanderne,0.714,anvåndas,0.563,föreslogo,0.463,provincialständerna,0.463,persiani,0.478
86,majrts,0.714,majt,0.563,adlerberg,0.463,bianchi,0.463,pagny,0.478
87,förverka,0.713,förvägra,0.562,slulligen,0.463,masspetition,0.462,förgätves,0.478
88,fredsslut,0.713,antagom,0.562,storkansler,0.463,borgarerätt,0.462,turinerkabinettet,0.478
89,upprigtiga,0.713,regentskap,0.562,genomdriswa,0.463,exequatur,0.461,skupschtinans,0.478
90,gränsorna,0.713,fiågan,0.562,montcnegro,0.463,aftala,0.46,jacobini,0.477
91,upptåg,0.712,utskottsbetänkande,0.562,duchatel,0.462,galimberti,0.46,genomdrifvit,0.477
92,reformvän,0.712,bogsta,0.562,negociation,0.462,prisgifva,0.46,taoka,0.477
93,helvetista,0.712,hänskjuta,0.562,rådhusrätte,0.462,afvak,0.46,postdepartement,0.476
94,förklaringsgrund,0.712,åtlydnad,0.561,exequatur,0.462,östrumelien,0.459,genomdrifva,0.476
95,krigsfiskal,0.712,panta,0.561,arfsföljden,0.462,autoriteternas,0.459,österike,0.476
96,strängeligen,0.711,underhandlare,0.561,lydstat,0.462,villkorlig,0.459,tilllåtelse,0.476
97,bedrifvas,0.711,magier,0.561,mairernas,0.462,miuistéren,0.459,allernådigaste,0.476
98,durhams,0.711,ullemnas,0.561,skolreform,0.462,qvarstode,0.459,muraviev,0.476
99,tillmål,0.711,förvis,0.561,meyendorff,0.462,satisfaktion,0.459,tillhandakommit,0.476
