,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
19,schweitziska,0.829,donaufurstendömenas,0.699,suveränetet,0.656,fördragsenlig,0.656,nationalitetsprincip,0.659
20,demoralisation,0.828,fredsvilkor,0.699,venelien,0.655,alliansfördrag,0.655,suveränitetsrättigheter,0.659
21,afundsjuka,0.828,återupprättande,0.699,vasallstat,0.655,sjelfbestämningsrätt,0.655,landsdelarnes,0.658
22,försvarsmedel,0.827,fredsförslag,0.695,mellanstaterna,0.654,landsdelarnes,0.652,traktatsenliga,0.657
23,öfvervälde,0.827,okränkt,0.69,återupprättelse,0.653,öfwerhöghet,0.651,fördragsenlig,0.657
24,hellas,0.827,folkfrihet,0.688,sachsens,0.65,suveränitetsrättigheter,0.65,öfwerhöghet,0.656
25,stammare,0.826,moskovitisk,0.687,förbundsstat,0.649,mellanstaterna,0.65,mellanstaterna,0.655
26,undantränga,0.826,oförkränkt,0.687,neutralitet,0.649,traktatsenliga,0.65,maktområde,0.651
27,afmåla,0.826,krigstillstånd,0.686,ottomanisk,0.649,lydland,0.647,likställande,0.651
28,herat,0.826,beherrskare,0.685,sjelfständighet,0.647,helstat,0.646,liaotong,0.65
29,truppernes,0.826,vestmakternas,0.685,återupprättande,0.646,statsordning,0.645,finanskontroll,0.648
30,mägtiga,0.826,blokad,0.684,handelsintresse,0.643,finanskontroll,0.645,lydland,0.647
31,byssland,0.824,arfföljd,0.684,skyddsvakt,0.642,handelsintresse,0.644,statsordning,0.647
32,engländarnes,0.824,ärftlighet,0.684,sydslav,0.642,höghetsrätt,0.643,nndersåter,0.647
33,enväldig,0.824,ockupation,0.683,venetien,0.641,berlintraktaten,0.643,helstat,0.646
34,beträdt,0.824,skyddsmakt,0.682,hegemoni,0.641,liaotong,0.643,berlintraktaten,0.646
35,ingifver,0.824,serbien,0.682,kronland,0.641,makterne,0.642,handelsintresse,0.644
36,jemnlikhet,0.823,aktift,0.681,territorial,0.641,nndersåter,0.641,pacifikation,0.644
37,pånyttfödelse,0.823,statssystem,0.681,införlifning,0.64,pacifikation,0.64,occupation,0.643
38,krigstillstånd,0.823,stadeständ,0.68,dualism,0.64,centralmakt,0.639,makterne,0.643
39,cordovas,0.823,engländarnes,0.68,londonerfördraget,0.639,likställande,0.638,höghetsrätt,0.642
40,befästning,0.823,eganderätten,0.68,nndersåter,0.639,occupation,0.638,förbundsland,0.641
41,bannlyst,0.822,herat,0.678,handlingsfrihet,0.639,sönderstyckning,0.637,förbundsstat,0.641
42,algiers,0.822,zarens,0.678,aktift,0.638,arfsföljden,0.636,centralmakt,0.641
43,medborgarnes,0.821,försvagande,0.677,landsherre,0.638,venelien,0.635,lydrike,0.64
44,konstflit,0.821,bistä,0.675,vestmakternas,0.638,kompensation,0.635,venelien,0.639
45,intervenera,0.821,rystlands,0.675,ottomansk,0.637,berlinertraktaten,0.634,berlinertraktaten,0.639
46,pafchan,0.821,nationaläran,0.674,statsenhet,0.636,förbundsland,0.633,balkanfolk,0.638
47,öfvermakt,0.82,afväpning,0.674,militärorganisation,0.636,neutralitetspolitik,0.633,arfsföljden,0.637
48,diktatur,0.82,supremati,0.673,slesvigs,0.636,förbundsstat,0.633,annam,0.636
49,vasall,0.82,rättstillstånd,0.673,landafträdelse,0.636,londonerfördraget,0.632,londonerfördraget,0.636
50,medwerkan,0.82,anfallskrig,0.673,pragerfreden,0.636,lösryckande,0.632,kambodja,0.635
51,personifiera,0.82,napoleonska,0.673,fördragsenlig,0.635,annam,0.632,ottomanista,0.635
52,föreningsband,0.82,helvetista,0.673,supremati,0.635,lydrike,0.632,lösryckande,0.635
53,modfälld,0.82,sleswigs,0.672,tillintetgörande,0.635,balkanfolk,0.63,neutralitetspolitik,0.634
54,religionsfrihet,0.82,despotisk,0.672,lösryckande,0.635,ottomanista,0.629,signatärmakt,0.633
55,uprätta,0.819,konstflit,0.671,modus,0.634,annektering,0.629,dömet,0.633
56,beherrskare,0.819,oinstränkt,0.671,anslutande,0.634,verldsdelens,0.629,lydstat,0.632
57,öfwerhand,0.819,eventuel,0.671,personalunion,0.634,dömet,0.629,verldsdelens,0.631
58,rörelsekapital,0.819,vapenmakt,0.671,anfallskrig,0.633,vestmakternas,0.629,kompensation,0.631
59,hafna,0.819,bundsförvandt,0.671,undantagsställning,0.633,kambodja,0.628,annektering,0.63
60,intelligens,0.818,sjömakt,0.671,förmur,0.633,asylrätt,0.628,sönderstyckande,0.63
61,samverka,0.818,afskudda,0.67,qtto,0.632,statsenhet,0.628,asylrätt,0.63
62,folkrörelse,0.818,tystlands,0.669,kurhessen,0.631,signatärmakt,0.627,statsenhet,0.629
63,naturalisera,0.818,oriental,0.669,avtonomi,0.631,lydstat,0.626,magters,0.629
64,tillgifna,0.817,savojen,0.669,eröfringskrig,0.629,magters,0.626,öfverherre,0.628
65,constitutionel,0.816,regeringssätt,0.668,förbundsland,0.629,verldsfredens,0.625,avtonomi,0.627
66,hyfsning,0.816,öfvervälde,0.668,statsordning,0.629,pressfrihet,0.625,vestmakternas,0.627
67,bistä,0.816,eventuell,0.668,ockupering,0.629,förpligtadt,0.625,kurhessen,0.626
68,brödrafolk,0.816,vestmakterna,0.668,oförkränkt,0.629,sönderstyckande,0.624,parisertraktaten,0.626
69,tillskrifver,0.816,återinsätta,0.667,napoleonsta,0.628,förtryckande,0.624,annektion,0.626
70,ferrara,0.815,lombardiet,0.667,öfverherrskap,0.628,förbundsförfattning,0.623,förpligtadt,0.626
71,provincerne,0.815,status,0.666,förpligtadt,0.627,landafträdelse,0.623,statsområde,0.626
72,insurgera,0.815,införlifva,0.666,defensivallians,0.627,parisertraktaten,0.623,napoleonsta,0.626
73,minisleren,0.815,angelägenheterne,0.666,lauenburgs,0.627,kurhessen,0.623,förtryckande,0.625
74,mägtige,0.814,osterrike,0.666,iberisk,0.626,öfverherre,0.622,landafträdelse,0.625
75,texas,0.814,undertryckande,0.665,småstat,0.626,tripelallians,0.621,östasien,0.625
76,negociera,0.814,eristens,0.665,schleswigs,0.626,pragerfreden,0.621,enhetsstat,0.624
77,constitutionella,0.814,inkräktning,0.665,förbundsförfattning,0.626,annektion,0.621,förbundsförfattning,0.622
78,underkufva,0.814,molständ,0.664,aggressiv,0.626,napoleonsta,0.621,anslutande,0.622
79,islam,0.814,organisering,0.664,pacifikation,0.625,ottomanisk,0.621,krigsorsak,0.622
80,buonapartes,0.814,undersäter,0.664,faucigny,0.625,anslutande,0.62,osmanista,0.622
81,organisering,0.814,bekriga,0.663,införlifwande,0.625,krigsorsak,0.62,häfdandet,0.622
82,palen,0.813,lauenburg,0.663,förtryckande,0.624,häfdandet,0.62,pragerfreden,0.621
83,arni,0.813,öfvermäktig,0.663,prenssen,0.624,autonom,0.619,autonom,0.621
84,förklaringsgrund,0.813,constitutionen,0.663,entente,0.623,östasien,0.619,tripelallians,0.62
85,statsrätt,0.813,protestation,0.662,sönderstyckning,0.622,avtonomi,0.618,wienertraktaten,0.619
86,misslyckande,0.813,mobilisering,0.662,augustenborgaren,0.622,enhetsstat,0.618,ottomanisk,0.619
87,förswarat,0.813,fältrop,0.662,konsumtionsskatt,0.622,maktställning,0.617,faucigny,0.619
88,envisas,0.813,armeerne,0.662,pressfrihet,0.621,monarki,0.616,pressfrihet,0.619
89,nederländerne,0.813,piemonts,0.662,besittningstagande,0.621,statsområde,0.616,krigspolitik,0.618
90,utöfwat,0.812,limburg,0.662,intervenera,0.621,kronland,0.616,återupprättadt,0.618
91,omstörta,0.812,slav,0.661,servien,0.62,krigspolitik,0.616,sjelfbestämmelserätt,0.618
92,krisi,0.812,kufwa,0.661,berlinertraktaten,0.619,servien,0.615,respekterande,0.618
93,vältra,0.812,interessen,0.661,arfföljd,0.619,folkrättslig,0.615,folkrättslig,0.617
94,grenada,0.812,nederländerne,0.661,donaufurstendömenas,0.619,sjelfbestämmelserätt,0.615,servien,0.617
95,tämja,0.812,holsteins,0.66,kejsarstat,0.619,respekterande,0.615,kaperi,0.616
96,begränsning,0.812,slafhandel,0.66,sydtyskland,0.619,osmanista,0.614,maktställning,0.616
97,qwarblifwande,0.811,stabilitet,0.66,respekterande,0.619,constitutionella,0.613,sönderstyckning,0.616
98,undergräfva,0.811,månggifte,0.66,centralmakt,0.619,wienertraktaten,0.613,constitutionella,0.616
99,oaflåtligen,0.811,sjelfbestånd,0.659,lothringens,0.618,kaperi,0.613,stormagter,0.616
