,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
67,koulumestari,0.484,äänestäessä,0.587,säätyjen,0.638
68,historiassa,0.483,esitykseen,0.584,ednsm,0.637
69,kansallinen,0.483,komitea,0.583,puhemies,0.637
70,omissa,0.483,ehdoitus,0.582,waliotunnan,0.637
71,tieteen,0.483,maliotunnan,0.582,enemmistö,0.635
72,harjoitus,0.481,esitystä,0.581,papplssääty,0.635
73,eduksi,0.48,pormarissäädyn,0.58,talonpoikaissaäty,0.633
74,kirjoissa,0.48,aatelissa,0.58,phja,0.633
75,asioissa,0.48,meurman'in,0.579,aatelisto,0.631
76,nykyinen,0.479,äänestyksessä,0.579,säätyä,0.627
77,tapain,0.478,waliolunnan,0.579,aatelissäädyssä,0.626
78,herras,0.477,porwarissäädyn,0.579,ponsi,0.625
79,lukeminen,0.477,walio,0.579,waliokuuta,0.625
80,seurakunnissa,0.477,pappissäädyn,0.577,maitokunta,0.623
81,kieltämme,0.477,edusmies,0.574,maliolunnan,0.623
82,yleisessä,0.476,pyyntö-esitys,0.573,puhuja,0.623
83,ansio,0.476,lautakunta,0.572,ivaliokunnan,0.622
84,lutherin,0.475,ehdotetaan,0.572,ivaliokunta,0.622
85,rahwaan,0.475,mietinnöstä,0.571,rissääty,0.621
86,suomalaisuuden,0.474,meurman,0.57,maamarsalkta,0.62
87,tunnettu,0.473,valiokuntaa,0.569,jäätyjen,0.62
88,yksinäinen,0.473,tunta,0.567,säädyssä,0.62
89,koulujen,0.471,säädyssä,0.566,yhteensowitus,0.619
90,taito,0.47,aatelin,0.566,taloupoi,0.618
91,suomenkielen,0.47,papissäädyn,0.566,edusmies,0.618
92,ymmärrys,0.47,liokunnan,0.566,pormarissäädyt,0.617
93,erityisen,0.47,säädylle,0.563,maliokuunan,0.617
94,kielelle,0.468,keskustelu,0.561,pormarissäätyä,0.616
95,yhteys,0.468,pormaris,0.561,talonpoikaissäädyt,0.615
96,welwollisuus,0.467,päätökseksi,0.561,edusm,0.615
97,harma,0.466,wastalauseen,0.557,waliolunnan,0.615
98,maamiljelys,0.465,aatelia,0.556,maamarsaltka,0.61
99,aineissa,0.465,mielipiteisin,0.555,waltiosääty,0.61
